"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"19","GB41792",23,36,28,97,68,68,30,105,77,62,104,176,-0.621610112145107,3.19296230369964,-2.12983773154568,0.0523373077557948,0.999867750154656,-4.40367409949123
"20","GB41837",63,89,93,106,133,97,52,75,93,107,74,103,0.392593573598273,3.70439540437175,2.40888804408469,0.0311167109456527,0.999867750154656,-4.30137123723477
"21","GB41896",37,36,55,72,67,42,7,53,37,44,21,56,0.773455184858388,2.5290624314969,3.03862287229032,0.00926493929713609,0.999867750154656,-4.30485942333873
"22","GB41942",92,135,155,155,139,199,42,132,151,162,116,208,0.325616943635578,4.28537153364192,2.3023147276901,0.0380189430622524,0.999867750154656,-4.28151578443049
"23","GB41968",42,112,75,113,112,116,58,160,139,163,118,185,-0.3604756605653,3.99453288981985,-2.32815325301267,0.0362230018734833,0.999867750154656,-4.29982923061351
"24","GB42425",32,134,72,199,78,117,24,147,480,338,182,362,-0.953367225286565,4.25830153225883,-2.32304660171372,0.0365714410026522,0.999867750154656,-4.29244507339722
"25","GB42637",61,76,284,107,145,135,12,33,43,139,218,57,1.14170641500518,3.59430126258247,2.52269409070344,0.0250738074709831,0.999867750154656,-4.29317083996754
"26","GB42740",47,50,67,85,91,84,35,101,91,225,91,204,-0.524917438283711,3.65407990545708,-2.44359542043116,0.0291395754081336,0.999867750154656,-4.30190519112043
"27","GB42994",223,205,239,260,318,231,70,238,223,271,235,331,0.344842112340952,5.05293087532981,2.38542302723949,0.0325253729554028,0.999867750154656,-4.23510575383924
"28","GB43325",33,46,94,145,53,50,21,27,16,48,65,72,0.941320409276862,2.80729406480141,2.44679619121707,0.0289634244329974,0.999867750154656,-4.37268490758264
"29","GB43453",102,95,72,153,207,94,52,71,84,78,104,157,0.562457687406153,3.86704400182602,2.1750333690035,0.0481616874278913,0.999867750154656,-4.34428411994333
"30","GB43563",21,32,43,54,104,51,25,34,29,21,55,31,0.796718128063806,2.48211620489401,2.41320876525233,0.0308637615385947,0.999867750154656,-4.39974196397002
"31","GB43770",48,73,81,72,109,79,33,79,54,67,81,80,0.417039830435457,3.34914421370956,2.37507719525532,0.0331655988775884,0.999867750154656,-4.34091010820097
"32","GB43780",5,10,4,9,20,27,16,19,34,36,30,20,-1.02267981637435,1.26626408241239,-2.6496045258285,0.0196689383953717,0.999867750154656,-4.44199299095001
"33","GB43915",10,16,17,12,19,19,3,14,15,16,11,15,0.535620836227233,0.982713401533327,2.41644127691252,0.0306758059878506,0.999867750154656,-4.47330510521863
"34","GB43927",31,20,15,25,15,15,6,10,14,16,8,12,0.953385693922631,1.12220987551043,2.78524473669028,0.0151458183364062,0.999867750154656,-4.43336148104068
"35","GB44202",2098,3634,4592,2754,2016,2851,804,2777,1449,2788,3031,2931,0.608536340739054,8.49183826225344,2.27976882109356,0.0396546160620925,0.999867750154656,-4.41145111416145
"36","GB44326",19,41,70,52,59,36,12,40,35,39,35,38,0.602836627111642,2.44357246512058,2.69367249827315,0.0180712994264443,0.999867750154656,-4.36074833480872
"37","GB44616",42,88,40,68,92,53,40,180,193,74,109,142,-0.703351002262444,3.58655137603826,-2.31902226710003,0.0368482689980526,0.999867750154656,-4.33748760521036
"38","GB44779",13,30,26,27,36,33,16,41,39,83,41,57,-0.518185345498335,2.30404065410366,-2.58917166528085,0.0220847135691119,0.999867750154656,-4.38661306164758
"39","GB45157",74,97,270,247,361,202,36,174,157,179,168,184,0.551695234046395,4.51959640922625,2.16120294914841,0.0494052167547444,0.999867750154656,-4.31040033739723
"40","GB45255",10,20,16,11,22,20,1,8,10,21,15,10,0.951680588206125,0.822914406235183,2.86074796992168,0.0130871665916627,0.999867750154656,-4.44063184727624
"41","GB45558",0,6,9,7,8,8,12,12,11,23,9,14,-1.1969453384293,0.281014685332772,-2.23087765529653,0.0434327373690393,0.999867750154656,-4.50965957351338
"42","GB45734",27,30,61,63,154,56,19,45,21,28,39,24,1.20622497187216,2.5480001226819,3.37385199566197,0.00482367641848518,0.999867750154656,-4.25871705367434
"43","GB45833",22,74,53,63,72,56,9,49,47,63,46,61,0.50469610338204,2.76908167549275,2.4246736515284,0.0302020617323442,0.999867750154656,-4.37820616975448
"44","GB46059",78,109,126,152,156,138,39,117,139,132,124,178,0.267326987747309,4.11442488326519,2.29628993936991,0.0384496687695941,0.999867750154656,-4.29463972946729
"45","GB46342",4,21,20,24,61,17,9,12,4,8,18,17,1.11397530200349,1.08319817284091,2.29875107498436,0.0382731614601513,0.999867750154656,-4.48103569664617
"46","GB46409",8,19,16,20,18,28,4,38,44,47,33,39,-0.629766486866272,1.71162884186637,-2.28487404073659,0.0392785126574455,0.999867750154656,-4.45851124817196
"47","GB46426",68,133,139,199,212,290,81,293,267,349,298,263,-0.442760755944693,4.8357302927067,-2.42260315257017,0.0303205486833034,0.999867750154656,-4.23149393901798
"48","GB46448",159,216,201,303,198,249,157,657,554,300,260,403,-0.575977879996708,5.34415176193298,-2.35839751465828,0.0342231290386274,0.999867750154656,-4.25129831147009
"49","GB46680",28,60,45,48,71,50,6,33,78,39,42,54,0.573525542367464,2.59085585319847,2.1637051739486,0.0491780340514537,0.999867750154656,-4.43191482727047
"50","GB47387",30,25,39,30,60,55,5,25,21,52,30,38,0.729499160866799,2.15758933321483,2.7521639651843,0.0161448788366062,0.999867750154656,-4.37470486393217
"51","GB47413",14,17,12,24,18,23,5,9,12,24,14,20,0.581776395521782,1.17179595395247,2.38348088595231,0.0326446520821192,0.999867750154656,-4.4695099683544
"52","GB48073",47,77,109,105,115,85,44,87,67,61,80,108,0.454659451426968,3.54336929936729,2.28609792402223,0.0391888512146449,0.999867750154656,-4.3434005251665
"53","GB48409",38,56,43,112,64,99,27,103,149,185,92,153,-0.582366186548989,3.57411359269302,-2.58307402285178,0.022343859153455,0.999867750154656,-4.27933389893527
"54","GB48492",494,1472,503,728,397,646,154,573,747,497,315,593,0.731364389142136,6.27118716591962,2.27554000142609,0.0399687295141615,0.999867750154656,-4.31090977878565
"55","GB48634",15,24,11,20,26,21,21,34,30,35,34,39,-0.55802856082986,1.87516710136581,-2.31547003938723,0.0370942716650323,0.999867750154656,-4.4475442583844
"56","GB48720",70,83,100,93,125,127,57,220,143,174,142,179,-0.40835798535336,4.12017441645463,-2.62957782218126,0.0204396054360227,0.999867750154656,-4.21346858941529
"57","GB49018",154,117,222,172,174,236,37,98,196,203,75,188,0.712739952563562,4.37617175992106,2.80724700660284,0.0145151427851662,0.999867750154656,-4.14188447334419
"58","GB49405",30,87,103,49,71,55,12,58,39,22,47,90,0.812852660506505,2.82573804148549,2.36895960737501,0.0335498019816093,0.999867750154656,-4.3842600252954
"59","GB49467",14,37,54,36,86,45,19,24,16,35,49,29,0.796337323739941,2.2886421189035,2.38582929881918,0.0325004738800524,0.999867750154656,-4.41565049098986
"60","GB49780",19,17,17,56,26,26,7,16,8,16,23,16,1.02014040415732,1.44769448244581,3.21299742979123,0.00659788156986071,0.999867750154656,-4.37470624020735
"61","GB50008",18,19,19,15,26,21,7,16,13,10,17,28,0.599999363794615,1.31829358437239,2.15770490499098,0.0497244562017689,0.999867750154656,-4.48722561578715
"62","GB50015",119,139,564,186,279,328,44,164,125,275,295,125,0.789499961753558,4.76326765864998,2.2455322897223,0.0422660888798565,0.999867750154656,-4.28125649593974
"63","GB50113",100,152,162,201,210,219,109,252,246,342,231,258,-0.289525532974719,4.85482026134668,-2.28389989469236,0.0393500169990423,0.999867750154656,-4.26906862396071
"64","GB50225",30,39,70,39,309,66,9,37,34,38,55,61,1.0315021308715,2.78884473438145,2.28421972910885,0.0393265269296509,0.999867750154656,-4.40169525815253
"65","GB50251",83,89,130,122,143,123,43,131,98,89,86,167,0.391389566956669,3.93549456473823,2.20810508124961,0.0453059250523666,0.999867750154656,-4.33062298645028
"66","GB50290",12,22,24,29,25,17,8,42,24,59,34,133,-0.7605711107139,2.04004944418491,-2.15929522664595,0.0495790816786006,0.999867750154656,-4.46000423300873
"67","GB50292",9,16,19,40,78,29,18,11,7,15,16,23,1.11621755002605,1.51317865583033,2.57120475416585,0.0228567589188751,0.999867750154656,-4.43580013480403
"68","GB50354",83,122,148,188,228,147,87,159,114,114,126,170,0.421839288901054,4.32063144906725,2.16204731333086,0.0493284455944992,0.999867750154656,-4.31811660712819
"69","GB50453",1020,987,1014,2535,1171,1845,757,1999,1684,3447,2236,4533,-0.522586831925334,7.95207209997055,-2.14892177135833,0.0505345364288868,0.999867750154656,-4.41428484084545
"70","GB50722",10,29,15,37,33,49,18,51,54,81,67,68,-0.85318215456263,2.43427969615303,-3.6125281166664,0.00303429120452221,0.999867750154656,-4.24314535113524
"71","GB50766",6,14,8,11,10,6,3,44,37,30,35,31,-1.37404750691007,1.14184125783561,-3.89142503333085,0.00177182128037627,0.999867750154656,-4.34605871664302
"72","GB51159",28,32,65,45,76,50,16,40,25,29,33,68,0.688575635963379,2.52381079998439,2.70343853577492,0.0177347426471744,0.999867750154656,-4.35321225817538
"73","GB51237",654,940,686,733,753,989,764,1580,1430,1567,1142,1650,-0.651733050460135,7.22494171606869,-3.06109918220959,0.00886852603947313,0.999867750154656,-4.20013550003056
"74","GB51248",5,7,8,9,8,8,11,51,11,13,16,24,-1.03045680675913,0.824539597901577,-2.61498098847953,0.0210197090667665,0.999867750154656,-4.46390027685048
"75","GB51336",67,109,150,153,212,174,46,168,123,113,123,141,0.447577262702683,4.18330377000356,2.63583504700435,0.020195718108762,0.999867750154656,-4.19999816272368
"76","GB51615",17,31,82,43,96,73,10,27,30,38,47,79,0.707397885428939,2.56934321910538,2.17078818602031,0.0485402343986152,0.999867750154656,-4.43204624785063
"77","GB51638",8,11,18,8,19,16,4,3,7,7,15,7,1.07212641196217,0.480008865130319,2.87787522908685,0.0126599231753902,0.999867750154656,-4.45380709374125
"78","GB51996",32,53,48,80,82,84,20,114,106,131,94,110,-0.383975455277873,3.3877180478791,-2.183839690757,0.0473852123629882,0.999867750154656,-4.37854373239585
"79","GB52042",1,5,6,16,21,13,5,27,17,29,21,24,-1.04469318657986,0.844524435787814,-2.65769251170566,0.0193657672034001,0.999867750154656,-4.4595218108237
"80","GB52340",25,47,46,95,85,85,35,94,108,171,92,132,-0.560123137277756,3.46180251583101,-2.88487331905378,0.0124893331383148,0.999867750154656,-4.22927799689569
"81","GB52702",222,279,313,412,293,561,294,443,658,952,531,587,-0.613902776755453,5.96761815152826,-2.93438980706019,0.0113453534799003,0.999867750154656,-4.12140309840257
"82","GB52802",5,8,5,12,14,12,6,10,18,36,13,24,-0.653976659123171,0.823656073612799,-2.16146336817399,0.0493815270743133,0.999867750154656,-4.50289269356325
"83","GB52847",43,29,154,65,76,51,22,16,40,61,36,75,0.859730973576252,2.80761858209079,2.15579760247045,0.0498993316769102,0.999867750154656,-4.42164688698245
"84","GB52856",34,51,39,92,33,89,27,57,98,146,125,120,-0.596380967742478,3.28153370894578,-2.11728709459936,0.0535553665062757,0.999867750154656,-4.40018388129502
"85","GB53483",12,9,21,21,19,17,5,17,11,19,11,14,0.527947390980007,1.06737010238,2.11992091371209,0.053297583972352,0.999867750154656,-4.49863512234362
"86","GB53574",146,143,206,233,262,207,51,182,160,218,147,276,0.441375837487863,4.67768180012636,3.09227109995482,0.0083464969278693,0.999867750154656,-4.04220462409956
"87","GB53601",14,11,14,15,14,10,0,7,8,19,6,11,1.19381177772734,0.401499751914059,2.62980557444714,0.0204306784241888,0.999867750154656,-4.47564184882342
"88","GB53641",367,97,723,70,418,430,23,147,135,361,90,139,1.25106635850303,4.67163613699495,2.11892142633142,0.0533952716386403,0.999867750154656,-4.32791503110908
"89","GB54139",24,36,21,167,80,108,14,104,177,192,135,274,-0.970072081033647,3.53250391079896,-2.22785510369049,0.0436771014251929,0.999867750154656,-4.36320467824997
"90","GB54231",13,17,21,28,21,19,6,19,11,24,22,14,0.53312969502471,1.34993009238471,2.19665085144887,0.0462765340348015,0.999867750154656,-4.48210977286446
"91","GB54393",14,20,12,31,32,26,8,44,35,37,36,61,-0.492725051436063,1.96093996212439,-2.12251887912552,0.0530444419499353,0.999867750154656,-4.46759211269124
"92","GB54547",6,10,11,13,14,15,2,9,10,12,11,15,0.45724740402956,0.594782700868936,2.15719376436807,0.0497712650901956,0.999867750154656,-4.50791417913466
"93","GB54584",79,106,126,82,148,114,46,101,100,95,100,121,0.386870699722701,3.8607909778404,2.15158438533384,0.0502876678708799,0.999867750154656,-4.35002357792455
"94","GB55186",30,30,20,45,41,48,15,51,83,76,51,81,-0.52073120400067,2.65741768883932,-2.38280640575805,0.0326861736547922,0.999867750154656,-4.39336331548596
"95","GB55435",28,20,28,30,31,28,12,15,16,12,14,22,1.03389924484887,1.60588310228094,3.83513493820591,0.00197420712474547,0.999867750154656,-4.3064204574812
"96","GB55542",54,93,86,101,138,122,19,110,95,101,113,101,0.366061041934431,3.67863316507775,2.20442271867763,0.0456158580659007,0.999867750154656,-4.35103182304615
"97","GB55660",55,84,82,137,128,126,68,184,143,175,162,149,-0.356352636216084,4.11148210714479,-2.29232795496932,0.0387354330540823,0.999867750154656,-4.30059733911996
"98","GB55710",238,300,355,346,447,255,59,258,217,481,336,290,0.548128249817562,5.322882263352,2.64731942774619,0.0197554259151971,0.999867750154656,-4.1651755331649
"99","GB55742",32,24,30,37,37,36,11,36,16,33,14,39,0.657171859624134,2.00592746009003,2.46356026432522,0.0280573802045266,0.999867750154656,-4.42135988729188
"100","GB55986",5,13,9,11,24,10,7,6,10,6,3,5,1.02171828643473,0.319160905916986,2.45159469121737,0.0287012546121934,0.999867750154656,-4.49170113643721
