"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"16","GB42083",52,78,62,120,71,96,18,62,58,56,71,86,0.402440048569118,3.24753084805376,2.24919905694996,0.0420104551385794,0.99982670038069,-4.37453175159265
"17","GB42150",484,440,632,1418,1199,1078,691,1058,790,1311,1156,1796,-0.607008448705486,7.09193413345911,-2.39140108780168,0.0321894264439219,0.99982670038069,-4.32312846003869
"18","GB42154",17,34,42,64,42,25,3,36,20,19,36,27,0.70840949486092,1.935148411555,2.2677396590596,0.04058554901189,0.99982670038069,-4.45070397124368
"19","GB42194",9,4,16,24,12,17,12,19,19,21,19,24,-0.640269448646994,1.18844617905851,-2.12206783105572,0.053122439438972,0.99982670038069,-4.49552964328341
"20","GB42276",46,9,19,19,20,9,33,19,53,40,41,70,-1.30212784974853,1.98174920676112,-3.01989189721447,0.00962445493600877,0.99982670038069,-4.3579204161381
"21","GB42377",106,117,159,219,182,164,70,186,166,245,212,342,-0.373453217356222,4.6336211432459,-2.69022787513491,0.0182136206009687,0.99982670038069,-4.15454634040089
"22","GB42469",21,64,29,92,50,41,14,130,63,118,64,193,-0.925918860684205,3.09381003262349,-2.54430102345049,0.0240870783585853,0.99982670038069,-4.33192514380981
"23","GB42635",13,17,19,9,25,18,13,23,34,37,25,32,-0.791179629310854,1.62593438613116,-2.70964351697019,0.0175458187227206,0.99982670038069,-4.41463844078052
"24","GB42689",31,51,60,66,53,68,32,65,58,61,95,110,-0.378807186358801,3.13180396984837,-2.18326620832129,0.0474683741424351,0.99982670038069,-4.39521304794607
"25","GB42748",272,523,558,571,541,571,145,378,443,509,435,525,0.287565826464895,5.98788823879015,2.31255571515521,0.0373275564253612,0.99982670038069,-4.28106148602163
"26","GB42797",99,86,207,154,125,157,92,275,159,273,110,431,-0.640772186270755,4.56432290894304,-2.23856144209581,0.0428491492687201,0.99982670038069,-4.28936648369857
"27","GB43515",14,142,31,79,36,89,10,19,23,60,28,9,1.27811331760274,2.25656771631283,2.31862594166391,0.0369058066203435,0.99982670038069,-4.42948359060864
"28","GB43584",258,300,320,409,273,370,185,384,381,427,379,755,-0.373225988076272,5.69273072121659,-2.2224751276313,0.0441474293871968,0.99982670038069,-4.29308644180888
"29","GB44093",57,110,111,148,158,72,22,37,86,116,52,66,0.79069554105241,3.48300790682827,3.04827076923478,0.00910794103580184,0.99982670038069,-4.19370963345543
"30","GB44367",19,99,78,253,790,26,10,20,54,104,18,6,2.14618353113491,2.79687988489094,2.27637271919259,0.0399377507145835,0.99982670038069,-4.41038595010277
"31","GB44760",41,44,71,68,58,61,12,32,39,46,64,70,0.391984819923769,2.78764322461078,2.14755592992788,0.0506952592166489,0.99982670038069,-4.42341689102411
"32","GB44860",155,70,97,139,155,95,240,197,158,200,121,275,-0.810624319625703,4.4501928966937,-2.24722825225634,0.0421646611903376,0.99982670038069,-4.29518009212698
"33","GB45015",11,11,27,30,20,27,11,25,33,27,30,38,-0.463208549719453,1.7507761483381,-2.33990145810135,0.0354630327584853,0.99982670038069,-4.44967356127066
"34","GB45030",8,8,7,10,17,15,9,26,9,32,25,28,-0.957025026584898,1.09827439143992,-2.66316539016613,0.019185908323214,0.99982670038069,-4.44747795429153
"35","GB45564",99,102,143,362,119,217,147,137,310,314,195,351,-0.614100703392182,4.78920321191074,-2.30336072762808,0.0379751211665571,0.99982670038069,-4.26392638307724
"36","GB45582",130,185,254,370,234,259,66,187,216,160,256,202,0.336211940827593,4.85054698725018,2.232174946093,0.0433602242631836,0.99982670038069,-4.2803923086221
"37","GB45708",78,54,196,93,47,197,72,418,272,106,146,398,-1.14397130276123,4.32007318471021,-2.59393366725271,0.021908542993721,0.99982670038069,-4.21622630700809
"38","GB45743",451,604,929,828,828,830,195,608,690,602,712,759,0.316431948760623,6.53728087969474,2.39049768789194,0.0322442849926235,0.99982670038069,-4.29123506944063
"39","GB45927",52,67,65,210,119,136,104,78,166,199,131,253,-0.607311349592774,4.12103080143561,-2.18795816336673,0.0470589765069924,0.99982670038069,-4.32652641547536
"40","GB46065",100,135,225,219,218,177,63,149,134,145,155,186,0.305152619737395,4.47787282037344,2.36241864441988,0.033994510087203,0.99982670038069,-4.25404198577237
"41","GB46150",4,7,6,9,13,14,11,20,7,25,17,16,-0.844798381281938,0.761864948244101,-2.21659767241081,0.0446309420545359,0.99982670038069,-4.49971709904138
"42","GB46174",8,9,12,25,23,16,12,31,26,34,21,27,-0.774551900659382,1.48217344739693,-3.0351096709375,0.00934396829620593,0.99982670038069,-4.38995426016369
"43","GB46220",22,54,72,99,93,94,13,39,40,49,61,71,0.595848875002547,2.93218247913671,2.86255028434085,0.0130602007824175,0.99982670038069,-4.29075665360027
"44","GB46294",42,18,39,8,4,42,6,39,68,42,36,136,-1.3906083279936,2.02115416936954,-2.21688584936923,0.0446071194224297,0.99982670038069,-4.45404045140455
"45","GB46833",11,12,30,32,23,31,3,13,14,17,25,18,0.590184281298403,1.32949985282824,2.29987783851134,0.0382231743262181,0.99982670038069,-4.47248669910621
"46","GB47436",174,289,352,403,296,361,90,151,284,278,304,379,0.339293366968003,5.26312174568572,2.40839450409921,0.0311739608413431,0.99982670038069,-4.22907181775633
"47","GB47567",131,206,230,266,188,243,49,119,228,198,216,180,0.352234427214971,4.68710821163089,2.15692794174268,0.0498290931472276,0.99982670038069,-4.30597381390638
"48","GB47628",376,303,513,676,623,589,1151,626,696,1052,449,1000,-0.896266831044521,6.52406469463048,-2.26298151232306,0.0409468141750726,0.99982670038069,-4.32119656120505
"49","GB47876",251,241,205,362,476,266,346,462,313,516,342,669,-0.68744399790392,5.69179488122656,-2.37420859313181,0.0332488665172434,0.99982670038069,-4.25113100816423
"50","GB47977",6885,4062,3709,12394,9291,9928,15172,9268,12015,17505,6275,19264,-0.993681434065511,10.4238157542297,-2.19929979927318,0.0460829862815046,0.99982670038069,-4.47737925452395
"51","GB48161",197,177,205,425,238,346,139,337,517,569,334,812,-0.743092289706633,5.53850753922649,-3.64666774273439,0.0028475777970893,0.99982670038069,-3.91022238519498
"52","GB48240",16,45,70,50,82,54,45,71,78,66,69,111,-0.593156026010618,3.10767410718236,-2.57948000619168,0.022522476041677,0.99982670038069,-4.32327427388758
"53","GB48967",269,195,174,480,352,463,191,342,556,597,451,1012,-0.720663182432517,5.78127083429352,-2.8179608672468,0.014236962837431,0.99982670038069,-4.1332188854899
"54","GB49054",3,4,5,12,13,8,5,9,11,14,18,20,-0.865368788870946,0.454087212273532,-3.12169892575413,0.00789582175757163,0.99982670038069,-4.43877657808009
"55","GB49175",101,100,116,97,94,103,85,108,292,283,93,229,-0.775006488141122,4.23516672974811,-2.57501384499782,0.0227155248954908,0.99982670038069,-4.21827493124642
"56","GB49233",1453,1166,1659,2154,2735,1943,6261,3105,2069,3318,1918,4295,-1.08241267310126,8.4644887867947,-2.28174655096679,0.0395394613710222,0.99982670038069,-4.40833686015088
"57","GB49429",18,28,50,59,89,51,7,23,44,39,37,39,0.558023395415742,2.36745858448731,2.22523313157166,0.0439222419632544,0.99982670038069,-4.43449114534886
"58","GB49567",532,408,413,914,613,615,877,613,777,1067,577,1464,-0.771163169282004,6.67057767861115,-2.26738034695043,0.0406127246186436,0.99982670038069,-4.32781462272115
"59","GB49801",134,174,283,498,375,261,222,758,380,383,332,476,-0.724451049625492,5.57281689180982,-2.80708524716694,0.0145394256660842,0.99982670038069,-4.12574505883199
"60","GB49836",47,58,74,106,102,71,25,102,114,105,81,197,-0.426201593365382,3.58252636157558,-2.26294566909823,0.0409495470767881,0.99982670038069,-4.34509537573517
"61","GB50048",7325,4369,5355,13279,15355,9914,26707,11580,10481,18040,9642,24423,-1.09436594084649,10.7148121952871,-2.20561073112526,0.0455481612493958,0.99982670038069,-4.48316670016942
"62","GB50245",23,38,32,29,27,33,24,45,41,33,46,66,-0.528161254224238,2.3835108774931,-2.28983725278792,0.0389468838552135,0.99982670038069,-4.42375581141855
"63","GB50397",226,230,289,483,413,366,401,365,425,538,347,642,-0.593855060207289,5.79863659709024,-2.34200346996251,0.0353234320334856,0.99982670038069,-4.26373631754237
"64","GB50620",18,37,54,57,47,46,7,22,25,34,41,56,0.496440966302298,2.2838411461816,2.3894420616807,0.0323085004411009,0.99982670038069,-4.41545018158028
"65","GB50795",97,127,97,139,108,81,103,194,108,145,159,311,-0.661591028639073,4.26313971882784,-2.49393953864376,0.0265107051777554,0.99982670038069,-4.2360604528557
"66","GB50819",200,143,217,257,272,243,206,315,259,339,267,440,-0.544550216960646,5.22821024294513,-2.51755668437422,0.0253462402333283,0.99982670038069,-4.19752183764153
"67","GB50832",132,177,259,350,337,287,36,166,272,217,224,255,0.394287498947767,4.88855883620463,2.16120990588629,0.049437969637018,0.99982670038069,-4.30164533629257
"68","GB50860",3,5,11,7,15,11,5,8,15,17,14,15,-0.61943540214241,0.540647455831865,-2.18536192352325,0.0472851014214724,0.99982670038069,-4.50773376252166
"69","GB51063",987,788,1312,2101,1008,1163,603,1188,1911,2011,1584,3195,-0.481329639887764,7.63305839886495,-2.31461130325433,0.0371842282654605,0.99982670038069,-4.36660110379849
"70","GB51185",10,10,20,30,19,13,9,26,29,22,23,39,-0.604407322166153,1.51601238673012,-2.73853900186931,0.016595985912587,0.99982670038069,-4.41749384310543
"71","GB51259",12,14,28,28,22,17,6,11,11,9,12,25,0.662062661083953,1.16422891836629,2.73167245177606,0.0168170436454165,0.99982670038069,-4.4367485958778
"72","GB51502",159,302,291,362,370,340,152,388,398,427,365,618,-0.400878102752427,5.59012208902851,-3.20851178697385,0.00666848870260629,0.99982670038069,-4.01725566962628
"73","GB51956",686,972,1155,1853,1428,1258,904,1179,1663,1459,1341,2160,-0.406721927526255,7.56083216932875,-2.20337871685887,0.0457366458136947,0.99982670038069,-4.38511597256995
"74","GB51991",24,74,92,105,85,76,15,37,70,66,53,84,0.439128582384754,3.09600130010747,2.20645643551684,0.0454769355909144,0.99982670038069,-4.39361904528964
"75","GB52056",833,602,674,1859,1788,1167,3045,2640,1082,1830,1347,2310,-1.11093235287814,7.70729023804838,-2.36258926026263,0.0339836069897067,0.99982670038069,-4.36158627585992
"76","GB52325",147,72,53,111,144,105,49,116,194,188,157,390,-0.824536005584924,4.18808913247963,-2.67666526287912,0.018694737087915,0.99982670038069,-4.19541078208339
"77","GB52427",1037,1104,1654,3790,2335,2703,1443,2578,2275,3497,2967,3771,-0.623649420163735,8.36137314169609,-2.74234833553441,0.0164745778224147,0.99982670038069,-4.32861912729783
"78","GB52465",119,105,139,162,156,184,25,105,114,135,113,123,0.480192826091853,4.07232443057293,2.73096892260164,0.0168398544801942,0.99982670038069,-4.18925612855598
"79","GB52794",10,8,11,17,26,21,3,7,9,10,8,16,0.690167371830603,0.720281573269814,2.50901080437957,0.0257617999491168,0.99982670038069,-4.47480158163494
"80","GB52840",4,6,11,18,2,4,12,16,17,10,11,14,-1.07988795851619,0.463070654673722,-2.412241249023,0.0309483786896571,0.99982670038069,-4.49198091158453
"81","GB53072",135,141,160,182,186,139,143,209,197,225,179,271,-0.440968195341187,4.70778481866052,-2.2369359593556,0.0429786866909082,0.99982670038069,-4.28299048019485
"82","GB53092",16,32,41,50,51,46,14,17,33,27,38,35,0.461746701651022,2.2039283149563,2.30678554356048,0.0377326914331431,0.99982670038069,-4.43121779585506
"83","GB53288",26,28,24,39,47,59,24,36,119,105,50,63,-0.799107191906853,2.7406326683592,-2.56111427649898,0.0233266261284714,0.99982670038069,-4.35832270689385
"84","GB53503",262,262,320,601,533,409,1058,991,423,590,411,656,-1.01091354805575,6.18440996384097,-2.29816084595851,0.0383460233216944,0.99982670038069,-4.29501546299929
"85","GB53779",137,87,123,174,179,152,115,132,226,236,172,347,-0.560253349908389,4.5868882321904,-2.63600482260442,0.0202124222914216,0.99982670038069,-4.1749062257618
"86","GB54076",37,24,47,61,49,78,23,58,96,64,148,328,-1.0848529772784,3.22940029839768,-2.94488383867907,0.0111336339945972,0.99982670038069,-4.24586179386481
"87","GB54123",215,161,168,432,201,188,215,183,355,364,379,496,-0.658764536239561,5.25847002721269,-2.47234792844796,0.0276201951861268,0.99982670038069,-4.21216305209831
"88","GB54474",290,326,437,650,688,541,349,553,534,676,590,797,-0.420379064673518,6.24174531253994,-2.35033351235491,0.0347753294910709,0.99982670038069,-4.28245586040334
"89","GB54551",26,18,35,48,100,81,58,60,64,125,82,96,-0.847924442883693,3.107317721957,-2.52407066349287,0.0250338307834474,0.99982670038069,-4.33507286491486
"90","GB54720",8,6,2,12,8,4,3,9,12,9,21,18,-0.898416507174092,0.288673330353404,-2.20766228568066,0.0453755590809216,0.99982670038069,-4.51172274080457
"91","GB54733",9,12,5,7,7,9,5,18,15,18,9,15,-0.737308172683362,0.609816960756075,-2.12665179892742,0.0526780840625711,0.99982670038069,-4.51100198330206
"92","GB55156",155,329,316,369,354,394,83,278,240,254,273,357,0.327308497756288,5.28566593237737,2.3507023802494,0.0347512465715898,0.99982670038069,-4.24631475169348
"93","GB55196",16,28,22,48,53,61,29,40,68,42,56,79,-0.581220388753826,2.6155192142724,-2.32456216714498,0.0364977409836357,0.99982670038069,-4.40482615110661
"94","GB55366",21,34,25,29,35,27,6,14,24,17,21,30,0.5756370671544,1.71255009340674,2.617167364603,0.0209554979720009,0.99982670038069,-4.41992200905477
"95","GB55378",2852,2029,2366,5721,3021,3378,4445,6456,3768,4199,3653,7377,-0.82062185264258,9.14029141588686,-2.36713725590593,0.0336941945089418,0.99982670038069,-4.41963307146442
"96","GB55538",713,541,527,1354,1240,900,1351,1062,989,1322,969,1829,-0.764436241103271,7.20826668567212,-2.13026798929016,0.0523299867346319,0.99982670038069,-4.38502563979698
"97","GB55576",237,204,248,612,603,412,661,364,491,754,486,912,-0.915914443155744,6.05990532423778,-2.5655195733547,0.0231312447958032,0.99982670038069,-4.21753214824683
"98","GB55781",314,225,340,717,647,546,199,618,657,716,538,972,-0.47882785958567,6.1726818833715,-2.23882774263014,0.0428279624156884,0.99982670038069,-4.30838151253811
"99","GB55820",10,26,29,57,46,59,20,92,33,55,65,90,-0.702902105808105,2.61960633175593,-2.2451753026703,0.0423258618426876,0.99982670038069,-4.41754430984994
"100","GB55968",42,68,68,83,100,115,23,66,76,57,60,59,0.421053644181424,3.24071761058086,2.15779722481683,0.0497494579089872,0.99982670038069,-4.3930576266138
