"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"22","GB42439",50,48,81,57,28,59,32,19,27,7,31,22,1.90481549700714,2.1273834338309,3.88865245938803,0.00172735978878066,0.241607595921667,-1.28208875348128
"23","GB42489",401,529,210,204,500,269,683,1164,629,839,978,582,-0.585975066600015,6.0625354651065,-4.07211299707766,0.00121221363568581,0.241607595921667,-0.707680153809989
"24","GB42578",9,9,2,5,13,3,14,33,44,56,40,18,-1.65317309164409,0.874345054136974,-4.55196469474084,0.000487301134365738,0.241607595921667,-0.777729646718022
"25","GB42685",796,722,309,318,692,436,1018,1514,1416,1272,1796,887,-0.665479209261261,6.72960271807201,-4.22149407988076,0.000910508693701883,0.241607595921667,-0.477436538365762
"26","GB42958",210,247,132,155,237,259,207,255,228,247,228,182,0.518785521231885,4.80196979272862,4.06853333289762,0.001220586434114,0.241607595921667,-0.71091185836139
"27","GB43077",490,534,176,166,575,263,592,1227,1000,1291,1246,719,-0.893616461869367,6.20706842406876,-4.47137397188269,0.000566929101466789,0.241607595921667,-0.0559405457888156
"28","GB43173",55,49,38,27,73,22,75,127,156,176,139,92,-0.908824018745142,3.22405382400657,-3.86178864751934,0.00181969785418443,0.241607595921667,-1.15534727017101
"29","GB43456",77,69,37,28,54,22,130,235,166,383,201,69,-1.33497881491658,3.5203113852753,-4.12372256648306,0.00109783010085338,0.241607595921667,-0.726162584294668
"30","GB43626",329,302,205,206,296,312,277,308,325,300,286,289,0.537198098240658,5.22199443124223,3.75117573560499,0.00225605458098539,0.241607595921667,-1.25269163276856
"31","GB43791",17,12,23,42,48,52,5,17,12,17,12,8,1.8941441864018,1.2523206471038,3.8348830222014,0.00191722577912883,0.241607595921667,-1.53325583772483
"32","GB44027",224,233,150,149,187,223,202,189,195,184,153,222,0.688093107867274,4.64998644833669,3.75214001850975,0.00225182343171001,0.241607595921667,-1.2497721971069
"33","GB44086",104,145,69,83,91,98,96,110,106,114,110,76,0.580900912059992,3.70129937021032,3.83765626841416,0.00190693185383509,0.241607595921667,-1.13803786844226
"34","GB44249",12,11,6,11,16,11,6,4,3,13,16,4,1.38399917457142,0.207474974798403,3.68766479106258,0.00255327768243055,0.241607595921667,-1.92653850344163
"35","GB44339",38,58,54,55,83,113,42,39,54,39,34,47,1.21869887203332,2.77140988258988,3.83520626740739,0.00191602302806228,0.241607595921667,-1.24539947875108
"36","GB44502",1084,1055,295,525,1352,343,1501,4018,2517,3046,2014,1690,-1.15920451628771,7.34790389877465,-4.15384388041341,0.00103624311711089,0.241607595921667,-0.617790106418211
"37","GB44599",194,202,149,155,203,177,181,179,124,149,89,200,0.942447888419304,4.4250898504233,4.23289821835028,0.000890908084375988,0.241607595921667,-0.448521865923674
"38","GB44647",191,285,101,147,249,136,350,640,332,565,399,345,-0.596137047404669,5.15991816621304,-4.10703569785803,0.0011335511819532,0.241607595921667,-0.646904833407535
"39","GB44962",46,28,5,11,19,15,49,160,78,201,88,33,-1.63925048402013,2.32639800765906,-3.92649998152826,0.00160530802066372,0.241607595921667,-1.21321341031075
"40","GB45153",49,53,34,22,79,37,116,245,109,158,117,63,-0.878407161319909,3.26236611874549,-3.69497899428477,0.00251711512912828,0.241607595921667,-1.40913267785883
"41","GB45421",36,41,23,35,52,47,20,52,23,46,25,22,1.00771858823967,2.14721018735897,4.3927593975487,0.000657584404075183,0.241607595921667,-0.583540552987945
"42","GB45777",143,134,91,112,158,133,125,152,102,94,107,120,0.805505859420794,3.9954413761698,4.46498209116415,0.000573793596342681,0.241607595921667,-0.110309895103199
"43","GB45937",2494,1781,677,960,1799,724,3111,7001,3416,5748,3690,2168,-0.960801486101033,8.17741240583786,-3.85078702875766,0.00185895099418106,0.241607595921667,-1.14523660173956
"44","GB46039",5329,5546,4323,4396,3916,9415,4501,5156,3954,6954,3942,2850,0.974875976236801,9.30167587269298,3.75299328092644,0.0022480861499669,0.241607595921667,-1.36826472433695
"45","GB46194",200,244,108,118,215,210,195,223,172,189,160,205,0.574709684085816,4.58376233846391,3.89019631023007,0.00172220060847538,0.241607595921667,-1.01536946637053
"46","GB46314",448,524,247,295,434,406,449,458,358,395,314,439,0.608227675085374,5.67989480028064,3.91424768690285,0.00164382549117077,0.241607595921667,-0.971638367301533
"47","GB46763",319,497,111,166,421,216,480,738,751,1070,807,490,-0.748102805062553,5.78912379651747,-3.88515501731408,0.00173910576440401,0.241607595921667,-1.02281429552562
"48","GB47008",296,295,149,195,288,209,276,274,218,246,218,281,0.566823463300056,4.98814770523361,3.72248850126617,0.00238569390786923,0.241607595921667,-1.30149259692479
"49","GB47118",101,94,35,41,75,33,163,364,306,567,692,111,-1.71343476247722,4.12066401634349,-4.22812688087668,0.000899055448711005,0.241607595921667,-0.517851688579921
"50","GB47139",29,33,13,13,43,26,43,162,78,146,116,58,-1.22863270147531,2.62699471695041,-4.27089272586771,0.000828677060976395,0.241607595921667,-0.66092567412627
"51","GB47380",65,83,63,86,99,153,46,54,71,75,52,48,1.24280159451053,3.22019456530885,4.63283317728548,0.000418953762103545,0.241607595921667,0.00374195735371696
"52","GB47470",22,20,4,3,10,6,33,45,64,73,51,14,-1.53503272839484,1.34434205467706,-3.86925307217738,0.00179354701794253,0.241607595921667,-1.48387849873328
"53","GB47822",86,107,53,50,79,62,78,64,62,61,50,85,0.798993008430662,3.16956459298415,3.8855537313417,0.00173776260214621,0.241607595921667,-1.11598683015928
"54","GB47948",853,650,196,275,520,243,853,3355,1590,2766,1751,695,-1.29546388355722,6.6980690567185,-4.17000146551643,0.00100467816460619,0.241607595921667,-0.56600864802212
"55","GB48229",1023,554,257,276,960,271,1093,2039,3223,2498,3913,916,-1.42289094254864,6.99283182719121,-4.0663543770846,0.00122571195333388,0.241607595921667,-0.744969608203337
"56","GB48247",393,289,119,148,380,154,367,734,746,883,783,429,-0.791490463803195,5.61442051514947,-3.78618140689509,0.00210750928318737,0.241607595921667,-1.19149607553562
"57","GB48346",344,376,320,343,403,530,303,412,330,447,329,337,0.782958309154714,5.59959800837752,4.18699673898526,0.000972539679990345,0.241607595921667,-0.506645235736232
"58","GB48376",111,108,124,119,156,154,86,116,90,115,138,106,0.874049362805144,3.94725503098718,3.83049233120091,0.00193363928274175,0.241607595921667,-1.13465556993186
"59","GB48606",226,226,107,121,184,207,152,172,126,111,136,232,0.898963129348569,4.40403645072986,3.9837073550217,0.0014372954377955,0.241607595921667,-0.862023909270282
"60","GB48923",888,558,905,883,943,1222,582,985,689,708,596,560,1.11925365427771,6.66091663020849,4.39162618115592,0.000658995253781998,0.241607595921667,-0.191805036705065
"61","GB49010",59,68,26,25,94,42,112,305,170,268,173,70,-1.11522611689388,3.53148214280955,-4.01621274694346,0.00134994569947112,0.241607595921667,-0.886380400863236
"62","GB49387",18,37,22,12,27,36,17,23,15,23,18,20,0.968515556258321,1.51568546275819,3.7214769570679,0.00239040077074575,0.241607595921667,-1.61441504867839
"63","GB49873",16,20,6,15,34,27,32,97,73,129,96,37,-1.29561599563459,2.20810986228355,-3.75751221045605,0.00222839809423206,0.241607595921667,-1.46242925643905
"64","GB50232",266,230,146,131,324,97,415,651,567,769,775,270,-0.871528731454743,5.3695117429075,-3.73415381667449,0.00233208864651703,0.241607595921667,-1.28051537102214
"65","GB50387",106,94,33,24,82,43,112,271,206,228,215,117,-0.996809721994139,3.72692610314981,-4.34724157425469,0.000716778630780167,0.241607595921667,-0.350908574070483
"66","GB50784",273,335,247,247,354,358,333,335,291,295,248,282,0.688661955850002,5.2910242893355,4.07441701804632,0.0012068556778148,0.241607595921667,-0.697637127208083
"67","GB50846",236,311,150,147,239,178,255,274,192,227,180,189,0.581877864700258,4.78768528752811,4.30589263483929,0.000775304463924919,0.241607595921667,-0.313664587471571
"68","GB50908",45,22,10,18,39,38,16,26,20,19,16,10,1.23639167544242,1.49228030757313,4.37052646416531,0.000685841475087108,0.241607595921667,-0.793257383061427
"69","GB50955",1532,748,4201,2799,1865,1972,827,1383,1182,1306,834,553,1.77975714366588,7.48456432661571,4.0108900650559,0.00136386852591124,0.241607595921667,-0.850970011701415
"70","GB50975",125,117,42,41,124,34,136,356,182,255,330,234,-1.04163978754811,4.07548440920573,-3.76504208205165,0.00219598036752684,0.241607595921667,-1.24687907831199
"71","GB51441",492,388,298,195,418,217,728,1057,1926,2207,1541,540,-1.20515206528827,6.33159807060411,-4.41405845643923,0.000631638289340411,0.241607595921667,-0.157778463372227
"72","GB51546",55,84,27,22,79,42,121,171,161,299,333,75,-1.19217288328876,3.55023392076749,-3.7348951976036,0.00232872342579791,0.241607595921667,-1.32736498658131
"73","GB51619",123,155,51,57,164,79,158,308,297,337,434,190,-0.798709949354634,4.40409730501023,-3.69793145460758,0.00250266530088027,0.241607595921667,-1.34616523708179
"74","GB51684",145,160,157,140,190,188,139,187,152,143,110,166,0.783270635968623,4.35167716581101,3.76338425699519,0.00220307627470962,0.241607595921667,-1.23295325140359
"75","GB51720",52,61,26,41,48,32,30,29,37,32,13,57,1.15569672683889,2.24419521210152,3.68767924691613,0.0025532056931568,0.241607595921667,-1.53680540748212
"76","GB52036",127,131,39,113,147,38,306,493,226,287,301,317,-1.14958898830241,4.43853489847319,-4.15480145710584,0.00103434437473195,0.241607595921667,-0.595868123213409
"77","GB52638",199,166,144,153,234,358,145,195,126,137,113,219,1.06777665240311,4.51551016083836,3.90690542022958,0.00166735785231212,0.241607595921667,-0.988685335115457
"78","GB52883",176,195,123,103,193,130,141,184,115,173,151,195,0.604329278739956,4.3367309644645,3.70982583425868,0.00244529963226923,0.241607595921667,-1.32344963995572
"79","GB52910",20,40,13,14,53,12,42,119,67,94,93,58,-1.0796704990262,2.41213051361344,-3.84627965879669,0.00187528112090115,0.241607595921667,-1.29889876328007
"80","GB53008",74,48,28,21,50,30,107,199,177,174,242,68,-1.27216339231003,3.3231376446508,-4.70066214975611,0.000369297620550565,0.241607595921667,0.0956821545528497
"81","GB53064",1416,1374,465,623,1578,508,1806,4664,2330,4544,2668,1573,-0.946205421018722,7.65682682616848,-3.83945714566136,0.00190027739007821,0.241607595921667,-1.13604003556312
"82","GB53385",670,450,210,222,617,490,879,1230,1253,1977,3125,803,-1.08576630377499,6.61320161898649,-3.94356851652631,0.00155317934337958,0.241607595921667,-0.934340702136537
"83","GB53412",391,792,274,300,1162,518,1528,3052,2674,4657,2051,610,-1.33727383579363,7.05333439517311,-3.98792966506655,0.00142563021086924,0.241607595921667,-0.874121571639171
"84","GB53613",188,218,96,128,165,153,131,120,146,207,90,144,0.856933833361055,4.24687298622513,4.63460345281783,0.000417573667302343,0.241607595921667,0.184383219253084
"85","GB53782",573,471,268,262,523,274,796,1283,714,949,932,684,-0.544667037985427,6.23207502503689,-3.7702617753397,0.00217379011508259,0.241607595921667,-1.21922154547825
"86","GB53860",566,316,920,634,759,879,334,657,452,624,323,330,1.31599997653181,6.116813095987,3.94059678354028,0.00156212944371797,0.241607595921667,-0.927872852568767
"87","GB53909",202,250,101,117,273,152,309,476,422,580,466,237,-0.522579837693815,5.10294687605999,-3.68743407588751,0.00255442690867701,0.241607595921667,-1.36079844751459
"88","GB54150",113,74,35,48,160,40,127,459,242,471,397,229,-1.39723696236128,4.20528706470543,-4.35959232916894,0.0007001940534042,0.241607595921667,-0.29340503856741
"89","GB54152",563,565,185,269,699,275,643,1641,1120,2099,1217,696,-0.877444314731562,6.4333830104593,-3.90017313551415,0.0016892371285749,0.241607595921667,-1.00268417325019
"90","GB54429",35,35,33,47,68,81,13,33,33,39,46,24,1.29147148041555,2.30085934158328,3.80231672367276,0.00204242621561412,0.241607595921667,-1.36561913626821
"91","GB54732",249,390,186,153,291,366,275,257,253,358,178,216,0.724243633120266,5.06580268858934,3.95043107159034,0.00153271056690478,0.241607595921667,-0.909793371737529
"92","GB55105",283,293,195,245,329,347,291,354,291,260,275,279,0.607950434410915,5.22379379142974,3.70172994999473,0.00248419854502584,0.241607595921667,-1.33832440106855
"93","GB55121",9,3,5,4,12,5,18,24,47,59,47,13,-1.65676953416809,0.857075341116714,-3.99380052845587,0.00140957100811,0.241607595921667,-1.42063017455168
"94","GB55556",151,131,96,100,146,103,84,166,136,150,138,67,0.650449288826853,3.96620295289976,3.93009733503372,0.00159417485846368,0.241607595921667,-0.970074094217661
"95","GB55578",223,366,141,145,394,183,413,720,432,865,750,452,-0.685699955428358,5.56252299918935,-3.90744689346178,0.00166561072357826,0.241607595921667,-0.984342622543823
"96","GB55587",482,378,155,193,459,254,586,1126,774,1181,930,418,-0.716759019840096,5.98186883124567,-3.91817701056262,0.00163137125297922,0.241607595921667,-0.96739112346851
"97","GB55612",60,28,24,28,38,18,91,164,129,169,126,45,-1.23004785533792,2.94578101094238,-4.25828091153246,0.000848822754429831,0.241607595921667,-0.611905636411334
"98","GB55650",2838,2126,848,971,1850,853,2739,7602,4087,6405,4169,2818,-0.934220366527052,8.34106563332213,-3.89077710281658,0.00172026380780038,0.241607595921667,-1.09320304414578
"99","GB55968",85,84,88,90,86,101,63,69,71,70,49,69,1.07608768342932,3.3270742676802,4.57527976446889,0.000466488953265398,0.241607595921667,-0.055704430887948
"100","GB55977",587,536,409,423,466,608,566,611,540,585,366,292,0.765735235140726,6.00432005578885,4.07973225780269,0.00119458747881267,0.241607595921667,-0.690590612633079
