"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"51","GB49336",343,336,2241,608,720,805,212,207,103,113,194,331,1.10472446741998,5.7724284294248,3.55931989743058,0.00323676791573525,0.436438477199241,-1.63358751092348
"52","GB49510",246,28,159,179,78,114,4,5,30,5,1,5,3.58594994611732,1.98175598813603,5.24605841644662,0.000132547093087238,0.436438477199241,-0.562188283409305
"53","GB49642",456,322,852,492,489,566,220,219,216,137,243,299,0.455812810285198,5.70886781782934,3.36638326940944,0.00473211064376447,0.436438477199241,-1.92219489483618
"54","GB49774",218,153,407,132,149,259,70,68,53,38,95,77,0.889772981038154,4.17473440321968,4.38061437019317,0.000658428078541675,0.436438477199241,-0.476992358658488
"55","GB50037",28,21,21,26,5,39,11,41,61,40,43,43,-1.55321335062525,2.1035955299289,-3.45828456923169,0.00394853100925244,0.436438477199241,-2.14815977053747
"56","GB50124",455,256,852,311,214,657,275,733,1106,356,446,975,-1.27499464047403,6.24206756492655,-4.15508572237017,0.00101398504976778,0.436438477199241,-0.731198296595118
"57","GB50385",93,85,172,117,96,130,55,31,34,18,52,57,0.776939248460735,3.37843581788206,3.81772882488117,0.00195077362843393,0.436438477199241,-1.40987597698914
"58","GB50387",98,65,223,138,89,184,43,31,32,20,50,77,0.892917831282509,3.44323842028727,3.63638683494826,0.00278211932795517,0.436438477199241,-1.65209239993467
"59","GB50389",91,62,74,73,31,58,69,117,87,36,77,75,-1.01870991525562,3.40822779940026,-4.18275822217301,0.00096140528705161,0.436438477199241,-0.876915737903203
"60","GB50550",419,197,1059,310,476,406,195,7164,1542,3429,2979,324,-2.55737238340447,6.9053733223188,-3.59933496465333,0.00299203232161462,0.436438477199241,-1.62860312113601
"61","GB50735",35,42,18,48,14,26,26,104,40,40,59,47,-1.59396380789129,2.54448331700637,-4.1646688674233,0.000995450618095713,0.436438477199241,-1.17651852143483
"62","GB50831",124,74,137,98,113,113,91,128,98,60,134,94,-0.620668297165383,4.02110770107017,-3.78070708771667,0.00209707519080399,0.436438477199241,-1.32028660731767
"63","GB50962",217,203,793,396,286,542,135,45,15,40,89,144,1.77706661315581,4.54044694009119,4.15897557559516,0.00100641953920046,0.436438477199241,-0.816310656340983
"64","GB50982",92,78,134,93,78,134,56,132,76,62,115,101,-0.566210388746277,3.8683723223331,-3.56122831971186,0.00322464908789199,0.436438477199241,-1.66917495008647
"65","GB51224",292,270,201,202,178,237,263,230,282,137,204,299,-0.775192245832772,5.16646191685264,-3.50154164416036,0.00362626785648542,0.436438477199241,-1.69394599122495
"66","GB51337",200,148,482,330,209,347,63,107,20,42,111,106,1.24136962799543,4.36129298886397,4.04079903558465,0.00126431256537668,0.436438477199241,-0.96181052528511
"67","GB51572",213,215,152,154,100,165,180,159,183,112,142,219,-0.777259844349948,4.67623544393543,-3.31597684645176,0.00522636966790248,0.436438477199241,-1.99604749559283
"68","GB51652",996,522,4687,2811,2014,1779,343,626,91,161,469,400,1.77460309699091,6.79183424368499,3.80656160455015,0.00199377676766914,0.436438477199241,-1.3295366451149
"69","GB51684",146,118,139,137,87,143,99,150,118,73,132,152,-0.666721029603166,4.26566185515696,-4.47690177906287,0.000548455257895362,0.436438477199241,-0.258210971304186
"70","GB51768",132,151,431,269,185,244,82,64,98,49,75,70,0.868627332733833,4.29966682535266,3.62532295001053,0.00284319113973816,0.436438477199241,-1.55780209673134
"71","GB52146",57,20,59,37,7,41,7,4,3,6,4,9,1.72375443681982,1.05090103461102,3.53313287643972,0.00340778085006878,0.436438477199241,-2.35236102309465
"72","GB52239",430,398,1559,965,609,691,196,299,83,142,352,223,1.04566241581375,5.85367043095007,3.35462225645251,0.00484306895711874,0.436438477199241,-1.95143531478243
"73","GB52294",75,90,48,87,24,87,62,676,225,284,205,151,-2.52487718269609,4.17651700871713,-4.75096545607743,0.000327892554753503,0.436438477199241,0.0176507859506341
"74","GB52318",238,75,391,175,109,202,86,1830,1417,709,562,341,-2.44246671220883,5.61705378595002,-4.22665185800443,0.000883670251399631,0.436438477199241,-0.60840989106991
"75","GB52537",124,98,391,182,139,241,56,60,11,24,61,78,1.32200448431509,3.73840549785131,3.81092804927455,0.00197684868699956,0.436438477199241,-1.37958334044559
"76","GB52638",191,133,151,138,113,146,104,155,104,118,183,173,-0.684700417567999,4.46354329336125,-3.79900519365222,0.00202342091166707,0.436438477199241,-1.24572676068055
"77","GB52794",3,11,19,10,2,7,5,31,23,15,17,11,-1.78388910835826,0.73629483452752,-3.51577472204628,0.00352613454812277,0.436438477199241,-2.43596680950103
"78","GB52984",16,20,22,16,13,20,15,45,14,11,33,20,-1.00336430022052,1.60979575584727,-3.52172926276595,0.00348507440948749,0.436438477199241,-2.18916404691569
"79","GB53014",168,151,526,372,384,459,104,105,73,47,107,181,0.906716687262823,4.75847266072471,3.34224479032914,0.00496266290360924,0.436438477199241,-1.97129943894757
"80","GB53286",110,117,180,131,89,182,61,40,58,24,40,65,0.756826942809532,3.61126792969893,3.62150859034397,0.00286455911339581,0.436438477199241,-1.64144547091406
"81","GB53378",35,53,171,69,78,81,21,30,17,14,24,19,1.08025361845808,2.60997401184291,3.46442589248825,0.00390107816468751,0.436438477199241,-2.04766577479572
"82","GB53412",585,628,5450,1041,1750,2048,287,249,245,157,458,646,1.4022628160373,6.68716206690386,3.76071158908192,0.00218068220953779,0.436438477199241,-1.38147384158873
"83","GB53432",194,162,246,206,126,206,117,193,116,116,186,221,-0.474554045442876,4.73261420287636,-3.31879856194131,0.00519738185118043,0.436438477199241,-1.99084576431178
"84","GB53665",28,18,23,43,13,20,20,32,22,14,30,42,-0.953721567959641,1.93516154531508,-3.50522165592767,0.00360010646846226,0.436438477199241,-2.12672695188466
"85","GB53908",198,162,190,189,156,199,107,234,167,143,177,239,-0.678304237293611,4.79975962291726,-4.1123381681329,0.00110106834202719,0.436438477199241,-0.741620405142775
"86","GB53909",254,181,422,286,279,322,111,144,56,76,140,147,0.642454157506244,4.76937810383547,3.52579767167978,0.00345729790748047,0.436438477199241,-1.67740240140341
"87","GB54095",117,78,208,133,83,98,41,48,16,12,62,48,0.991273040061985,3.26417784574256,3.58112314013406,0.00310100992786208,0.436438477199241,-1.7647183537561
"88","GB54136",116,95,313,91,113,166,61,45,50,19,31,48,1.01162704444283,3.53553500315436,3.82491057165032,0.00192361743362049,0.436438477199241,-1.37713674538368
"89","GB54205",205,171,204,163,175,230,151,240,127,148,198,173,-0.586472019778476,4.82261509754392,-3.44842145697026,0.00402596036058147,0.436438477199241,-1.78203061294962
"90","GB54387",147,162,232,155,152,225,117,195,182,95,158,160,-0.505896778990704,4.66430055448407,-3.40064851942558,0.00442317000286399,0.436438477199241,-1.8619055098431
"91","GB54429",31,21,34,17,13,36,20,56,23,11,44,36,-1.01892094335805,2.0422704253715,-3.60920911455937,0.00293457341653517,0.436438477199241,-1.97788912330931
"92","GB54496",450,403,902,827,633,476,174,300,110,77,275,131,1.11294261172053,5.58938666599468,3.9802198320217,0.00142181292729284,0.436438477199241,-0.985277937977958
"93","GB54925",18,18,37,35,20,34,10,6,2,4,12,10,1.18014027065346,1.07367283161106,3.46766682840998,0.00387626793015478,0.436438477199241,-2.40938214209555
"94","GB54926",47,34,68,57,28,51,13,24,9,10,16,17,0.902746503541419,2.02704610717012,4.02001770564622,0.00131622733416858,0.436438477199241,-1.53995383830908
"95","GB55007",325,238,471,165,165,367,183,1355,313,919,219,727,-1.60864589989789,5.81119526210711,-3.54702160522289,0.00331597506426767,0.436438477199241,-1.63591476167151
"96","GB55105",267,200,294,247,207,288,160,307,176,160,228,219,-0.465327194646621,5.14402930338596,-3.32135800843286,0.0051712276794448,0.436438477199241,-1.98319409610293
"97","GB55500",35,22,61,35,26,40,8,8,10,6,17,9,1.13013965520074,1.53718889823418,4.62719710157468,0.000413192842689112,0.436438477199241,-1.12807326874956
"98","GB55501",273,173,442,277,215,337,132,116,62,63,130,168,0.609895557785467,4.74025915023098,3.39318904265174,0.00448865378569281,0.436438477199241,-1.88503930178801
"99","GB55807",19,7,16,12,12,19,11,31,12,14,26,24,-1.19166646651311,1.34623766852113,-4.41604854061625,0.000615531605721416,0.436438477199241,-1.35843876662689
"100","GB55989",136,110,173,105,83,171,91,187,104,73,124,150,-0.656547148002087,4.25109671971091,-4.28998021837014,0.000782716693244137,0.436438477199241,-0.531191811156704
