"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"26","GB43690",5186,1328,1962,8341,1466,406,8906,25807,3938,28344,2276,3010,-2.10887093445173,9.25703806216833,-3.21882034346196,0.00631957406309902,0.999696433176349,-4.31559702359149
"27","GB43937",44,26,26,23,26,22,13,14,8,12,12,20,0.954998544501769,1.58760613268727,2.66242301876033,0.018819949372712,0.999696433176349,-4.44843388166652
"28","GB43955",17,12,17,19,14,7,23,6,2,7,1,5,1.11739764869623,0.456723211650924,2.63859727346475,0.0197100243541351,0.999696433176349,-4.48963562008067
"29","GB44024",2490,137,328,653,182,173,4887,2347,322,6263,3148,2740,-2.9902762194882,7.20716313414696,-4.17200554250251,0.000978641254440786,0.999696433176349,-4.04906937736684
"30","GB44046",17,17,15,13,6,13,9,4,6,4,1,5,1.28683578171345,0.312944128953969,3.16214340545409,0.00706686164432671,0.999696433176349,-4.45974077393998
"31","GB44218",185,139,99,146,88,182,139,122,70,61,60,47,0.615625453268314,4.00845178735972,2.96186660796765,0.0104825494738441,0.999696433176349,-4.2027606124488
"32","GB44457",748,351,375,1125,364,683,1168,836,435,1146,821,326,-0.618443315968272,6.62348681053373,-2.65313642477357,0.019162138625528,0.999696433176349,-4.25727097426647
"33","GB44576",3721,2840,1907,6667,2227,3640,6670,5499,2583,5606,5190,2790,-0.727767026942896,9.21579104386347,-3.03974069710943,0.00899405118024911,0.999696433176349,-4.33217006494648
"34","GB44648",314,221,153,121,164,144,142,129,82,82,80,75,0.729030473112799,4.35709912251593,2.62804622525935,0.0201171001590704,0.999696433176349,-4.24682493291476
"35","GB44829",316,201,270,503,348,553,842,816,246,1074,393,221,-0.740878601943557,6.0326120182345,-2.7273062426824,0.0165894418253216,0.999696433176349,-4.20583824683018
"36","GB44996",103,129,85,156,112,113,266,473,221,575,171,76,-1.35054463417042,4.7202281138473,-4.4530363047702,0.000571893208084995,0.999696433176349,-3.86011624481744
"37","GB45020",27,22,26,17,33,10,10,12,3,3,8,9,1.38877640350082,0.964569819403057,3.03054402156004,0.00915832328005001,0.999696433176349,-4.44716905622503
"38","GB45423",45,32,27,22,38,33,17,19,13,9,6,18,1.13835915639844,1.70528212135779,3.01567588578958,0.00943020351034685,0.999696433176349,-4.41073383077714
"39","GB45615",72,298,95,144,148,461,686,270,214,659,367,420,-1.54360502038611,5.33902696815347,-3.20770673759532,0.0064596192352086,0.999696433176349,-4.08072476178508
"40","GB45690",318,251,121,687,174,346,825,551,238,519,325,159,-0.696368968962275,5.65851847304448,-2.70302892418109,0.0173921538548174,0.999696433176349,-4.19491481468627
"41","GB45810",291,192,93,198,189,80,34,101,53,26,37,71,1.68066280948024,3.79038385426467,3.67242219462624,0.00258662446794171,0.999696433176349,-4.1238875546291
"42","GB45911",917,570,347,302,462,317,314,271,153,141,121,273,1.00486652479818,5.55430488308453,2.85939823645162,0.0128165991781504,0.999696433176349,-4.16938251784685
"43","GB46310",99,112,22,51,11,87,230,126,66,122,38,64,-1.13376566614204,3.39206869298196,-2.61748015463708,0.0205329100811193,0.999696433176349,-4.33540758311058
"44","GB47301",596,708,361,1238,436,640,2145,1254,603,1504,422,356,-0.657880238249357,6.82555876520968,-2.70027771607211,0.0174854711470691,0.999696433176349,-4.25979018538075
"45","GB47517",143,94,40,32,62,38,32,33,21,17,3,20,1.51561940013285,2.34421590173757,2.86524903304734,0.0126705524771009,0.999696433176349,-4.38732255289662
"46","GB47521",1422,1376,1331,2951,1143,1407,3451,2132,1672,2283,3585,1835,-0.927318162574835,8.22925396017634,-3.51749230398336,0.00350734655010247,0.999696433176349,-4.2135223405792
"47","GB47536",63,35,47,26,45,54,0,11,19,45,2,13,2.59165550070177,1.50879186443254,2.75266959879125,0.0157894014954825,0.999696433176349,-4.449925227192
"48","GB47553",1029,699,588,1557,508,1085,1567,1360,627,1377,1466,604,-0.61769549333183,7.23675430186136,-2.6468595362367,0.0193968376450281,0.999696433176349,-4.29592083679378
"49","GB47595",126,127,87,123,81,173,108,106,49,63,21,48,0.779968189296401,3.69205552042216,2.94486751897187,0.0108384969979446,0.999696433176349,-4.24333186498801
"50","GB47611",41,36,38,66,45,29,35,24,16,31,6,14,0.933812136942476,2.13513862521713,3.34190683548744,0.00495736737746013,0.999696433176349,-4.34843388284912
"51","GB47962",180,115,83,42,106,53,34,76,26,20,7,43,1.43884048679858,2.9514863233772,2.66726265434537,0.0186439783454798,0.999696433176349,-4.3668976127882
"52","GB48215",716,500,321,891,369,588,1278,854,455,761,474,304,-0.441981546678851,6.49288572052044,-2.76189027724842,0.0155079854188359,0.999696433176349,-4.22487562904523
"53","GB48228",6914,17048,8639,8736,9060,12021,31218,14791,9578,24834,22496,19284,-1.17679462212289,11.081798926625,-3.16345063925191,0.00704867163701094,0.999696433176349,-4.39479077031746
"54","GB48256",739,424,391,588,321,390,763,737,455,823,565,359,-0.631592022840637,6.35537798493479,-3.58033818530362,0.00309943913431973,0.999696433176349,-4.04146064087276
"55","GB48881",620,524,270,2139,573,1193,2561,2124,793,2936,934,497,-1.13245636487679,7.26610462278393,-3.04135350125835,0.00896554531374654,0.999696433176349,-4.22337977624017
"56","GB49108",292,192,154,245,188,183,260,191,106,120,111,77,0.415271983050833,4.7000675992594,2.78041740014016,0.0149572659991406,0.999696433176349,-4.18601776982093
"57","GB49147",170,186,216,273,183,157,432,499,234,358,203,86,-0.662778683042778,5.15104576736175,-3.1304171440149,0.00752294199429582,0.999696433176349,-4.08179954549139
"58","GB49488",61,70,70,77,60,58,68,68,26,37,21,24,0.603812894434576,2.95670738407846,2.90587974453606,0.0117004802465895,0.999696433176349,-4.32535246522643
"59","GB49623",300,233,315,330,283,247,352,258,119,164,127,115,0.508197073678704,5.12092886010728,3.16070469547108,0.007086935154004,0.999696433176349,-4.08278705226529
"60","GB49649",364,194,192,491,271,235,728,455,197,697,456,148,-0.696961484134571,5.67232809849673,-2.97146849821384,0.0102866168737207,0.999696433176349,-4.12865760117062
"61","GB49653",745,340,382,1037,364,699,1513,992,495,1671,796,263,-0.767729392346981,6.69741152576568,-2.921889366784,0.0113386442135274,0.999696433176349,-4.20461146873771
"62","GB49785",843,420,239,80,423,413,50,193,74,23,34,245,2.21541332887794,4.59708083832507,3.05720145543345,0.00869015469800535,0.999696433176349,-4.17981187937435
"63","GB49866",59,33,17,31,21,28,18,24,15,9,5,11,1.06079044634005,1.61130386651845,3.02872920314201,0.00919108898026086,0.999696433176349,-4.41474300511492
"64","GB49960",488,284,188,338,253,260,312,276,112,161,79,119,0.6697249686516,5.06820202635298,3.21986854554624,0.00630652279132587,0.999696433176349,-4.07403277784383
"65","GB49979",34,32,13,12,13,16,7,13,5,11,0,4,1.67622628660892,0.595279615337531,2.82241182634534,0.0137788225479146,0.999696433176349,-4.47265781036939
"66","GB50010",142,78,92,105,106,104,78,128,34,58,48,31,0.663094115083451,3.58333805220693,2.84255326624516,0.0132463692407356,0.999696433176349,-4.27231885093163
"67","GB50074",419,200,147,51,220,115,29,132,58,22,13,94,1.82714045027853,3.70825178777382,2.64567801398012,0.0194413265910096,0.999696433176349,-4.31401821230341
"68","GB51037",177,113,101,132,109,117,131,128,57,76,35,60,0.532569127030562,3.9067070908552,2.61074751650825,0.0208021877949129,0.999696433176349,-4.28464801360909
"69","GB51088",318,259,296,685,223,526,873,532,285,559,501,310,-0.669756169868919,6.01441679360211,-3.0664982859147,0.00853252213899452,0.999696433176349,-4.1241939792018
"70","GB51383",94,29,158,84,52,68,253,156,47,103,164,112,-0.987206519656942,3.89008758185206,-2.69829772591972,0.0175529310042043,0.999696433176349,-4.27499198779018
"71","GB51741",1186,884,802,2683,757,1699,2531,1758,1054,1769,2046,999,-0.687454132013254,7.76804932061549,-2.68737827554607,0.0179295372774379,0.999696433176349,-4.31711679069211
"72","GB51823",45,34,28,56,23,50,41,27,20,31,13,11,0.578932581719134,2.18763417217261,2.71027971545153,0.0171485323795198,0.999696433176349,-4.40993404418574
"73","GB51941",257,169,202,209,174,177,174,181,84,129,74,78,0.603045916125345,4.54892001180691,3.59367577223163,0.0030192275573139,0.999696433176349,-4.01705295842113
"74","GB52279",41,45,25,13,26,16,200,50,51,122,43,37,-1.72257284959255,2.72356443151787,-4.3416910223167,0.000706860251755177,0.999696433176349,-4.19279952771693
"75","GB52317",96,129,92,223,95,165,1119,258,127,401,145,383,-1.47045033313948,4.9539051813606,-4.07055009335859,0.00119032239043181,0.999696433176349,-3.91515070733377
"76","GB52629",31,15,14,21,18,25,15,12,10,10,6,6,0.868379568894185,1.15674238334944,3.25593506995224,0.00587347755322706,0.999696433176349,-4.42140992680033
"77","GB52680",67,42,35,71,43,44,44,47,22,25,13,24,0.680506419702951,2.52447565558658,2.94457468279576,0.0108447320362322,0.999696433176349,-4.35833733288292
"78","GB52953",97,62,66,34,77,49,20,44,17,12,0,20,2.15785233768919,2.05051002415352,3.02993544290593,0.00916929797717651,0.999696433176349,-4.39642952693024
"79","GB52992",484,316,132,191,174,240,143,175,123,70,44,82,1.12054838133563,4.56369912410413,3.26152892410421,0.00580902698563571,0.999696433176349,-4.10058341932231
"80","GB53407",25,32,13,22,14,22,12,20,14,6,5,2,1.10715996997376,1.05269146608429,2.95400541519514,0.0106457000665394,0.999696433176349,-4.44903347181607
"81","GB53668",129,87,118,213,94,111,318,201,89,202,173,76,-0.614691086028086,4.43910812667879,-3.61325254244529,0.00290527713944688,0.999696433176349,-4.0206491687756
"82","GB53756",111,181,103,156,93,193,815,183,83,571,177,166,-1.07590862481473,4.83463347224683,-3.00874368255545,0.0095596812782066,0.999696433176349,-4.13045684855909
"83","GB53834",27,39,16,23,12,31,21,12,14,6,7,8,0.937714262767845,1.32732464729099,2.62634122847739,0.0201836413325838,0.999696433176349,-4.46342303858363
"84","GB53848",62,61,54,201,56,105,211,247,69,245,81,43,-0.865023631929313,3.94984407720905,-2.8493611881116,0.0130710006628656,0.999696433176349,-4.23568241675832
"85","GB53888",1309,1004,2479,1820,1071,521,2875,6840,1562,4716,1169,976,-1.13517513483792,8.05753936901022,-2.8582961211436,0.0128442944007391,0.999696433176349,-4.30335676528075
"86","GB53912",57,26,23,20,21,17,15,21,3,3,9,10,1.36302342217813,1.22302134214599,3.00803867614293,0.00957294728548679,0.999696433176349,-4.43797691629072
"87","GB54051",478,345,519,631,339,487,890,771,315,720,496,273,-0.428303676708122,6.26918292253945,-2.64392337864498,0.019507578099854,0.999696433176349,-4.23821777484139
"88","GB54052",167,94,112,146,117,130,147,118,67,72,31,59,0.559959542860526,3.92375821601971,2.64241959853437,0.0195645319490133,0.999696433176349,-4.27683277773286
"89","GB54237",311,212,287,420,153,269,422,533,248,476,321,131,-0.534144127759853,5.51974544243501,-2.66885205882216,0.0185865362087163,0.999696433176349,-4.19909462506598
"90","GB54294",1621,1223,3033,1749,1266,3672,3674,5207,2260,3855,2900,3741,-1.13012258808329,8.66872069814297,-3.07442670372602,0.00840033390890987,0.999696433176349,-4.30125890805868
"91","GB54432",287,193,211,177,252,153,116,157,66,54,32,101,1.26952910464671,4.32302809774215,3.83575778047263,0.00187879687462715,0.999696433176349,-4.01696166285111
"92","GB54549",19636,16148,10755,36066,5718,14404,74052,81963,25115,84797,10208,9303,-1.33785339540426,11.754578004685,-3.03164389414962,0.00913852189658118,0.999696433176349,-4.4267192787464
"93","GB54745",67,47,36,49,49,50,47,45,27,29,13,13,0.676030545516201,2.50038246914924,2.90355880857383,0.0117538706643218,0.999696433176349,-4.36560523372494
"94","GB54829",365,195,170,78,223,157,62,104,56,53,36,95,1.40348787497147,4.07817699917469,3.06832944647415,0.00850180970275254,0.999696433176349,-4.1898991552561
"95","GB55003",177,129,139,245,132,196,259,138,75,123,69,54,0.426136586000411,4.36894912246866,2.92351900205059,0.011302436296861,0.999696433176349,-4.17475976570373
"96","GB55186",56,33,27,75,20,48,112,118,33,109,35,21,-0.79795825345977,2.91522092864866,-2.91247815256349,0.0115499919259671,0.999696433176349,-4.32794602600174
"97","GB55265",14,7,7,15,12,8,23,46,27,17,15,6,-1.0744780686167,1.1680037563679,-2.95013005579182,0.0107270482240075,0.999696433176349,-4.44390244074163
"98","GB55268",357,264,121,92,183,189,68,173,81,42,28,70,1.34555743201997,4.11149442652186,2.87348553467131,0.0124677203107529,0.999696433176349,-4.22535070111449
"99","GB55515",4698,2575,3224,13612,2989,5675,6772,12281,4507,10609,5075,5090,-0.861194480198114,9.78132213207698,-2.62460842754783,0.0202514859803679,0.999696433176349,-4.40723685371083
"100","GB55710",333,273,223,397,264,287,527,263,104,182,141,100,0.451233508580699,5.18580611543698,2.86585010526381,0.0126556414872933,0.999696433176349,-4.15292293672014
