"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"25","GB43367",5,26,31,17,18,27,9,28,23,6,5,6,0.901796877397044,0.826179946754463,2.51453939587503,0.0255229442097124,0.999886511857343,-4.43498857775281
"26","GB43377",16,47,58,58,46,48,50,82,79,43,87,81,-0.543775506794713,2.76733867236622,-2.908667623838,0.0119649370525334,0.999886511857343,-4.18084987202647
"27","GB43516",17,27,199,331,118,81,170,454,294,133,294,111,-1.19988601819561,4.06687882137251,-2.42564588963438,0.0302074598493305,0.999886511857343,-4.14432994259266
"28","GB43779",22,9,18,96,43,21,32,128,102,48,145,209,-1.77478590515308,2.64564001481606,-3.23322107438968,0.00637003500840083,0.999886511857343,-4.15304988916418
"29","GB43783",48,22,25,185,103,31,39,252,199,110,279,467,-1.80475866000419,3.56762851843381,-2.82307472824852,0.014119923959906,0.999886511857343,-4.10003816099837
"30","GB43784",225,64,75,658,427,95,220,725,721,331,1251,1484,-1.87179891344521,5.40508081400178,-2.7900701523194,0.0150491430668306,0.999886511857343,-3.9176668643361
"31","GB43825",1905,13493,19316,12689,8355,19876,22624,21156,43069,13278,11945,17391,-0.931926299953981,10.7901412090861,-2.36345871394191,0.0339627259141017,0.999886511857343,-4.36343163138932
"32","GB43833",263,551,614,675,445,833,268,881,532,388,442,443,0.312585364549681,5.96177655929853,2.32253077424706,0.0366725681659227,0.999886511857343,-4.09368856398602
"33","GB43892",1071,1127,2953,6059,3355,3638,4053,17416,8765,7503,4119,6345,-1.36240332274937,9.05471121746512,-3.82775640384887,0.00201518520632246,0.999886511857343,-3.94163634358673
"34","GB44011",33,97,114,109,72,106,51,119,79,63,61,63,0.348609515136364,3.26298975546061,2.77320314461198,0.0155469147573839,0.999886511857343,-4.1325818786406
"35","GB44072",101,208,284,167,151,233,111,255,186,136,141,125,0.331964821014185,4.39198152619408,2.48376315646947,0.0270596991085392,0.999886511857343,-4.05678516089698
"36","GB44099",16,33,33,49,32,41,36,57,57,31,51,62,-0.437102733620975,2.32061829957434,-2.37683972108967,0.0331188896080245,0.999886511857343,-4.34634827952167
"37","GB44122",125,380,657,808,408,377,548,759,913,397,579,891,-0.617688973337574,6.00404732948757,-2.42471453208532,0.0302606539018578,0.999886511857343,-4.05598501712701
"38","GB44455",130,25,40,252,121,64,70,617,563,211,848,688,-2.2683727210538,4.45989921149866,-3.33613265023037,0.00521500044953665,0.999886511857343,-3.8278453344415
"39","GB44555",20,48,67,50,34,55,22,59,27,29,26,50,0.469259207657642,2.26382930363536,2.30756504667375,0.0377137659474227,0.999886511857343,-4.36451603475414
"40","GB44711",8,36,31,23,9,22,18,7,7,17,4,12,1.13254718351549,0.804079115344857,2.63204577089736,0.0203941503442022,0.999886511857343,-4.42367521581895
"41","GB44939",339,823,706,768,571,729,476,739,614,530,526,375,0.350919551126482,6.19005026625114,2.96052615628648,0.0108206580834814,0.999886511857343,-3.83555630128916
"42","GB45446",7,18,15,17,20,16,23,34,17,22,46,23,-0.678161124382536,1.34279002759259,-2.52994477079103,0.0247856218227924,0.999886511857343,-4.40046530762459
"43","GB45495",376,707,905,972,855,1198,858,1500,1168,891,904,1056,-0.304566033516632,6.83550486783058,-2.72299619636949,0.0171259199674351,0.999886511857343,-4.00229730021452
"44","GB46096",8,10,15,21,7,5,18,51,16,16,23,23,-1.09316365837538,0.954516434358113,-3.129209640148,0.00779781095689353,0.999886511857343,-4.35831134480808
"45","GB46235",16,36,59,54,44,67,17,66,38,7,22,18,0.970914400462691,1.97025272325816,2.98107618351156,0.0103977641990537,0.999886511857343,-4.2765061771509
"46","GB46394",5,14,15,5,8,43,22,48,43,17,16,26,-1.09337965786606,1.15262231159745,-2.77559722519455,0.0154752916082853,0.999886511857343,-4.38429108821746
"47","GB47020",147,310,299,432,272,388,162,384,302,238,272,226,0.297141160995355,5.10623652530494,2.65459520288427,0.0195313543064289,0.999886511857343,-3.92575310242851
"48","GB47095",13,39,30,29,25,41,19,34,15,27,14,14,0.627753982220195,1.57488932786999,2.78316625276505,0.0152509708175091,0.999886511857343,-4.34519132853983
"49","GB47244",31,47,54,37,38,54,23,42,17,34,37,34,0.595799108698699,2.18766280461976,2.52350464425067,0.025091322568021,0.999886511857343,-4.33034173966378
"50","GB47245",7,16,11,8,10,13,8,13,5,8,5,4,0.68745195220529,0.155152474553894,2.34571551760391,0.0351132608483006,0.999886511857343,-4.48180566880363
"51","GB47423",106,217,230,197,167,272,198,352,271,214,208,222,-0.230609241718502,4.75095320854548,-2.50260505630582,0.0261086200334096,0.999886511857343,-4.01263172335608
"52","GB47467",68,141,136,64,95,112,51,62,97,49,98,66,0.618119970670183,3.36982538133913,2.39245191852093,0.0321596122002645,0.999886511857343,-4.22847654609995
"53","GB47468",55,189,158,215,145,212,74,167,162,90,84,115,0.560344523838888,4.01451810668639,3.65076806093228,0.00283381675151806,0.999886511857343,-3.70593880782937
"54","GB47496",158,335,393,353,263,404,236,353,374,244,221,235,0.266658076802124,5.17701538120836,2.55551694818375,0.023606844573981,0.999886511857343,-3.96920949360743
"55","GB47909",0,14,13,0,1,28,4,23,24,20,16,10,-1.94934390030466,-0.141839825815291,-2.35252946042535,0.0346671008558288,0.999886511857343,-4.47935607026662
"56","GB47944",180,585,574,459,349,515,150,523,436,276,239,346,0.547334175983237,5.48161566029535,3.07403234332691,0.00868054947379411,0.999886511857343,-3.73915007924949
"57","GB48022",182,550,669,489,533,742,693,1258,758,511,661,598,-0.458382186709781,6.21361703079338,-2.94773426195799,0.0110924453183045,0.999886511857343,-3.84748616084679
"58","GB48355",726,1875,1736,1062,904,1626,694,1664,1160,1006,823,989,0.408945343005674,7.14565708587181,2.49401998923661,0.0265379092911752,0.999886511857343,-4.11446992481005
"59","GB48539",396,902,734,674,625,1074,373,1056,761,524,351,602,0.426703192344632,6.31241851255036,2.46140404594773,0.0282315499347379,0.999886511857343,-4.05661068689032
"60","GB48749",49,121,137,192,106,123,121,191,177,138,155,174,-0.35297739830738,4.07352055965429,-2.57258793467828,0.0228502823718993,0.999886511857343,-4.066184719426
"61","GB48813",31,68,93,54,50,110,64,259,74,92,130,86,-0.65033113524301,3.35117673802363,-2.49544340335535,0.0264662659684486,0.999886511857343,-4.20238767104397
"62","GB48903",5,19,15,25,13,30,6,11,19,11,11,8,0.720502070975433,0.736232067504842,2.61933997376694,0.0208964949859906,0.999886511857343,-4.42787431828635
"63","GB49022",91,265,267,251,200,255,89,236,209,165,172,148,0.464498845095729,4.54001724710003,3.71999829627844,0.00247945015750841,0.999886511857343,-3.5525724023938
"64","GB49051",4,10,12,18,13,19,16,29,19,18,17,19,-0.596450834875255,0.952177793643191,-2.9663572650781,0.0106989611168059,0.999886511857343,-4.37506927740483
"65","GB49653",206,915,884,1147,616,1027,1073,1396,1448,890,780,961,-0.531440245205249,6.7683270324215,-2.52389627531451,0.025072629221378,0.999886511857343,-4.07298240840697
"66","GB49862",3,35,16,6,5,27,15,65,38,14,22,24,-1.10817160480394,1.10794923612205,-2.51174633535761,0.025658868327792,0.999886511857343,-4.41973499892476
"67","GB49947",54,112,139,65,68,111,96,196,134,99,139,102,-0.433658763273872,3.70789054835435,-2.46282910662297,0.0281554304734077,0.999886511857343,-4.15968291080507
"68","GB50100",4,9,14,13,20,12,15,25,25,22,18,20,-0.768914420327836,0.96031237512712,-3.34691520880165,0.00510686446204646,0.999886511857343,-4.33407966275588
"69","GB50114",3,35,89,820,92,143,163,184,881,472,303,219,-1.7697574103182,4.21029337577996,-2.35018832394245,0.0348197810684311,0.999886511857343,-4.18570854473137
"70","GB50116",933,3147,7237,11376,6967,9089,9297,12548,12619,9411,6841,9021,-0.936627122238603,9.77769544048629,-2.42476218342981,0.0302579301430046,0.999886511857343,-4.30475862934901
"71","GB50264",5,14,9,20,9,6,19,17,15,18,21,18,-0.759820787797679,0.768252185801202,-2.45822212186837,0.0284022254698271,0.999886511857343,-4.44346472207462
"72","GB50493",23,39,43,46,34,48,22,43,28,33,33,33,0.359552106446194,2.1373814347952,2.40045225424377,0.0316783723742656,0.999886511857343,-4.35717078331074
"73","GB51261",70,114,124,137,99,109,83,146,67,53,49,40,0.739023568099773,3.41276006237352,3.48519078938949,0.00390451175065403,0.999886511857343,-3.9162372420182
"74","GB51558",83,218,207,245,137,288,92,286,159,148,120,132,0.413117741324292,4.3657843385958,2.70927577910303,0.0175840209870788,0.999886511857343,-3.96850672972779
"75","GB51744",55,145,295,236,154,240,502,281,407,308,224,277,-0.805085711613938,4.86364510590765,-3.01378441286183,0.00975818313878373,0.999886511857343,-3.79842864360947
"76","GB51850",5,23,15,22,16,21,5,15,17,9,12,9,0.660024117530855,0.728922062314349,2.71375914712272,0.0174330287455171,0.999886511857343,-4.41807858596009
"77","GB51852",171,423,378,330,283,430,145,498,272,243,300,259,0.359417858800672,5.21056286595907,2.48476074266724,0.0270085195899233,0.999886511857343,-4.00199810338839
"78","GB51903",16,56,43,71,48,55,25,41,46,32,30,24,0.585442608410156,2.26248908634334,3.13563282584055,0.00770104510160873,0.999886511857343,-4.20873518476281
"79","GB52238",45,88,142,169,84,129,34,144,74,92,61,81,0.534722380655836,3.45100034169297,2.50236723970612,0.026120421335203,0.999886511857343,-4.18373405698946
"80","GB52254",147,305,312,279,244,314,199,356,274,202,227,214,0.205807572986388,4.97444478953085,2.45512953371446,0.0285690574999233,0.999886511857343,-4.02114776572095
"81","GB52885",6,36,37,19,11,24,4,17,14,11,20,8,0.867442896385657,0.900186386336739,2.4897416219953,0.0267543730121424,0.999886511857343,-4.43343558892018
"82","GB52906",3,18,21,37,19,25,25,45,25,31,34,29,-0.665260343316365,1.54871049012908,-2.45497413188588,0.028577465527703,0.999886511857343,-4.39683860560479
"83","GB53113",1102,794,881,795,574,532,382,782,422,339,170,245,1.29441496935009,6.01592176495052,3.5214855600693,0.00363923030925948,0.999886511857343,-3.61285375585112
"84","GB53120",580,866,833,590,426,689,426,683,549,287,162,322,0.952778545390639,5.93738390626854,3.20308139824037,0.0067545192097777,0.999886511857343,-3.71994380381252
"85","GB53306",105,149,511,620,290,391,635,983,734,449,452,605,-0.985164784394986,5.73333650437873,-3.45022126251212,0.00417857436325638,0.999886511857343,-3.61856943127323
"86","GB53374",108,213,246,213,143,232,117,277,183,119,181,130,0.29389949259195,4.44066524649797,2.31692076730664,0.0370596326556959,0.999886511857343,-4.1211408157081
"87","GB53825",136,331,348,375,278,389,177,409,303,219,280,258,0.251445553080086,5.13691126138448,2.73306830078724,0.01679706905144,0.999886511857343,-3.88879860388592
"88","GB53848",20,141,98,164,98,138,118,186,210,161,132,141,-0.546894283163309,3.91958852494938,-2.48229423154788,0.0271352296202344,0.999886511857343,-4.12602776071523
"89","GB54319",90,271,239,251,168,271,195,481,294,259,277,227,-0.341002740499253,4.89735631226061,-2.9861478425505,0.0102959384609009,0.999886511857343,-3.79065244672853
"90","GB54348",118,245,222,253,169,250,89,315,148,180,143,161,0.408874506681046,4.50959428481292,2.63962552501212,0.0201000777852118,0.999886511857343,-3.97910361583141
"91","GB54395",238,275,407,290,373,374,423,547,504,429,458,408,-0.433955256046612,5.59561941901692,-2.75913239782367,0.0159744733292005,0.999886511857343,-3.88392256569257
"92","GB54846",40,64,76,46,63,67,38,59,57,25,39,52,0.486172998579234,2.67036533272855,2.41220085406574,0.0309841151328795,0.999886511857343,-4.30448113114605
"93","GB54893",547,756,888,1137,696,1210,281,1214,604,618,526,741,0.601944852782261,6.49131914731488,2.92091878844194,0.011684274344967,0.999886511857343,-3.88616708459344
"94","GB55466",182,467,644,801,584,623,618,1238,913,550,571,609,-0.406212389532536,6.23876241455986,-2.48665823792149,0.0269114284447586,0.999886511857343,-4.04230572912159
"95","GB55636",59,118,233,190,106,209,102,154,117,62,98,79,0.621758053634244,3.87765799673009,3.28741459562743,0.00573298009987336,0.999886511857343,-3.85612934127695
"96","GB55650",1733,4160,4231,2714,2183,4006,1455,4217,2407,2390,2219,2361,0.443857795460914,8.3964250016276,2.63113234009567,0.0204298697125278,0.999886511857343,-4.16409900367217
"97","GB55787",80,234,238,205,174,244,116,195,224,140,190,143,0.287816848959918,4.45487097971841,2.32313628626855,0.0366310207539013,0.999886511857343,-4.11676020218452
"98","GB55814",36,50,57,115,70,82,32,83,32,54,57,36,0.558005780231991,2.78473344898485,2.3080847783144,0.03767714205893,0.999886511857343,-4.31729080469363
"99","GB55848",169,414,438,393,332,452,255,367,394,295,320,287,0.245558605823404,5.38924961519128,2.58728240615449,0.0222178734037997,0.999886511857343,-3.95334239890197
"100","GB55917",102,315,322,310,228,345,134,337,317,188,212,185,0.319536414923009,4.88339342913195,2.51729335141764,0.0253896024846922,0.999886511857343,-3.99829793698227
