"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"15","GB41889",416,1215,2080,1358,1379,1587,2388,2963,2545,1935,1934,1710,-0.739695277085164,7.68511263225137,-3.87302441711935,0.00184460329922963,0.597851044023133,-2.86819582041282
"16","GB41917",265,553,775,863,631,802,763,1265,1157,861,967,768,-0.484553795429373,6.57635434499997,-3.48599664225114,0.00389355270093129,0.597851044023133,-2.88560547332155
"17","GB42157",15,25,25,17,21,29,9,10,26,9,14,10,0.979096430056483,1.06144524762695,3.57652868560541,0.00326691158668895,0.597851044023133,-3.92515273729278
"18","GB42234",285,384,686,335,438,538,267,493,405,236,218,348,0.603233461301589,5.52637342828172,3.29255551802414,0.00566980363260776,0.597851044023133,-2.89656937464931
"19","GB42427",54,220,2926,579,634,1760,5494,6798,2551,3048,2693,2324,-2.61896028275402,7.42459686188499,-3.54103083996961,0.00349945987805213,0.597851044023133,-3.04984062010064
"20","GB42567",19,63,135,91,92,139,128,340,149,163,135,157,-0.903101780325489,3.83639945735919,-3.89479454386223,0.0017692059546339,0.597851044023133,-2.8488797775764
"21","GB42752",148,264,263,255,201,320,147,217,214,192,188,170,0.494960427713087,4.72398766042045,4.50806111065471,0.000555902576307574,0.597851044023133,-2.06567283136966
"22","GB42894",292,656,1263,1135,716,793,960,1903,1417,1813,1360,1083,-0.756414801998474,6.98675570696106,-4.05378143216021,0.00130594279569115,0.597851044023133,-2.60010684305928
"23","GB42964",53,87,99,91,93,108,40,88,103,72,70,61,0.455502366440208,3.29583996180519,3.22867875709659,0.00641989564876201,0.597851044023133,-3.40963600591882
"24","GB43500",39,99,879,280,410,333,586,899,649,1126,804,433,-1.41666212843627,5.6625765142268,-3.00535226107684,0.00991065652594594,0.597851044023133,-3.1948883951808
"25","GB43526",9,48,37,46,48,63,59,196,81,77,56,54,-0.899237929246518,2.75537902770892,-3.37855153149123,0.00479686961863388,0.597851044023133,-3.53145808476608
"26","GB43630",21,49,65,49,60,54,46,110,73,75,65,62,-0.395296451152218,2.85862567777999,-2.99520353947877,0.010107897708622,0.597851044023133,-3.67051561783108
"27","GB44080",669,870,1043,971,822,1060,499,1001,887,544,702,777,0.513862461892825,6.65381440113755,3.15557416199101,0.00740094642540152,0.597851044023133,-3.13870199197147
"28","GB44143",98,313,651,390,567,488,559,1491,522,1452,514,615,-0.894988594527823,6.04686444159287,-3.07894394881709,0.00859019148406589,0.597851044023133,-3.13303750648312
"29","GB44423",11,22,18,20,27,30,23,66,28,39,32,33,-0.616493820296421,1.77193586339811,-3.06168729265112,0.00888321495626881,0.597851044023133,-3.91417928093854
"30","GB44676",6,16,21,21,11,35,10,12,14,12,6,9,0.843943253258523,0.740897023796251,3.14849199073425,0.0075036000475445,0.597851044023133,-4.08592722802849
"31","GB45000",52,139,479,164,193,299,396,523,361,326,364,335,-0.85339444231816,5.0394975960742,-3.23487366390862,0.00634299496870709,0.597851044023133,-2.98138602866723
"32","GB45418",360,530,744,449,520,722,359,549,517,391,370,507,0.44427591168635,5.94103271870278,3.16257690262267,0.0073008218960338,0.597851044023133,-3.03189191259507
"33","GB45610",152,298,371,187,222,241,162,232,267,140,161,161,0.526253138906759,4.70695478359867,3.00248764334285,0.00996594096934096,0.597851044023133,-3.18221162711478
"34","GB45614",544,4316,3553,4588,3409,3550,6097,6261,4114,12991,8443,7524,-1.2640434077326,9.13043442941657,-3.29177764695825,0.00567838761080723,0.597851044023133,-3.46662978324192
"35","GB45673",41,155,234,157,152,232,213,396,202,332,217,192,-0.570558785557402,4.56981438955653,-3.12565928026875,0.00784431892115708,0.597851044023133,-3.11775785370777
"36","GB45735",104,321,364,248,325,426,379,612,442,485,391,301,-0.45063768795433,5.4256505443931,-3.40284271582887,0.00457572315692007,0.597851044023133,-2.81024970673992
"37","GB45918",1,16,55,8,20,20,49,64,59,24,48,33,-1.42989082501198,1.59801389054469,-3.06046802424325,0.00890429035774429,0.597851044023133,-3.97327342222175
"38","GB46217",293,678,808,650,617,829,673,1136,845,1041,711,760,-0.301955370165206,6.5039655664316,-3.42621025701012,0.00437267652948011,0.597851044023133,-2.91283804643901
"39","GB46453",112,151,346,154,151,210,122,119,155,62,80,126,0.910522544400366,4.10480535332541,3.5244833604798,0.00361351855980051,0.597851044023133,-2.95098727061762
"40","GB46458",17,17,23,19,16,17,12,10,20,8,10,7,0.883132481578512,0.848862045965962,3.03009063253983,0.00944570724244116,0.597851044023133,-4.09796143913655
"41","GB46740",15,45,82,40,50,58,74,128,75,125,67,62,-0.758947948163139,2.94231620406209,-3.87232266190889,0.00184708757067743,0.597851044023133,-3.24003437180344
"42","GB47901",103,258,318,242,221,364,122,223,281,210,161,189,0.467183344220109,4.73966921185614,3.54225768106654,0.00349114988532193,0.597851044023133,-2.74249710788773
"43","GB48560",28,82,169,97,133,159,184,360,141,217,133,147,-0.704242163527587,4.076636312467,-2.98782024224716,0.0102538317972656,0.597851044023133,-3.34112554116375
"44","GB48656",14,84,681,171,198,160,600,652,326,461,413,328,-1.46886429118213,4.91825893237924,-3.00911560752782,0.0098384892076876,0.597851044023133,-3.23411884205954
"45","GB48707",94,180,224,153,166,207,102,216,175,155,128,142,0.299326856826865,4.30625563512396,3.27985300968691,0.00581162190662298,0.597851044023133,-3.04053674781882
"46","GB48768",52,194,369,222,182,274,392,450,317,425,355,341,-0.795976180035676,5.06300837752679,-3.84534963399112,0.00194520790167683,0.597851044023133,-2.4999468618091
"47","GB48790",271,825,2318,1119,1185,2066,1785,2487,2406,2033,1905,1910,-0.864541840541066,7.54502222452929,-3.04621493894102,0.00915437428381743,0.597851044023133,-3.36120239928857
"48","GB48966",9,14,95,67,37,93,121,218,100,172,83,128,-1.51754619493797,3.1530595813091,-3.92940464423652,0.00165575906554747,0.597851044023133,-3.17443001462283
"49","GB49166",11,48,119,72,49,56,138,119,115,124,83,75,-0.858638261807719,3.18633075767475,-3.04641702189808,0.00915078025115121,0.597851044023133,-3.56453716384953
"50","GB49259",79,270,300,314,266,286,236,783,374,1015,334,364,-0.758859286898212,5.35054347398351,-3.09553172210469,0.00831759188461837,0.597851044023133,-3.076478803668
"51","GB49384",9,20,29,18,17,36,6,15,17,11,12,15,0.874249103382892,1.00466090371818,3.80116138572973,0.00211758685802931,0.597851044023133,-3.88473280164115
"52","GB49448",614,1415,2250,1647,1604,1969,1888,2741,2383,2220,1769,1916,-0.386850429093187,7.80086561379199,-2.99142315403979,0.0101823598036874,0.597851044023133,-3.43158072234017
"53","GB49497",786,1637,2302,1918,1855,2247,2402,4458,2444,2830,2276,2503,-0.535376121797489,8.08449191311754,-4.31352213590446,0.000799264935249017,0.597851044023133,-2.7256147792186
"54","GB49758",18,34,34,36,30,38,12,29,30,24,26,23,0.558608360164776,1.77516835645231,3.2187277049105,0.00654538093782399,0.597851044023133,-3.85692330984975
"55","GB49987",147,230,366,214,277,351,173,278,239,167,144,247,0.483906410390738,4.83346424026152,3.1015954140616,0.0082201057807204,0.597851044023133,-3.08262991426173
"56","GB50036",15,36,44,37,41,38,20,27,31,27,19,33,0.56608617013097,1.90609629677562,3.11583926867734,0.00799555833209212,0.597851044023133,-3.86087821311822
"57","GB50039",522,735,1062,596,695,965,446,697,834,436,489,622,0.546139219494091,6.35470951089681,3.13609400825449,0.00768673508449162,0.597851044023133,-3.10702508071806
"58","GB50447",83,202,413,300,193,353,493,755,498,301,323,398,-0.747434189101481,5.32046941725283,-3.33422587921692,0.00522849828122753,0.597851044023133,-2.87870800301294
"59","GB50466",2,5,17,6,7,10,23,25,14,20,17,17,-1.25214961819015,0.562093127360986,-4.26798687417253,0.000870682790560705,0.597851044023133,-3.8970405485809
"60","GB50469",3,12,39,22,25,18,30,154,39,69,48,51,-1.60389268478435,1.93114775447724,-4.21221672046097,0.000967187836285874,0.597851044023133,-3.55175611301487
"61","GB50700",188,314,1784,766,1109,940,1225,3051,1263,2649,1752,1704,-1.32616445099719,7.11541488546595,-3.47486718422355,0.00397854677816431,0.597851044023133,-3.00673474774838
"62","GB50892",60,128,197,326,128,292,343,766,330,263,339,305,-0.958452585119452,4.94262810220653,-3.6619726468068,0.00276926760446191,0.597851044023133,-2.66553918707562
"63","GB50898",28,69,91,50,70,79,93,118,91,127,84,109,-0.553568461182665,3.31943733578904,-3.50660878883761,0.00374095235989286,0.597851044023133,-3.25835134723113
"64","GB50905",26,82,198,115,104,192,241,246,209,264,167,193,-0.85898220058105,4.21768625929974,-3.61033948302753,0.00305996868334511,0.597851044023133,-2.87762032589872
"65","GB50981",69,147,217,146,162,158,102,149,134,117,112,113,0.426435221382443,4.04677334963071,3.60185167831073,0.00311063667551157,0.597851044023133,-2.90019581370579
"66","GB51005",15,37,46,28,39,38,16,31,30,28,15,26,0.612244200823078,1.81056359238439,3.48225418909,0.00392192674227281,0.597851044023133,-3.76220526695418
"67","GB51015",202,468,1177,704,629,968,1303,1602,1277,1094,1028,988,-0.858596779406478,6.74265881457617,-3.84525635176986,0.00194555630801557,0.597851044023133,-2.67750881876995
"68","GB51227",6,6,30,11,23,15,31,65,20,46,17,35,-1.14405441220395,1.39034346693574,-3.01150779197813,0.00979288686674036,0.597851044023133,-4.01666005516201
"69","GB51242",205,462,512,422,511,575,457,865,581,849,522,491,-0.340716002415495,6.00341287842322,-3.17412225234316,0.00713869085312321,0.597851044023133,-3.03384075718976
"70","GB51283",276,711,1614,1009,1157,1417,1737,1771,1719,1756,1335,1309,-0.708473307493918,7.2349645624237,-3.01563870060901,0.0097146320192564,0.597851044023133,-3.33720706038703
"71","GB51368",58,203,638,249,256,310,638,747,729,450,499,433,-1.08858717999879,5.51254299335835,-3.81244210503065,0.00207215234868916,0.597851044023133,-2.53290952703097
"72","GB51376",2,9,15,12,8,13,13,46,13,25,15,15,-0.931060940753197,0.731143672011307,-3.08570547270366,0.00847801732647504,0.597851044023133,-4.10189036902949
"73","GB51494",134,198,494,243,349,508,568,895,465,475,419,544,-0.74896285044963,5.63915408035645,-3.42762530799808,0.00436067639708,0.597851044023133,-2.81062331652535
"74","GB51521",5,15,22,8,15,12,26,50,36,29,21,24,-1.14894343929955,1.26869036209909,-5.14855843260609,0.000173723773607034,0.597851044023133,-3.56214762408231
"75","GB51540",30,106,75,62,63,70,42,56,62,50,49,40,0.549989151436415,2.82952984532725,3.31299750142784,0.00544882916975248,0.597851044023133,-3.52247469328079
"76","GB51647",14,84,124,120,102,95,129,285,199,213,132,136,-0.970356979321723,3.85145604754673,-4.19513714808485,0.000998892532928908,0.597851044023133,-2.68211051228887
"77","GB51684",98,151,164,163,144,155,103,140,136,127,123,106,0.390881190886176,4.06398561634604,3.14538684191267,0.00754905479873663,0.597851044023133,-3.21039405499763
"78","GB51833",121,387,931,709,351,893,1593,2972,775,1786,1005,1481,-1.51245509231464,6.69460352618596,-4.35027036864325,0.000746043126774506,0.597851044023133,-2.37184197754898
"79","GB51834",55,230,635,531,169,634,821,1660,653,788,539,802,-1.34013589859306,5.91128421073987,-3.42862981441091,0.0043521779757042,0.597851044023133,-2.8689396894836
"80","GB51845",10,38,263,147,87,269,224,635,200,344,211,348,-1.4780607555084,4.32767232632398,-3.14435850794519,0.0075641685244741,0.597851044023133,-3.23774813383527
"81","GB51884",158,287,361,330,307,321,216,274,319,187,208,237,0.437797433871732,5.03282821439656,3.14455966703708,0.00756120965813133,0.597851044023133,-3.02635085638467
"82","GB52714",17,17,25,18,20,15,12,13,14,9,9,10,0.844766454340646,0.894233668939679,3.27360423645234,0.00588268666357845,0.597851044023133,-4.0303053963747
"83","GB53321",187,486,524,349,416,527,413,691,584,638,473,461,-0.280759145370389,5.85102021906638,-3.08101523227239,0.00855567280502311,0.597851044023133,-3.09424396463358
"84","GB53368",25,48,59,60,75,125,18,73,10,19,23,12,1.657319761855,2.14291430880207,4.61186372553407,0.000458802942812396,0.597851044023133,-3.35301668636553
"85","GB53369",125,185,245,152,196,311,115,113,7,57,66,14,2.38805742207445,3.50651607271307,4.64625273217061,0.000430653950668723,0.597851044023133,-2.77030261986785
"86","GB53428",45,51,87,33,127,78,57,329,104,343,174,127,-1.20499399121319,3.65973918994929,-3.01603214508807,0.00970721113106898,0.597851044023133,-3.45415273203254
"87","GB53708",262,622,617,547,625,873,639,1445,807,984,627,696,-0.400005481178877,6.41954403340684,-3.44178894212072,0.00424237746471958,0.597851044023133,-2.88752609874279
"88","GB53955",143,205,304,178,231,293,144,210,204,159,162,203,0.450447179681073,4.63857764559733,3.16269419105211,0.00729915647795621,0.597851044023133,-3.06034340463843
"89","GB54410",396,1050,2303,1939,1808,3468,3046,3813,2654,3064,3045,2716,-0.907875561648869,8.07325003976933,-3.09012791553623,0.00840543810347744,0.597851044023133,-3.40986217618773
"90","GB54543",6,12,15,22,20,20,15,40,31,33,25,27,-0.720108004783667,1.36919697005358,-3.44107537110871,0.00424825928990028,0.597851044023133,-3.89095798386242
"91","GB54908",9,22,60,33,61,40,17,15,17,27,7,22,1.17551833522606,1.54447309412652,3.22612382674648,0.00645188245179549,0.597851044023133,-3.91482191086726
"92","GB54934",441,701,1228,758,876,1186,1119,1993,1038,1669,1023,1013,-0.459242889915969,6.99930960634401,-3.09952674587513,0.00825323531904022,0.597851044023133,-3.24079847396557
"93","GB55062",238,398,586,325,380,509,267,391,413,337,282,347,0.375801913268813,5.51057618579259,3.0368813107841,0.00932190849917418,0.597851044023133,-3.10779621165506
"94","GB55143",6,32,66,43,25,32,36,154,48,132,77,48,-1.1422706996795,2.503052223121,-3.16486007509239,0.00726847041569894,0.597851044023133,-3.7090582993195
"95","GB55191",79,192,204,143,142,196,141,132,167,116,94,96,0.512443784529086,4.10423238996791,3.31748740257549,0.00540146365295111,0.597851044023133,-3.07713302103877
"96","GB55593",120,266,374,327,238,473,109,277,38,95,79,25,1.95890065960781,4.20954072135174,5.22105035297392,0.00015280791135778,0.597851044023133,-2.11716175102453
"97","GB55610",820,1707,2884,1412,1920,2403,2118,3249,2864,3010,2109,2545,-0.447436055009114,8.06326453755568,-3.19675319672414,0.00683124284853369,0.597851044023133,-3.33961767407851
"98","GB55786",228,494,750,475,531,566,623,1114,580,740,632,661,-0.400321857434158,6.19657604740028,-3.16298767899299,0.00729499080459027,0.597851044023133,-3.06782821540975
"99","GB55921",67,156,243,201,160,225,57,250,56,71,71,88,1.09861317393239,3.88733828410126,4.42296763633477,0.000651252448422495,0.597851044023133,-2.5242918322853
"100","GB56016",610,745,1428,825,810,1024,604,713,862,482,525,767,0.604718612445686,6.56409267111261,3.04825974904912,0.00911807204223038,0.597851044023133,-3.20720153891944
