"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"17","GB42926",283,417,722,307,378,213,253,190,246,345,295,219,1.15268086252904,5.27119210365824,3.0218145613398,0.00941631369129498,0.510678294782927,-4.09973776998914
"18","GB43165",110,90,241,176,212,177,141,158,155,190,170,147,0.599409089942108,4.35092702010549,2.97102956062291,0.0104005617492761,0.510678294782927,-4.1308006324977
"19","GB43337",5,2,8,4,9,46,12,27,17,45,70,66,-1.45678253895816,1.04152706020922,-3.2759534022665,0.0057198988663985,0.510678294782927,-4.39373158964826
"20","GB43482",4247,7569,22777,5861,6292,3268,4055,3428,2954,8271,4388,2994,1.41436741170973,9.37993496822905,2.95010380286294,0.0108350992582039,0.510678294782927,-4.35239639621392
"21","GB43639",220,165,290,267,328,278,217,215,261,271,266,241,0.649625306944778,4.99196004446585,2.9946728274379,0.00993028636916654,0.510678294782927,-4.10165484044357
"22","GB43719",5,4,12,10,13,38,10,36,30,47,54,61,-1.06637415104541,1.32466679387991,-3.15835761829821,0.00720473711637404,0.510678294782927,-4.38804480359489
"23","GB43846",2,0,6,10,11,11,7,22,19,49,21,32,-1.61989739779462,0.38660897832754,-3.48804840895285,0.0037733933004457,0.510678294782927,-4.40562550850395
"24","GB43851",9,6,17,13,41,36,22,44,32,94,78,55,-0.917146702084275,1.8711665511755,-3.58561340548528,0.00311748975647553,0.510678294782927,-4.3073422800095
"25","GB43990",437,497,1108,432,559,323,323,401,332,598,380,333,1.104980925817,5.8355177214533,3.08765681910719,0.00827644328026981,0.510678294782927,-4.10689402299795
"26","GB44040",14,10,11,7,17,13,13,5,4,5,3,11,1.45776648081294,0.179573133422827,3.01365879419255,0.00956792467667071,0.510678294782927,-4.45128921634321
"27","GB44102",86,66,135,102,151,152,98,111,105,127,158,111,0.504763417452057,3.86753216569346,2.93266367194797,0.0112109091416653,0.510678294782927,-4.18122500356914
"28","GB44144",545,881,1840,770,879,508,516,478,517,1047,586,463,1.21850577499103,6.45936288435411,3.20572203914909,0.00656526819833071,0.510678294782927,-4.12937137830751
"29","GB44181",47,40,78,73,107,82,55,55,61,98,99,67,0.511668744156434,3.15005962810565,2.95683244982253,0.0106934541058827,0.510678294782927,-4.25461121502517
"30","GB44261",6,3,21,12,22,38,39,36,37,30,85,89,-1.14393997101518,1.6922290285304,-3.11679327537037,0.00781680973841649,0.510678294782927,-4.37060779227584
"31","GB44383",67,63,126,111,136,150,68,82,126,146,146,110,0.498663601429032,3.76799151747103,3.0929863605259,0.00819040674313476,0.510678294782927,-4.157585654191
"32","GB44462",6124,6837,20373,7824,8820,4303,5229,4717,4383,11776,6650,4166,1.15865656331825,9.75522865112525,2.8667078381806,0.0127519179358727,0.510678294782927,-4.37683238066524
"33","GB44892",67,95,100,122,98,69,88,62,40,82,45,36,1.222347275486,3.18628930765007,3.02216177480087,0.00940991226298574,0.510678294782927,-4.24346141602854
"34","GB45039",246,207,492,355,414,431,255,284,395,430,424,333,0.595317394341149,5.46349474087501,3.27981609077743,0.00567669903759174,0.510678294782927,-4.04103479659967
"35","GB45202",1,0,6,5,14,17,8,16,10,24,24,23,-1.31785127372936,0.121303688855527,-2.89266782278266,0.0121219697779684,0.510678294782927,-4.45693618268553
"36","GB45444",57,54,114,80,114,76,78,56,74,70,51,61,0.903971010476176,3.19985706523428,3.08765529508171,0.00827646801106697,0.510678294782927,-4.22719305602814
"37","GB45453",6,1,3,5,14,41,11,20,21,44,61,34,-1.37915701500662,0.836226982324274,-3.0528806344271,0.00886030121222303,0.510678294782927,-4.42147444113186
"38","GB45545",1776,2602,5904,1841,1879,1079,1477,1335,1197,2418,1329,982,1.3370617734402,7.79810071691668,2.8378619251028,0.013489670814001,0.510678294782927,-4.2953997262949
"39","GB46103",4,3,20,6,72,39,25,52,66,59,96,60,-1.28403034023344,1.8152013592366,-3.01292134701383,0.00958175196043026,0.510678294782927,-4.37481897340381
"40","GB46114",35,21,65,129,97,349,166,144,181,498,353,550,-1.09799433485834,4.22398585469118,-2.9572150212789,0.0106854557268413,0.510678294782927,-4.17766568655511
"41","GB46254",388,477,1078,539,465,421,475,329,382,628,472,268,1.03008244712669,5.89452307073682,2.8773401918578,0.012490111366023,0.510678294782927,-4.16049153101535
"42","GB46308",258,161,649,327,497,370,216,303,316,540,529,374,0.555674483047535,5.49504089821779,3.14968847912875,0.0073283296784964,0.510678294782927,-4.07372242094918
"43","GB46439",43,23,53,41,60,52,30,41,40,46,38,28,0.833565296335544,2.37058109594799,3.41406563673047,0.0043621948964882,0.510678294782927,-4.27143316981563
"44","GB46882",2784,4257,10640,3523,3837,1973,2351,2110,1923,5693,2783,2019,1.28375674742252,8.66472835649661,2.89226514348436,0.0121315034176517,0.510678294782927,-4.32937490390927
"45","GB46914",627,1310,1333,1347,1395,788,719,729,555,1576,805,1041,1.06504336102989,6.9442747754242,2.91147076789378,0.0116849195084549,0.510678294782927,-4.22774213963509
"46","GB47040",98,47,340,102,290,309,285,596,378,375,701,469,-0.866170998212535,5.08152303776283,-3.25932775118282,0.00590962526884763,0.510678294782927,-4.06570040634605
"47","GB47311",151,100,300,251,286,250,207,187,192,231,275,247,0.530418363675551,4.78289780120979,2.97402979095149,0.0103396876209658,0.510678294782927,-4.10969567698204
"48","GB47679",10102,13897,21741,11007,12066,5361,6459,5351,6698,16572,7621,6957,1.28695596234388,10.2242585502979,2.86535756725122,0.0127855501016649,0.510678294782927,-4.3931251341782
"49","GB47724",541,428,698,570,698,489,515,486,548,519,454,359,0.89028803697288,6.05010416316007,2.838961613096,0.0134607923623911,0.510678294782927,-4.17930424461768
"50","GB47733",8,8,15,10,18,11,7,11,7,9,9,11,0.903336919344078,0.418881530080762,3.00696338967063,0.00969419277534153,0.510678294782927,-4.44410150752053
"51","GB47878",124,79,222,169,198,193,160,136,145,162,217,168,0.541614758029541,4.35250588115106,2.83911262601623,0.0134568314155932,0.510678294782927,-4.16281845109146
"52","GB47905",498,828,1255,472,586,376,313,448,295,823,501,375,1.24631940744446,6.04321510132086,3.01451879770078,0.00955182438755899,0.510678294782927,-4.13826645580348
"53","GB48079",992,569,5059,3030,25626,7289,6171,13026,18972,14743,28669,18604,-1.65327152703167,9.84845709223242,-2.95698232893479,0.010690319895839,0.510678294782927,-4.37225120524033
"54","GB48110",142,31,61,117,80,89,54,55,21,32,141,27,1.33973594581956,2.92653969570399,2.86442869199873,0.0128087368609566,0.510678294782927,-4.29726093736319
"55","GB48219",208,154,333,264,416,325,243,234,283,273,360,336,0.524231695763089,5.15001879523009,2.86365175529135,0.0128281626358185,0.510678294782927,-4.13585209748209
"56","GB48248",19,4,51,37,54,103,49,82,60,162,188,111,-0.908450842725953,2.82215331719695,-2.92746989765661,0.0113252916997342,0.510678294782927,-4.30329553107487
"57","GB48540",29,30,99,49,58,63,20,42,37,76,53,44,0.795836599507774,2.5686770348845,3.33105467239229,0.00513363474196333,0.510678294782927,-4.26108071857012
"58","GB48610",1585,3209,4341,1616,1741,923,1089,1263,1062,1917,1102,1061,1.42674500890395,7.63027559042214,2.89779483050283,0.0120012279949163,0.510678294782927,-4.27558346009231
"59","GB48683",135,124,257,196,302,232,169,173,191,257,240,243,0.509752664752704,4.70478669957247,3.02925912295591,0.00928000197177619,0.510678294782927,-4.09810139228002
"60","GB48738",1,1,17,1,12,43,29,31,89,27,118,49,-2.38929775069009,1.08579433589659,-3.64758954258317,0.00276195918930161,0.510678294782927,-4.36383880235911
"61","GB48883",24,11,58,38,57,133,51,80,94,162,139,175,-0.712074880851252,3.0916980671708,-2.87168589396707,0.0126286755268052,0.510678294782927,-4.28432973499557
"62","GB48922",950,761,1737,1064,889,485,839,603,671,793,518,254,1.34707655566332,6.53359923475125,2.85119603810431,0.0131435742834675,0.510678294782927,-4.21057337371217
"63","GB49082",15,7,18,17,17,17,12,10,7,21,11,15,0.833681601692461,0.810070003763822,2.87716568411407,0.0124943654067869,0.510678294782927,-4.43788802484084
"64","GB49354",105,112,178,170,198,207,129,164,136,188,184,184,0.522840365801343,4.35487489312371,2.84332175125741,0.0133468886180373,0.510678294782927,-4.16164309535947
"65","GB49523",12,17,21,20,21,20,12,19,15,15,15,9,0.945478077536494,1.06632592266666,2.85377961891485,0.013077531155323,0.510678294782927,-4.42781991003811
"66","GB49654",263,299,538,382,522,373,301,293,404,435,370,378,0.713571649984168,5.57225332316974,2.97551797293476,0.0103096234432498,0.510678294782927,-4.11935706684683
"67","GB49789",524,403,1187,517,668,433,389,472,511,656,512,551,0.851057557054656,6.11965858673781,2.96611104544252,0.0105011244802066,0.510678294782927,-4.1543901066993
"68","GB49852",38,21,75,91,123,193,111,214,111,325,553,182,-0.871572422529099,3.97703465709905,-2.99459011139585,0.0099318944053786,0.510678294782927,-4.17979288587642
"69","GB49924",3,2,8,7,15,30,8,19,23,44,51,30,-1.04066973169095,0.870363233554579,-2.99673029191849,0.00989037112265933,0.510678294782927,-4.42453378120819
"70","GB49987",167,188,687,250,297,259,236,185,178,367,284,181,0.870713109440991,5.0058736507563,2.94257501945715,0.0109957841639637,0.510678294782927,-4.11580023409702
"71","GB50039",743,1095,1890,773,1005,682,688,520,757,1132,827,695,1.08262008434127,6.76792543574627,2.91344149681925,0.011640021000737,0.510678294782927,-4.21445671421065
"72","GB50085",616,1121,1781,594,947,522,481,454,598,1089,666,558,1.19673102159202,6.52552287803856,2.93135001435756,0.0112397317554415,0.510678294782927,-4.19250900198648
"73","GB50167",523,860,1328,543,643,352,467,426,418,597,452,341,1.26066996968772,6.10200450643056,2.90967621934664,0.0117259525435815,0.510678294782927,-4.16668584368934
"74","GB50253",423,715,1419,409,597,492,420,441,411,648,459,322,1.15637883174423,6.05375588385095,2.96698494977258,0.0104831869447697,0.510678294782927,-4.14985760044484
"75","GB50451",8,5,29,7,17,37,28,35,27,68,50,43,-0.893800088726891,1.58942310120438,-3.19782644350636,0.00666779201104837,0.510678294782927,-4.36751302388449
"76","GB50738",26,11,33,28,36,47,13,26,11,29,45,38,0.776572208574856,1.74909161824095,3.05166870135218,0.00888136904138263,0.510678294782927,-4.36728516288442
"77","GB50761",2490,600,9137,1801,86887,19116,21160,26934,41219,33283,94996,82660,-2.41972372035968,10.986656003223,-2.93601155651518,0.0111377832818,0.510678294782927,-4.41241422156719
"78","GB51057",2,1,10,7,16,13,8,12,14,42,25,49,-1.11073458997392,0.560101387771483,-2.86346937891316,0.0128327267927038,0.510678294782927,-4.44737299740769
"79","GB51535",287,271,280,331,352,412,239,302,281,355,308,217,0.802507186944917,5.25928417613823,2.98457607293323,0.0101284866617392,0.510678294782927,-4.10680423317381
"80","GB51651",16,5,84,40,94,157,82,129,107,173,288,192,-1.0597297943658,3.32105220512478,-3.03664320106071,0.00914672926379903,0.510678294782927,-4.24266385716878
"81","GB51751",262,143,570,320,1100,609,451,1151,1185,859,2552,1480,-0.849272221112935,6.43735101393529,-3.00602449533624,0.00971203066717744,0.510678294782927,-4.18322925151356
"82","GB51814",116,56,758,436,2493,739,905,1330,2646,3974,8756,8361,-2.37679457067028,7.15861421223788,-3.76777289179124,0.00218518063640136,0.510678294782927,-4.11711870192234
"83","GB52331",12,2,20,13,16,46,16,50,36,47,74,71,-1.02431553195761,1.65987215348921,-2.9475487751293,0.0108893690817045,0.510678294782927,-4.38942490250281
"84","GB52603",4,3,7,6,11,10,7,16,10,25,33,28,-0.832406852327607,0.48590498281864,-3.07144543513962,0.00854370521495799,0.510678294782927,-4.434074661173
"85","GB52632",242,507,757,354,398,200,218,211,273,420,260,213,1.18346124952463,5.30964173634651,2.86092983621041,0.0128964475285857,0.510678294782927,-4.14139101274861
"86","GB53082",11,15,35,16,17,13,21,13,5,11,5,6,1.46179707205852,0.691287557179363,2.90287476895606,0.0118827626290645,0.510678294782927,-4.44185665278644
"87","GB53195",259,302,603,255,354,363,221,260,271,385,332,213,0.936289865044374,5.29104908711102,3.35349095904914,0.00491253856600071,0.510678294782927,-4.01787375951438
"88","GB53876",230,339,410,389,519,664,290,286,451,633,418,238,0.762841700814406,5.61938128278596,2.87361501806929,0.0125812314000533,0.510678294782927,-4.14675044668651
"89","GB54212",76,53,98,104,116,160,96,84,76,125,142,96,0.511924265984787,3.65864899352668,2.88152401957226,0.0123885460334976,0.510678294782927,-4.21390687517678
"90","GB54359",2,2,9,11,9,38,11,21,17,58,50,41,-1.21771284342373,0.94401238068322,-3.0576364129074,0.00877810620960555,0.510678294782927,-4.41633526478895
"91","GB54384",1580,2987,7044,1720,2362,1048,1053,1133,940,3076,1565,1213,1.46983742613483,7.82221860130068,3.08840848323141,0.00826425475341522,0.510678294782927,-4.25566835519654
"92","GB54838",333,420,939,456,287,224,319,179,148,496,292,131,1.45739637752815,5.28414763363982,3.09470144192102,0.00816290905561103,0.510678294782927,-4.08542855426395
"93","GB54951",1034,1246,5014,1298,1718,961,949,894,877,2442,1430,1018,1.08660601573315,7.43385335708479,2.85429842016228,0.0130643085802134,0.510678294782927,-4.27112746182673
"94","GB54964",881,2133,2987,1144,1172,600,826,647,634,1428,789,612,1.4597908564482,7.00762788272778,2.92331041504468,0.0114177251113244,0.510678294782927,-4.22989154012981
"95","GB55046",85,13,88,115,67,116,41,38,29,30,147,20,1.37954664790028,2.7388157792905,3.10808418187454,0.00795147266292508,0.510678294782927,-4.27692797598405
"96","GB55143",27,35,76,98,86,112,11,24,54,51,57,28,1.54416113250492,2.56213801038935,5.37851258405858,0.000108170689693739,0.510678294782927,-4.05604728290135
"97","GB55157",320,358,886,449,567,459,368,450,458,506,496,417,0.731269126817875,5.88744232423286,2.84569039443236,0.0132854076191045,0.510678294782927,-4.16774956152063
"98","GB55246",1,2,5,10,9,14,12,9,14,31,30,23,-1.11749390400567,0.374356870840058,-3.22950290873313,0.00626588707391656,0.510678294782927,-4.42593646586185
"99","GB55413",439,416,1175,610,806,664,506,579,538,1012,756,590,0.646631321190419,6.36419995946707,2.95028351792554,0.010831292101995,0.510678294782927,-4.17671586333375
"100","GB55751",76,24,246,206,656,528,298,607,492,974,1021,885,-1.10904324453441,5.45458015376034,-2.91166082508772,0.0116805820709661,0.510678294782927,-4.16507064442548
