"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"18","GB42972",98,100,123,110,129,143,62,106,149,173,152,109,-0.423745009530084,3.68849268631971,-3.14297948769561,0.00764423438084144,0.813397467763522,-3.99203217773058
"19","GB43102",45,53,64,37,41,36,29,46,47,63,76,58,-0.559456627077345,2.40352917306184,-2.86780364324958,0.0130208318613425,0.813397467763522,-4.25891262105544
"20","GB43246",278,326,516,268,503,468,190,470,436,647,399,388,-0.457572118797569,5.40715061044258,-2.88870801251348,0.0125057846085639,0.813397467763522,-3.89452879865464
"21","GB43613",716,888,1041,910,1132,984,418,906,1319,1230,1065,943,-0.367068210126412,6.66724040864606,-3.01755663972677,0.009747313070182,0.813397467763522,-3.92431802549748
"22","GB43864",28,29,20,29,36,22,14,26,38,42,54,38,-0.69788289780921,1.71787828007155,-3.15215537699371,0.00750944800964105,0.813397467763522,-4.28926593830638
"23","GB43908",418,1005,1780,1039,1175,823,391,1667,1842,2092,1387,1059,-0.767761987523401,6.89579414040698,-2.861311212366,0.0131850066331792,0.813397467763522,-3.9982238477032
"24","GB43927",15,13,22,26,20,2,22,39,20,20,53,38,-1.46224580863758,1.15061771999457,-2.79093662275186,0.0151005588649398,0.813397467763522,-4.38685059059134
"25","GB44115",127,186,253,207,202,175,113,171,177,268,210,202,-0.336669082478291,4.34882542510458,-2.96905733026975,0.0107066827523725,0.813397467763522,-3.93262607936099
"26","GB44186",674,665,939,768,812,654,472,694,969,918,714,769,-0.382937820453304,6.34124829921655,-2.73323237383076,0.0168727927606182,0.813397467763522,-3.99918294609832
"27","GB44191",102,165,226,139,162,196,103,182,170,216,163,204,-0.427611636690038,4.17055132316392,-2.77775955813535,0.0154884498094386,0.813397467763522,-4.02483431928823
"28","GB44701",22,31,26,37,27,16,17,22,34,33,57,50,-0.73770425446809,1.68593009067714,-2.80626118947998,0.0146614280803897,0.813397467763522,-4.34109271629353
"29","GB44783",131,194,219,219,247,205,88,204,196,307,206,206,-0.31629652643502,4.40995410970782,-2.7269518261785,0.0170775492916257,0.813397467763522,-4.01213473257641
"30","GB44826",126,156,123,139,151,96,75,125,141,177,169,161,-0.457856760119664,3.86900244585492,-2.89616052224537,0.012327067852445,0.813397467763522,-4.03250593306202
"31","GB44937",263,220,191,248,205,137,148,241,260,264,289,247,-0.58670464877815,4.59684408632568,-2.72600893015587,0.0171084982507237,0.813397467763522,-3.99481752154037
"32","GB44972",676,572,729,684,812,667,167,258,507,752,488,501,0.398437904448251,5.83907090946851,2.75166125388943,0.016285739527296,0.813397467763522,-3.96884543883628
"33","GB44981",122,103,158,136,156,132,27,53,81,147,85,99,0.428933713508208,3.43181461616059,2.89838883890054,0.0122741220900519,0.813397467763522,-4.11211890739282
"34","GB45013",19,31,22,24,27,16,19,19,40,43,53,58,-1.03535707579932,1.65337602952331,-4.26973345343864,0.000881852797449682,0.813397467763522,-4.16654356096596
"35","GB45714",375,492,711,303,364,312,132,80,161,263,292,297,0.760773651701661,4.90511220426884,2.88170909281542,0.0126759493123608,0.813397467763522,-3.93180629673732
"36","GB45775",1085,1063,1827,1805,1551,2083,396,620,1069,1408,673,798,0.604899191541108,6.88039364091588,3.48239707710511,0.00396057157148855,0.813397467763522,-3.80179977067462
"37","GB45815",15,20,54,26,43,36,5,7,19,30,9,19,0.82682705792518,1.10304137068315,2.7818255238184,0.0153677300320927,0.813397467763522,-4.38995373907253
"38","GB45851",172,434,680,335,496,395,224,590,646,1149,806,356,-0.896640030560888,5.65920866654989,-3.57777913346706,0.00329423916961475,0.813397467763522,-3.64696295118255
"39","GB45869",33,23,24,29,22,11,18,23,33,36,57,30,-0.845222311248694,1.55080942827483,-2.86158270974031,0.0131781005889506,0.813397467763522,-4.34491358949692
"40","GB46165",150,132,272,226,390,240,50,39,132,210,113,149,0.730888132836763,4.0146809057429,2.92878100702644,0.0115740106174843,0.813397467763522,-4.01695594938273
"41","GB46218",754,591,908,960,965,983,209,466,619,814,602,538,0.371159844825675,6.1557070395851,2.72610863935173,0.0171052228757883,0.813397467763522,-3.99496302347018
"42","GB46403",132,133,244,165,196,140,85,168,176,196,216,208,-0.404510861403196,4.1838593434411,-3.11843196063814,0.00801679977848646,0.813397467763522,-3.9072604117959
"43","GB46514",6257,6573,11112,5552,9716,5847,5816,11026,15861,7945,7650,10946,-0.790390239604738,9.81465420303733,-3.20815171158793,0.00673683925097481,0.813397467763522,-4.13133707763415
"44","GB46534",230,538,707,288,488,311,258,381,508,492,803,480,-0.610412083236145,5.54483472102311,-2.77983971155305,0.0154265737234842,0.813397467763522,-3.94038750538262
"45","GB46697",833,1140,2069,1197,2074,1104,951,1047,1529,2367,1774,1412,-0.534283717780303,7.23993287696267,-3.3570987345131,0.00504747795225941,0.813397467763522,-3.87399487087804
"46","GB46883",45,88,111,68,87,77,15,38,28,56,47,48,0.702972151361917,2.527130980383,3.89131258705843,0.00180446230247388,0.813397467763522,-4.07424652894139
"47","GB46914",555,1395,1576,788,805,1041,1073,938,1424,1440,1009,1331,-0.722997285015969,6.86976106496157,-2.8185620562567,0.014318034624986,0.813397467763522,-4.01066461230504
"48","GB46919",33,53,54,42,38,23,41,53,47,63,73,74,-0.899120634906784,2.38170651703691,-3.8147482209232,0.00208889725858265,0.813397467763522,-4.10609308668292
"49","GB47482",256,277,354,243,431,285,80,136,178,185,239,207,0.512253183316758,4.59556710570918,3.81035976390539,0.00210652420774298,0.813397467763522,-3.63524842828588
"50","GB47569",31,36,42,37,28,33,14,40,42,65,72,40,-0.680864685462817,2.04539842819751,-3.20635347009132,0.0067603693965156,0.813397467763522,-4.24489555978246
"51","GB48020",1711,14246,24098,8348,18895,7036,9563,34984,51234,23179,30870,17060,-1.81876251421484,10.6854381884111,-3.5127287230465,0.00373506728430015,0.813397467763522,-4.13838285661148
"52","GB48068",156,102,176,97,215,192,138,333,383,234,356,172,-1.1214899421259,4.41005991163657,-3.96882510076336,0.00155666983242749,0.813397467763522,-3.6227598339141
"53","GB48216",543,774,977,449,1128,602,438,582,1056,1039,1136,1066,-0.632423083370202,6.3934856973267,-3.63509219710215,0.00294967160658243,0.813397467763522,-3.68942579040414
"54","GB48415",65,92,79,61,55,40,48,61,88,99,130,105,-0.806051309556424,3.00251785762411,-3.57910954303511,0.00328579529943053,0.813397467763522,-4.02955226065104
"55","GB48475",30,21,33,30,34,77,2,3,12,27,12,20,1.38811032551397,0.99787236609353,3.36822082446534,0.00493990082401966,0.813397467763522,-4.3359030986961
"56","GB48476",41,39,38,28,30,67,3,4,26,16,19,23,1.22302705525345,1.25464325275883,3.17619399512475,0.00716748398495842,0.813397467763522,-4.33567835681617
"57","GB48481",503,595,732,503,966,631,125,245,297,961,340,373,0.585993737352215,5.6315978599946,2.83396765375523,0.0138990977336017,0.813397467763522,-3.9338875079415
"58","GB48555",68,61,149,118,79,199,24,22,61,35,43,36,1.19666917494306,2.71817465158896,3.70540529387768,0.00257642345819963,0.813397467763522,-4.0775522971042
"59","GB48623",582,283,597,806,709,412,79,164,214,658,309,289,0.761348104273914,5.27371275865231,2.7783333910179,0.0154713563614642,0.813397467763522,-3.9594554654709
"60","GB48832",54,71,79,39,180,96,147,399,359,105,249,151,-1.74092799959272,3.79806293337109,-3.6464224854927,0.00288600585117307,0.813397467763522,-3.87740421942863
"61","GB48842",7,258,1385,18,94,448,402,640,360,1295,286,1085,-2.60060656506752,4.80611913703816,-2.79199192167679,0.0150699095454555,0.813397467763522,-4.04112445826852
"62","GB49386",242,198,226,243,129,87,25,44,45,109,148,80,1.00194844429835,3.5358384169721,2.7800544919615,0.0154201987008348,0.813397467763522,-4.14115204907741
"63","GB49469",59,63,98,98,98,112,12,18,40,105,44,58,0.743988794931967,2.62532331611323,2.95367481818845,0.0110300735225488,0.813397467763522,-4.22217595982268
"64","GB50028",117,175,266,175,136,167,57,256,271,240,259,211,-0.631200445735361,4.29942770432909,-2.86051031943853,0.0132053996137641,0.813397467763522,-3.97952415609621
"65","GB50050",127,160,205,148,156,130,116,216,215,190,252,150,-0.626717137143138,4.19812209403963,-3.2576090228369,0.00612085169412135,0.813397467763522,-3.86248784914121
"66","GB50086",36,57,29,27,30,27,24,32,50,51,84,60,-0.900918986410697,2.11608588004842,-3.32564408506162,0.00536464730752395,0.813397467763522,-4.21877637331978
"67","GB50201",31,35,79,48,66,75,15,11,43,45,23,27,0.718292322357879,1.98150323159526,2.75656867254912,0.0161328135154081,0.813397467763522,-4.325703143631
"68","GB50413",133,259,319,266,313,159,121,196,254,356,452,329,-0.577575664165396,4.74551294181902,-3.23043730964995,0.00645194235953976,0.813397467763522,-3.79257881196538
"69","GB50482",2787,2417,4911,6429,5755,7644,692,1700,2899,4352,1915,1949,0.863477458496945,8.35471126350778,3.22761963015322,0.00648728650284696,0.813397467763522,-4.01493201639012
"70","GB50655",290,245,316,560,395,518,76,189,214,349,164,191,0.640905638840259,4.82041603323209,2.88849329928017,0.0125109712845814,0.813397467763522,-3.93125257749284
"71","GB50746",20,36,30,29,31,22,19,37,39,45,50,40,-0.794418057183635,1.81948596248083,-4.35608908972116,0.000750412286666457,0.813397467763522,-4.1312771195785
"72","GB50860",17,13,31,18,30,25,4,6,10,18,9,14,0.786755422095277,0.661016191706759,3.46844193662284,0.00406889591053562,0.813397467763522,-4.34849161145603
"73","GB50997",241,268,416,370,455,413,92,140,253,369,257,246,0.361449507099398,4.87985394699569,2.90119224805847,0.0122078304732896,0.813397467763522,-3.91375124834578
"74","GB51133",504,662,1041,774,892,831,212,334,485,861,598,582,0.324097659379996,6.02966315370177,2.81524789494417,0.0144097681099691,0.813397467763522,-3.95283339295646
"75","GB51238",623,687,1607,2065,724,1225,335,309,409,589,662,635,0.76296911216931,6.25341480201246,2.79809831568203,0.0148937546382494,0.813397467763522,-3.98030432026723
"76","GB51299",32,138,478,187,253,199,123,252,563,463,333,242,-1.16039253564499,4.59349921455003,-2.94066070792899,0.0113112054578381,0.813397467763522,-3.92998018260171
"77","GB51409",34,16,54,30,63,81,4,2,17,36,16,20,1.36997153700313,1.25685363931317,2.89570376558284,0.0123379483794935,0.813397467763522,-4.369042811655
"78","GB51641",27,55,57,119,123,127,5,19,27,56,24,52,1.14050132266446,2.21835539821761,2.84690593056808,0.0135565869222857,0.813397467763522,-4.29287303046666
"79","GB51648",13,15,4,13,10,6,9,13,14,18,24,17,-1.09345336257534,0.435081624220573,-3.00385606059628,0.0100093391160742,0.813397467763522,-4.4072303076901
"80","GB51967",33,39,52,52,59,74,8,17,25,58,24,24,0.716531275248366,1.88178222182208,3.15680150656973,0.00744210740301738,0.813397467763522,-4.27558208478717
"81","GB52078",91,67,200,168,208,179,28,26,72,141,71,89,0.796164709019998,3.33645591350033,2.84782477374972,0.0135325809456623,0.813397467763522,-4.14613973219674
"82","GB52321",313,369,511,368,442,521,111,162,190,287,308,328,0.551782841986528,5.0297618075049,3.9261463775648,0.00168846464153464,0.813397467763522,-3.55257768625711
"83","GB52658",782,768,760,413,572,517,481,718,967,953,1330,865,-0.840215376068613,6.30563443316324,-3.76317225331284,0.00230592055464694,0.813397467763522,-3.63964684607009
"84","GB52827",295,367,486,427,581,480,142,201,239,505,302,296,0.337389150367764,5.19286550456475,2.84015902221422,0.0137341466550401,0.813397467763522,-3.92348760172512
"85","GB52836",17255,17950,4981,5177,7274,12961,955,2215,3086,7835,4709,4013,1.28713458473712,9.22588904058916,3.08920983986411,0.0084839761223347,0.813397467763522,-4.1189153566933
"86","GB52973",357,463,850,569,876,619,426,484,900,1096,629,665,-0.561261071010083,6.10008197830452,-3.57972222128203,0.00328191411894989,0.813397467763522,-3.67550847857319
"87","GB53082",5,17,11,13,5,6,9,16,18,12,22,21,-1.20485573636056,0.397572355497148,-3.3327336302426,0.00529145496310936,0.813397467763522,-4.38043992363701
"88","GB53347",9,16,33,19,38,47,15,77,79,60,40,25,-1.17523442943826,1.80290677003094,-2.97663803843369,0.0105507819410073,0.813397467763522,-4.30765185527413
"89","GB54240",95,101,91,103,93,43,59,110,115,105,173,107,-0.711773210835331,3.38036887898985,-2.7676653697921,0.0157921817296299,0.813397467763522,-4.15044937580682
"90","GB54336",73,69,76,65,84,54,41,78,97,81,105,89,-0.551361165891721,3.02410045276558,-3.07324148356365,0.0087506160192239,0.813397467763522,-4.1311026535356
"91","GB54418",108,292,798,202,421,761,796,709,354,672,597,1055,-1.36324806307753,5.7055559210133,-3.01191638574755,0.00985434959370716,0.813397467763522,-3.86360957903881
"92","GB54441",11,10,20,9,3,15,12,12,23,20,16,20,-1.10315451704608,0.547066107109232,-2.81017221020767,0.01455137941773,0.813397467763522,-4.41978589063713
"93","GB54691",572,798,770,517,673,401,455,605,665,685,1130,736,-0.580422018112968,6.13934215711655,-2.73040573422083,0.0169646472892921,0.813397467763522,-3.98619821120816
"94","GB55121",9,18,24,47,59,47,3,11,24,10,7,11,1.21695654343634,0.879591682998238,2.7644138916675,0.0158912549436422,0.813397467763522,-4.40594764971281
"95","GB55490",333,421,735,1105,1123,1357,100,210,356,948,280,290,0.949243288965139,5.66707024661088,2.84457473983624,0.0136176804884853,0.813397467763522,-3.94179902405157
"96","GB55511",256,279,394,227,282,258,94,117,212,199,202,189,0.405236673447964,4.53812420927425,2.85810400227994,0.0132668582163288,0.813397467763522,-3.95929263881464
"97","GB55614",61,197,173,147,117,161,27,48,45,92,51,75,0.959654421661845,3.2040776137977,3.87276663828355,0.00186951146934412,0.813397467763522,-3.9442580524343
"98","GB55682",10,27,37,29,31,17,25,21,50,50,35,28,-0.837132156331578,1.62246131738332,-3.19958125147401,0.00684972460622996,0.813397467763522,-4.29327422986342
"99","GB55769",147,152,159,155,151,95,98,134,166,181,184,188,-0.508866706468776,4.01822688122165,-3.02318712771982,0.0096416126513569,0.813397467763522,-3.96753156835702
"100","GB55997",98,109,167,385,151,149,30,56,33,128,87,79,0.967259125448244,3.42578556457353,2.91036579524729,0.011993365675253,0.813397467763522,-4.12039251899565
