"","ID","NP.1","NP.2","NP.3","NP.5","NS.3","NS.6","NP.4","NP.6","NS.1","NS.2","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"30","GB53396",25,13,39,37,43,77,60,80,231,154,308,282,-1.39793484993743,3.54053606175877,2.87114562200728e-05,0.00948714901425496
"31","GB53935",155,295,184,374,161,154,192,194,180,108,123,120,1.57682182079851,4.86174539533302,3.10188037191225e-05,0.00948714901425496
"32","GB41680",36,40,67,73,58,207,155,174,447,459,612,505,-1.36768311264386,4.59260547787836,3.9171234423344e-05,0.00962630592392215
"33","GB42615",464,661,412,1167,471,365,448,528,432,232,336,280,1.58453073810744,6.21490150909243,3.90711343017004e-05,0.00962630592392215
"34","GB53962",8,3,6,10,6,32,16,35,65,94,164,89,-1.84022177830896,2.20224652588916,3.89708620094681e-05,0.00962630592392215
"35","GB54723",17,2,32,34,38,34,77,62,220,155,258,242,-1.44516067856397,3.30658846089314,3.96610603104503e-05,0.00962630592392215
"36","GB41138",17,6,44,26,43,65,52,55,238,163,328,132,-1.56529816137721,3.30712955030478,4.23058163322775e-05,0.00976430013061762
"37","GB53206",60,23,71,57,72,163,139,137,414,394,481,414,-1.28028195597799,4.38896080877559,4.25284408278813e-05,0.00976430013061762
"38","GB47266",249,168,308,432,235,205,294,295,235,204,206,158,1.16402638121224,5.11962015280084,4.40698058758142e-05,0.00985192107671163
"39","GB40075",26,11,40,42,50,111,54,85,244,174,294,219,-1.40750739887317,3.55290309582461,5.04300282520862e-05,0.0100986991222598
"40","GB43579",46,28,179,233,109,313,249,278,888,1194,1015,885,-1.51899883790793,5.4851424441656,5.11968284198385e-05,0.0100986991222598
"41","GB45208",211,224,181,503,228,134,175,255,221,114,127,111,1.44871670243845,4.9382665156885,4.84718379663792e-05,0.0100986991222598
"42","GB48068",243,851,194,316,162,168,156,102,176,97,215,192,2.19387846504458,5.55455569883697,5.08041681206032e-05,0.0100986991222598
"43","GB54738",8,0,8,11,20,24,30,30,103,66,136,78,-1.65730276789345,2.17198274944637,4.77905105678793e-05,0.0100986991222598
"44","GB55293",52,33,88,80,98,242,157,191,420,426,601,481,-1.2512431293623,4.63873697262371,5.23063874490206e-05,0.0100986991222598
"45","GB44178",16,9,44,24,26,67,46,67,229,144,209,277,-1.51201943994668,3.31557737655734,5.60635412458791e-05,0.0101966888191407
"46","GB51207",8,4,28,17,29,62,31,59,141,137,174,123,-1.57040146470188,2.82747244955038,5.64148763389775e-05,0.0101966888191407
"47","GB53008",12,8,27,14,41,51,74,107,199,177,174,242,-1.29576696833214,3.28566276068614,5.56542631953954e-05,0.0101966888191407
"48","GB40312",105,36,177,224,158,394,248,389,903,836,1025,933,-1.22819041612963,5.52779225139625,8.96845324560147e-05,0.0103226945477487
"49","GB40594",18,11,39,47,33,53,62,103,294,142,241,247,-1.18278392075572,3.46014435534597,7.54045282743543e-05,0.0103226945477487
"50","GB41733",950,1190,850,2376,971,628,648,978,956,484,596,510,1.5369299554051,7.14893508334385,8.30728024372453e-05,0.0103226945477487
"51","GB41894",23,8,39,39,70,108,105,144,281,179,326,306,-1.26869048909077,3.80411788203375,9.23719809231984e-05,0.0103226945477487
"52","GB42747",18,4,42,30,35,73,54,62,176,169,272,183,-1.45764016426235,3.26745213482667,7.77449484315092e-05,0.0103226945477487
"53","GB43442",245,191,260,461,256,169,226,304,237,184,185,219,1.13010365819812,5.10916063370152,8.92614585822816e-05,0.0103226945477487
"54","GB43456",15,8,22,24,19,87,77,130,235,166,383,201,-1.38054675993908,3.50297005515722,9.00355909927121e-05,0.0103226945477487
"55","GB45131",8,3,15,22,27,42,39,50,92,121,158,100,-1.38296252011701,2.58468914541363,6.15509975794093e-05,0.0103226945477487
"56","GB45733",47,19,38,57,64,157,99,179,409,211,491,415,-1.3346426863207,4.21312131946378,6.53328914511577e-05,0.0103226945477487
"57","GB45812",33,12,47,54,77,152,96,146,270,242,326,346,-1.28526957533996,3.97542996974829,8.98243989082452e-05,0.0103226945477487
"58","GB46196",62,22,71,105,93,171,157,192,462,400,540,398,-1.10802718570436,4.52733725675129,6.00832352186776e-05,0.0103226945477487
"59","GB46595",62,194,114,235,100,102,80,96,78,86,51,55,1.57482864599932,4.06282015340556,8.0603868780645e-05,0.0103226945477487
"60","GB47541",276,757,596,358,175,404,431,183,157,114,365,156,1.96366630390014,5.84449964018101,7.97525981301025e-05,0.0103226945477487
"61","GB47597",95,78,149,216,98,69,91,112,101,99,88,86,1.16114505808189,3.90137044161689,6.90903622647545e-05,0.0103226945477487
"62","GB49085",209,342,271,447,250,250,305,290,201,193,200,160,1.35375361230134,5.29338709074705,8.11385421665701e-05,0.0103226945477487
"63","GB49730",4,1,30,3,21,35,27,30,149,119,213,107,-2.08458411492507,2.63520992251764,6.57983020833262e-05,0.0103226945477487
"64","GB50020",26,8,51,51,47,91,85,104,243,233,375,203,-1.23036321305842,3.69860179206329,9.41318419008585e-05,0.0103226945477487
"65","GB50406",44,10,56,47,62,135,126,145,341,236,458,382,-1.27846034730205,4.12057657395263,8.43188132803075e-05,0.0103226945477487
"66","GB50870",534,866,670,1540,629,544,512,690,633,380,523,447,1.40925520711208,6.64381577893485,9.47816568245319e-05,0.0103226945477487
"67","GB51134",23,17,44,36,56,139,91,108,252,223,323,261,-1.33129864251721,3.77905782594664,7.16564458942649e-05,0.0103226945477487
"68","GB51552",97,248,114,366,115,62,83,156,168,84,103,54,1.78449525005669,4.43263832985365,7.38539289754997e-05,0.0103226945477487
"69","GB51998",17,15,23,23,34,86,42,63,170,150,239,161,-1.47012094703249,3.17152616403125,7.95109838546036e-05,0.0103226945477487
"70","GB52712",5,0,11,6,19,25,30,28,80,66,113,72,-1.62057247478384,2.02463335906861,8.88895942670059e-05,0.0103226945477487
"71","GB52837",22,11,73,140,23,174,15662,391,138,126,268,466,4.15912435466061,7.45473522019263,8.74063122706619e-05,0.0103226945477487
"72","GB52975",103,47,126,87,142,235,286,330,735,595,805,764,-1.06396185007967,5.19768757879067,8.4120143373826e-05,0.0103226945477487
"73","GB53037",874,1610,1109,3400,998,797,933,1099,1248,573,790,726,1.61887162975092,7.48186923374907,8.16327983185813e-05,0.0103226945477487
"74","GB54040",34,6,41,41,41,95,52,91,253,195,371,208,-1.44519549043755,3.60192520210626,9.02594795489723e-05,0.0103226945477487
"75","GB54148",114,178,97,428,161,89,77,126,137,55,85,71,1.50682622776997,4.35435530464876,8.52569459204365e-05,0.0103226945477487
"76","GB54198",14,13,42,43,42,85,44,70,203,136,237,277,-1.43944078642427,3.39687263219456,9.17745789905939e-05,0.0103226945477487
"77","GB55426",228,76,342,344,384,480,967,1283,2251,2090,2931,3869,-1.32237429617192,6.9678926640686,5.8949685792362e-05,0.0103226945477487
"78","GB55782",3519,7611,2358,8725,3295,1651,1947,2998,3408,1314,1850,1877,2.00036304239188,9.19321365847679,6.64854515413886e-05,0.0103226945477487
"79","GB40032",265,514,338,639,298,290,336,385,345,261,273,260,1.38568754254667,5.73438891169407,0.000105876487772794,0.0109288461742004
"80","GB40504",28,12,55,81,68,113,109,148,304,230,366,359,-1.13847740676785,4.01233016518462,0.000103919092565617,0.0109288461742004
"81","GB41068",833,1051,947,2007,859,774,740,1010,867,579,707,608,1.35806534793889,7.08535980824058,0.000126881825060127,0.0109288461742004
"82","GB41161",319,306,293,666,308,321,348,369,351,223,313,227,1.1418698268377,5.58248433789446,0.000118096079308615,0.0109288461742004
"83","GB41895",36,19,65,49,91,141,178,199,412,264,424,408,-1.07473215977394,4.30090003267232,0.000114278073360015,0.0109288461742004
"84","GB42926",283,417,253,722,307,190,246,378,345,213,295,219,1.3860675433654,5.58359784488153,0.000122747685263857,0.0109288461742004
"85","GB43145",44,11,56,31,42,79,49,114,317,234,442,246,-1.40433326385374,3.81193228344923,0.000123293903715027,0.0109288461742004
"86","GB44183",69,40,140,179,122,307,172,222,648,526,688,646,-1.16697957349375,5.02752310107886,0.000119514488737776,0.0109288461742004
"87","GB44253",14,3,10,14,11,20,25,48,94,70,193,111,-1.41669749429293,2.4065839198774,0.000114456996052226,0.0109288461742004
"88","GB44586",250,396,292,953,303,262,282,362,399,253,255,226,1.34241577833548,5.67249991485724,0.000105902613813838,0.0109288461742004
"89","GB45380",469,352,529,1210,376,433,480,549,587,361,518,392,1.14589072647013,6.15179871801986,0.000120678205128094,0.0109288461742004
"90","GB45408",85,36,136,234,180,292,298,294,721,626,1021,718,-1.09122100675149,5.31228179341927,0.000114698848009018,0.0109288461742004
"91","GB45434",319,829,379,1378,374,275,238,411,620,251,341,294,1.66152988007186,6.21827519224942,0.00012586594244404,0.0109288461742004
"92","GB48306",26,9,39,43,75,96,85,117,222,211,314,188,-1.20047813366086,3.63972357532583,0.000127363834166667,0.0109288461742004
"93","GB48484",1020,1726,973,2593,1047,854,894,1207,1168,558,758,719,1.57320788400403,7.45807272320913,0.000122093446232797,0.0109288461742004
"94","GB50167",523,860,467,1328,543,426,418,643,597,352,452,341,1.50127977379335,6.4806223886833,0.000111304044739644,0.0109288461742004
"95","GB50408",2045,3932,2168,8499,2034,1462,1386,2556,3299,1338,1990,1168,1.7347490424568,8.66690224529282,0.000123547818455578,0.0109288461742004
"96","GB53598",17,14,27,30,40,51,43,65,321,139,246,90,-1.40721051159228,3.2056416154811,0.000108534456664307,0.0109288461742004
"97","GB53918",312,424,283,1123,318,241,284,431,481,212,321,270,1.4131994816657,5.81391500758045,0.000122565886562184,0.0109288461742004
"98","GB54240",97,152,147,231,120,153,95,101,91,103,93,43,1.2227290800601,4.16843100057113,0.00010982210444524,0.0109288461742004
"99","GB54312",222,281,261,587,261,239,281,306,258,182,250,261,1.16030130236244,5.33301702729363,0.000127072383289894,0.0109288461742004
"100","GB44931",190,214,220,640,240,210,224,257,302,167,203,153,1.15015682023707,5.13523657828824,0.000130294350948534,0.0110685051130779
"101","GB40647",11,2,27,14,19,50,52,36,169,95,178,123,-1.48295687735814,2.74424922581716,0.000132711107900323,0.011162186748646
"102","GB46689",66,33,138,153,134,250,238,273,653,548,659,524,-0.993259790427986,4.9907818420846,0.000136156343128072,0.0112735576780244
"103","GB50033",217,299,222,648,279,246,170,282,308,167,197,132,1.22189895374074,5.27281485662578,0.000136689398568159,0.0112735576780244
"104","GB41412",264,270,284,796,290,274,297,372,376,193,287,257,1.14959889623308,5.51706081714063,0.000139056678967334,0.0113585239214183
"105","GB55481",42,20,58,49,83,81,87,88,366,198,317,248,-1.16076360724525,3.84821350610991,0.000143244012195274,0.0115891227009414
"106","GB53110",22,7,39,30,64,154,67,61,174,421,254,119,-1.78980877686035,3.63534579461808,0.000144934648008384,0.0116152814606719
"107","GB48114",9,5,22,15,27,50,34,52,111,89,134,111,-1.30110101051081,2.56701891160733,0.000148705572282529,0.0117053552915313
"108","GB48958",4127,6206,3356,10660,4285,2668,2823,4248,4591,1914,2495,2206,1.62380134228622,9.34170863968327,0.000150019354802825,0.0117053552915313
"109","GB55298",3248,5350,2598,6953,3371,1939,1958,2838,3483,1552,1797,1517,1.65058292646257,8.95863566851069,0.000150192316277447,0.0117053552915313
"110","GB40629",40,10,49,54,73,154,106,268,564,226,406,491,-1.31207200634335,4.34679485237685,0.000155892843909372,0.0120006243738976
"111","GB43187",2096,3169,2175,5955,2419,1492,1818,2221,2520,1053,1569,1491,1.53138247923771,8.48109734300654,0.000159631613213706,0.0120006243738976
"112","GB43786",118,23,161,150,160,332,236,380,935,656,1294,621,-1.25452801879659,5.40147901264147,0.000158863020936751,0.0120006243738976
"113","GB54914",322,483,376,908,335,393,429,509,463,264,352,341,1.27585301335127,5.9589997198846,0.000157352622342757,0.0120006243738976
"114","GB41888",19,9,41,23,35,112,60,67,166,167,256,199,-1.43465214636075,3.34165702524168,0.000165411863847494,0.0123260858191619
"115","GB52685",1948,2942,1873,3852,2070,1113,1627,2090,1986,1119,1362,1195,1.55805389525536,8.24719304059704,0.000170332738652384,0.0125824053465392
"116","GB41282",23,13,43,51,74,65,92,76,236,178,221,224,-1.09620973643196,3.5299585068807,0.000173153490950019,0.0126805078070725
"117","GB45593",10,13,42,45,47,76,96,72,228,186,248,196,-1.17900426993821,3.45752526496949,0.000176400918844492,0.012807912868239
"118","GB49872",46,8,45,49,51,89,94,116,307,210,396,245,-1.1735458371725,3.82505406066329,0.000181302500826723,0.0129425608783447
"119","GB51210",16,10,27,27,31,91,53,54,155,109,206,169,-1.3467971859617,3.07472253915616,0.000180556105139415,0.0129425608783447
"120","GB43077",158,63,245,188,276,419,490,592,1227,1000,1291,1246,-1.02689605172881,5.95175045360408,0.000186465024535335,0.012983773634653
"121","GB51624",369,657,432,1398,391,404,551,596,669,343,380,356,1.45234437188352,6.30856676069585,0.000184297230122059,0.012983773634653
"122","GB53568",14745,23289,13000,37341,16805,7981,11359,14769,15791,6011,8704,9035,1.66271374978594,11.2097599982809,0.000185441798244224,0.012983773634653
"123","GB40808",180,106,347,433,518,954,659,882,2519,1305,1903,2452,-1.29428565374252,6.70190481281648,0.00020736660017698,0.0131461139440556
"124","GB43575",51,25,158,150,114,311,255,375,488,732,1443,674,-1.30777682172229,5.30330865460878,0.000201340117820542,0.0131461139440556
"125","GB46534",363,791,485,1740,370,490,230,538,707,288,488,311,1.50860506415443,6.39967142037638,0.000200239264366097,0.0131461139440556
"126","GB47473",1334,2653,1397,3590,1630,1151,1304,1608,1662,953,1043,1032,1.54073806907822,7.99308393546325,0.000206631037258287,0.0131461139440556
"127","GB48789",17,10,21,20,30,87,28,54,152,117,136,143,-1.45712446857143,2.88077073876235,0.000191684471912513,0.0131461139440556
"128","GB50210",561,652,520,1323,601,389,510,562,706,331,363,411,1.34187908078185,6.41812792811879,0.000200586025432907,0.0131461139440556
"129","GB50962",106,27,143,109,118,258,310,353,783,792,729,668,-1.04967944982133,5.23323538233893,0.000206411495066656,0.0131461139440556
"130","GB51041",18,2,21,19,43,47,43,72,149,98,161,182,-1.37162792861368,2.9134103184632,0.00020464035504511,0.0131461139440556
"131","GB54344",339,424,371,967,364,455,420,472,456,301,349,323,1.14764891453045,5.95431373029079,0.000206798690744874,0.0131461139440556
"132","GB54935",32,7,29,42,24,105,34,107,297,215,208,266,-1.50021899219697,3.54616448976328,0.000206165362969226,0.0131461139440556
"133","GB55160",70,12,187,116,113,253,197,238,1016,581,731,659,-1.38503558094446,5.11479368453879,0.00020516153471872,0.0131461139440556
"134","GB56016",1025,1029,947,2549,1021,772,945,1225,1148,619,680,622,1.38702577471137,7.25274752731356,0.00019260488187733,0.0131461139440556
"135","GB44683",6932,8349,8549,19631,8617,4942,5015,7553,7970,3933,5226,4371,1.41164037467534,10.142974806972,0.00021068018711382,0.0131597660994993
"136","GB45545",1776,2602,1477,5904,1841,1335,1197,1879,2418,1079,1329,982,1.53501547593263,8.22822930500891,0.000209335303048616,0.0131597660994993
"137","GB40676",36,20,55,59,51,166,88,111,282,247,372,245,-1.19707077782802,3.92718791262029,0.000218254154954734,0.0132503903119717
"138","GB44031",55,13,139,106,135,211,152,195,529,471,581,458,-1.24352942164015,4.71148301706708,0.000223049536740665,0.0132503903119717
"139","GB46478",47,29,75,65,114,155,180,185,459,332,350,361,-0.971757318731609,4.38016911105111,0.000218500415471561,0.0132503903119717
"140","GB48610",1585,3209,1089,4341,1616,1263,1062,1741,1917,923,1102,1061,1.65130684315465,8.13963971946864,0.000215372811085944,0.0132503903119717
"141","GB53139",36,9,88,108,77,131,95,169,542,274,436,399,-1.26294202060573,4.31279371037593,0.000220064330379412,0.0132503903119717
"142","GB54053",4,4,23,18,19,57,13,26,88,108,115,69,-1.71159271068454,2.30261798434307,0.000221548409043216,0.0132503903119717
"143","GB55578",95,45,113,106,114,243,223,413,720,432,865,750,-0.994476788107917,5.13740004462864,0.000220955078499234,0.0132503903119717
"144","GB47972",111,108,51,323,66,43,106,107,148,43,66,81,1.66401006558494,3.90918491145532,0.000228136896016892,0.0133656753907827
"145","GB53955",180,211,260,493,243,200,204,287,287,213,224,175,1.00712858733705,5.10526989404559,0.000226705663194469,0.0133656753907827
"146","GB47743",10,11,35,36,44,79,55,77,239,118,211,133,-1.23448753626058,3.19525847730945,0.000232727089836742,0.0135412097819392
"147","GB40225",4,8,21,27,17,68,15,46,206,95,139,98,-1.67629926804186,2.68728353308604,0.000260175347971136,0.0136015563944898
"148","GB40546",45,109,52,107,63,39,50,60,42,47,46,36,1.5250717106103,3.2044239222944,0.000254665704048435,0.0136015563944898
"149","GB41110",76,74,131,583,26,65,34,110,48,93,136,88,1.83296146853465,4.04073265809947,0.00024318832346234,0.0136015563944898
"150","GB42327",28,5,71,45,42,117,67,103,221,278,411,263,-1.42436601895247,3.81426572993866,0.000254373497344786,0.0136015563944898
"151","GB43612",9,1,14,8,8,28,24,33,67,68,118,81,-1.38401932992734,2.04640255642521,0.000277619063027942,0.0136015563944898
"152","GB43815",246,146,382,528,253,330,346,383,276,235,272,229,0.955359486207673,5.3341269799945,0.000262174394091201,0.0136015563944898
"153","GB44117",43,4,37,26,40,90,98,125,276,193,377,340,-1.34203660643345,3.80239834459891,0.000273282432570625,0.0136015563944898
"154","GB44600",224,230,252,589,280,230,230,293,300,224,255,221,0.986319320761896,5.26945106065014,0.00027352706314013,0.0136015563944898
"155","GB44608",3002,5162,2468,12304,3675,2373,1884,3363,4150,1517,2536,1917,1.59668157890785,9.14070751510327,0.000261443264391898,0.0136015563944898
"156","GB44962",18,5,14,25,32,33,46,49,160,78,201,88,-1.20967286502536,2.71368751285062,0.000295466915845943,0.0136015563944898
"157","GB45517",61,39,149,138,122,250,183,261,648,404,650,537,-0.990754878382383,4.90324833553279,0.000298824054135638,0.0136015563944898
"158","GB45629",5611,9722,5301,17537,6774,4700,4675,5870,7459,3471,4871,3743,1.49140064690733,10.0012426146657,0.000296775950012911,0.0136015563944898
"159","GB47052",13,5,18,30,44,56,56,73,242,82,133,149,-1.26081705995365,2.97683469447758,0.00026784436204285,0.0136015563944898
"160","GB47612",124,115,109,326,132,104,130,161,162,112,100,103,1.13880104268192,4.28786914685775,0.000247387822416748,0.0136015563944898
"161","GB47812",18,15,47,70,54,112,89,109,287,250,258,184,-1.09939776860262,3.70809261963559,0.000273973592890983,0.0136015563944898
"162","GB48262",30,12,55,32,45,106,84,105,225,194,313,249,-1.16653924980618,3.66504010148989,0.000247062933377031,0.0136015563944898
"163","GB48293",927,1302,1000,3067,955,838,829,1117,1393,752,867,676,1.38520553588807,7.38299249328104,0.000245338995987026,0.0136015563944898
"164","GB48400",74,72,90,176,83,94,68,74,95,46,68,66,1.01191744136731,3.5734635643239,0.000292381978121146,0.0136015563944898
"165","GB48512",39123,18468,31947,65149,30895,20529,29319,34483,27300,14339,21617,12330,1.42552724488943,12.0144228388024,0.000288638085156034,0.0136015563944898
"166","GB48781",196,241,284,494,249,234,252,316,290,238,255,214,1.00608591273416,5.24202830929017,0.000241592467906911,0.0136015563944898
"167","GB48956",9813,19572,6637,15708,10661,4239,5680,7514,9317,3930,4751,5064,1.78015747673048,10.5521696367375,0.000267161358842525,0.0136015563944898
"168","GB50025",158,175,117,290,123,107,111,164,202,98,163,101,1.23657170048375,4.45496953561533,0.000240673038831658,0.0136015563944898
"169","GB50253",423,715,420,1419,409,441,411,597,648,492,459,322,1.36548547793837,6.36805401913932,0.000286715953330584,0.0136015563944898
"170","GB50690",57,46,143,160,163,310,291,350,811,512,637,681,-0.974954570639482,5.17508468659225,0.000262867025539608,0.0136015563944898
"171","GB50787",68,15,84,82,90,229,193,164,311,391,738,554,-1.29266006533892,4.64653432241457,0.000256639525563909,0.0136015563944898
"172","GB50828",58,24,44,50,40,123,104,236,375,418,462,374,-1.1297446569602,4.30012834327867,0.000246092606736899,0.0136015563944898
"173","GB51058",109,18,143,212,153,189,245,335,1385,551,1034,598,-1.21028307723288,5.34696952828355,0.00028998181667598,0.0136015563944898
"174","GB51118",533,990,733,1682,785,629,580,826,723,501,565,399,1.34947863026416,6.80982076217563,0.000269682696556683,0.0136015563944898
"175","GB51206",10774,17483,8294,28990,11645,5997,7880,12138,13785,5099,6701,6244,1.64467013917462,10.7866885835892,0.000289250092702567,0.0136015563944898
"176","GB51330",3561,5889,3160,10522,4039,2866,2926,3893,4591,1945,3043,2558,1.49506597335302,9.2933715671403,0.000289978906664045,0.0136015563944898
"177","GB52468",4362,6912,3857,10908,4628,2231,3429,5135,5878,1948,2963,2738,1.62834923214303,9.4783279172862,0.000292369554661209,0.0136015563944898
"178","GB53016",35,6,46,41,46,68,68,109,212,200,280,263,-1.16371522220707,3.57889169326818,0.00026909034828009,0.0136015563944898
"179","GB53150",70,34,147,128,153,267,224,259,539,473,799,460,-1.00155704333638,4.95353371984931,0.000264541420691137,0.0136015563944898
"180","GB53270",630,910,604,2609,688,526,596,848,1001,413,700,539,1.44904727112113,6.91481265733605,0.000289612865998599,0.0136015563944898
"181","GB53787",192,76,186,140,277,553,560,543,1138,1068,1490,1535,-1.18458428705195,6.06292612130701,0.000267670755151595,0.0136015563944898
"182","GB54152",229,99,245,300,424,654,563,643,1641,1120,2099,1217,-1.1088248846639,6.31161795157391,0.000282010665587152,0.0136015563944898
"183","GB54301",3976,5394,3266,10685,4385,3034,2940,4283,4361,1975,2928,2369,1.46968964008036,9.29844422330612,0.000253312098181036,0.0136015563944898
"184","GB54320",37,22,87,111,76,170,111,159,338,263,475,480,-1.1344003812048,4.33899288358936,0.00028623739816289,0.0136015563944898
"185","GB54964",881,2133,826,2987,1144,647,634,1172,1428,600,789,612,1.65389906194564,7.53275053456953,0.000299410364422555,0.0136015563944898
"186","GB55301",73,36,131,250,100,330,126,238,506,732,1335,719,-1.44270816490779,5.25680362496359,0.000235636775859494,0.0136015563944898
"187","GB55895",2065,3602,1573,5251,2361,1377,1464,2301,2511,998,1563,1231,1.57359179869492,8.44022848566541,0.000296397443722119,0.0136015563944898
"188","GB41251",101,88,152,239,115,129,148,147,130,101,122,128,0.943305601218356,4.1802263488789,0.000304665184111607,0.0136620149189697
"189","GB44068",245,330,231,408,240,234,195,273,282,229,249,199,1.11243680428087,5.26610932465508,0.000302516159246671,0.0136620149189697
"190","GB51555",11,5,46,34,25,48,44,49,213,154,186,126,-1.30316938629068,3.0249262914694,0.000305565960518451,0.0136620149189697
"191","GB44252",11,5,19,12,24,76,29,43,93,93,157,82,-1.49648794769293,2.54229929683301,0.000314752049473562,0.0137371237746603
"192","GB45496",710,812,498,1814,609,522,470,762,974,379,566,386,1.38422271276814,6.7008515043817,0.000313526225344628,0.0137371237746603
"193","GB48432",165,195,105,144,171,97,82,86,69,60,77,16,1.5339171048523,4.17204966715873,0.000315331269694968,0.0137371237746603
"194","GB50928",301,258,337,802,305,286,392,467,395,338,366,320,1.03676459649937,5.68066797993395,0.000312316036945648,0.0137371237746603
"195","GB54988",61,4,28,52,43,183,75,71,401,439,798,104,-1.98339563501064,4.19544581174508,0.000311369577989228,0.0137371237746603
"196","GB40452",55,16,104,100,91,150,87,138,448,324,445,329,-1.14853178674479,4.31321167870814,0.000322994202870422,0.0137776001834148
"197","GB44155",32,15,42,56,86,107,168,149,224,301,384,277,-0.997985091796874,4.01444930008963,0.000325991481679385,0.0137776001834148
"198","GB49900",17,9,27,13,10,27,30,45,224,94,153,155,-1.41357737745472,2.79098233451939,0.000322200198128973,0.0137776001834148
"199","GB51430",124,215,108,441,140,109,91,131,199,105,119,134,1.31983879609946,4.56525657319555,0.000322603712597557,0.0137776001834148
"200","GB54235",64,10,71,83,107,181,125,176,440,330,430,343,-1.17689498220384,4.35871840579689,0.000324833165689835,0.0137776001834148
