"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"51","GB47354",3,8,24,2,5,5,37,55,34,33,34,29,-1.60798556637107,1.17081172116446,-4.48548947646992,0.000530357926614053,0.0872467759311147,-0.157829572041096
"52","GB48343",18,124,15,13,25,22,140,359,180,122,377,188,-2.05776114590678,3.44406202889551,-4.51668752051613,0.000499861545679982,0.0872467759311147,0.0904809519781624
"53","GB48747",5,33,74,30,13,28,13,20,5,4,12,5,2.37734285145024,1.101557843574,4.56340973639662,0.000457531224501944,0.0872467759311147,-0.0408305060855545
"54","GB49168",35,70,71,45,43,74,53,65,65,78,32,36,0.985629699808906,3.00371738163618,4.5007366936026,0.000515221019096196,0.0872467759311147,0.0645870588344293
"55","GB51220",14,47,12,25,25,10,80,179,94,86,163,75,-1.5434899862562,2.77720383606168,-4.48540300274519,0.000530445069555502,0.0872467759311147,0.0186504483321919
"56","GB51482",486,553,347,208,266,302,1700,1957,1046,1817,1405,863,-1.10250671881243,6.694104461297,-4.52662596490657,0.000490530986005683,0.0872467759311147,0.0982309582909675
"57","GB51790",21,82,30,44,24,38,139,183,182,121,132,147,-1.07553866024897,3.46047521184993,-4.55705784911698,0.000463061719181037,0.0872467759311147,0.165566268952221
"58","GB53064",700,882,700,370,431,727,2816,2953,2052,2635,1601,1567,-0.919131454845259,7.43400615159901,-4.48043240400985,0.000535479015909265,0.0872467759311147,0.0277863255206787
"59","GB53345",74,173,49,76,43,72,221,374,318,311,384,187,-1.04288205401377,4.44614772595683,-4.57087671445388,0.000451116885581478,0.0872467759311147,0.179957833230802
"60","GB55977",257,406,662,437,259,404,427,651,517,391,450,309,0.720415147538125,5.95127608860038,4.46388361634182,0.000552596324347986,0.0885351410992865,-0.0403931529733201
"61","GB41625",443,1681,230,230,249,414,2220,3430,2270,2532,3812,1588,-1.74001731268127,7.23500695156976,-4.43057605464426,0.000588778092252994,0.0891453240129048,-0.0619802515228951
"62","GB42046",26,24,80,10,11,67,9,16,11,2,15,12,2.48018378981101,1.29270936172951,4.40676279176272,0.000616134770023055,0.0891453240129048,-0.246486098417217
"63","GB45817",30,44,29,34,14,39,24,55,23,35,21,23,1.01161707745876,2.14701010918065,4.36566854715486,0.000666460668414519,0.0891453240129048,-0.205965343958845
"64","GB46880",13,12,11,24,11,32,14,11,8,7,9,9,1.61799512853979,0.922091890024417,4.40160009356467,0.000622236291355659,0.0891453240129048,-0.30351744877004
"65","GB47958",13,19,72,34,11,43,9,31,11,12,20,10,1.79755898998453,1.5456774778386,4.40560538766888,0.000617497269480137,0.0891453240129048,-0.20643881029864
"66","GB49038",190,220,228,163,125,235,199,325,234,268,239,212,0.5732498268536,5.00609949649892,4.41019070232346,0.000612117545956992,0.0891453240129048,-0.146430409642226
"67","GB49705",1030,752,1313,398,473,848,634,757,674,985,280,226,1.45263546435636,6.53840831302802,4.40258796829907,0.000621063982186422,0.0891453240129048,-0.133052731779621
"68","GB49794",94,179,77,139,51,123,291,643,346,334,425,256,-0.885100859682203,4.85592955246457,-4.37978239216843,0.000648715988636878,0.0891453240129048,-0.175350432501822
"69","GB49952",18,24,16,10,16,35,139,101,87,92,84,42,-1.27580929475968,2.59564518072449,-4.36470842522144,0.000667685772280156,0.0891453240129048,-0.189757614437019
"70","GB50904",129,324,185,94,103,90,395,1030,482,517,659,429,-1.05924448174751,5.36986213618507,-4.37387018461969,0.000656089235188637,0.0891453240129048,-0.19078738565848
"71","GB52656",356,922,337,236,222,182,1162,2584,1784,1058,1757,1800,-1.41970107449394,6.74939239187438,-4.4151276958904,0.00060637911565574,0.0891453240129048,-0.0988519886028616
"72","GB54480",66,119,513,122,230,225,62,126,146,77,108,54,1.83732778584948,4.21853457441069,4.3733322015667,0.000656764430378676,0.0891453240129048,-0.178645854626292
"73","GB45250",628,792,1554,850,500,1137,708,1278,727,653,727,949,0.974583727720954,6.96127137159363,4.33791964440719,0.000702818051575727,0.092550546983527,-0.237091869012633
"74","GB45073",671,1308,638,453,330,841,3241,3727,1880,1707,2537,2296,-1.02762312211166,7.55829978332175,-4.32746095969748,0.000717044952176188,0.0931480152063472,-0.241473288947285
"75","GB41495",592,761,640,165,284,535,2701,3295,1859,3106,1619,1281,-1.37435086341552,7.19475815483812,-4.29912386182184,0.000757097895249552,0.093307462397871,-0.298418692699595
"76","GB42908",17,31,64,41,121,37,17,30,4,9,22,18,2.43416447311757,1.9113371797363,4.30004362514394,0.000755762428160723,0.093307462397871,-0.340873505895913
"77","GB45732",170,368,98,108,74,164,623,898,469,518,660,517,-1.13523682013971,5.44882515515201,-4.31843645556685,0.000729558711332289,0.093307462397871,-0.290461017429394
"78","GB52723",162,243,129,64,99,168,471,725,441,550,472,333,-0.9349095935528,5.24868936960397,-4.29977221946005,0.000756156248741081,0.093307462397871,-0.327477096302286
"79","GB52716",251,1043,388,247,226,294,1072,4337,1638,989,1766,1423,-1.31359844215191,6.81088439061219,-4.28461164068243,0.00077849296544249,0.0947297832506158,-0.332969637977212
"80","GB50866",64,294,58,111,46,89,449,979,440,317,428,293,-1.33115570435908,4.90000452974006,-4.27426197504789,0.000794129760705911,0.095424617370824,-0.356881318233538
"81","GB42626",590,359,523,66,606,866,210,392,149,80,41,31,2.80087033227448,4.92818819372672,4.24395697426826,0.000841796633245829,0.0956902062467461,-0.421435777354433
"82","GB49862",3,15,5,3,3,6,35,65,38,16,23,22,-1.56402595897595,0.932277595550616,-4.25244891600565,0.000828150754860626,0.0956902062467461,-0.533005718141007
"83","GB51728",52,77,99,92,53,87,100,118,90,82,69,38,0.825604288018404,3.52109589676874,4.24337859404081,0.000842734395620089,0.0956902062467461,-0.386029486194237
"84","GB53617",152,208,252,211,104,238,220,319,264,258,227,190,0.557452025107233,4.99547119170165,4.26335202690036,0.000810962487444743,0.0956902062467461,-0.415545747428642
"85","GB55968",37,67,74,62,69,70,55,71,78,60,73,49,0.869181518438007,3.23802380634754,4.2413013153352,0.000846111258813421,0.0956902062467461,-0.383060401894928
"86","GB40162",43,91,84,38,23,56,164,362,185,204,160,97,-0.870229240238027,3.84335469153677,-4.1672949825245,0.00097592877654736,0.0957306462137732,-0.524728875884984
"87","GB42652",72,91,123,38,48,91,306,370,220,362,299,133,-0.950515874576184,4.37528621134575,-4.19934500942464,0.000917369533016755,0.0957306462137732,-0.485847875211115
"88","GB43143",193,409,199,138,115,207,495,1436,586,716,798,417,-0.861726610411147,5.76297448113801,-4.21106327901658,0.000896868938682824,0.0957306462137732,-0.490878433206076
"89","GB43369",24,59,20,41,34,55,223,209,119,138,181,98,-1.17660581084592,3.49257411308731,-4.17704606866741,0.000957717692312676,0.0957306462137732,-0.496381060906788
"90","GB46159",51,42,105,19,16,75,24,48,7,23,32,17,1.88813641431551,2.19361255810853,4.18479843399243,0.000943488103358876,0.0957306462137732,-0.503642656181969
"91","GB46680",16,27,15,3,18,4,60,89,65,165,116,51,-1.99057174484465,2.20288046094053,-4.19620054236453,0.000922951967660504,0.0957306462137732,-0.502663831299926
"92","GB47486",67,79,161,81,32,95,64,161,65,54,65,50,1.07501864491821,3.46865659393431,4.18171477430778,0.000949122077509436,0.0957306462137732,-0.493927370428108
"93","GB48130",181,191,68,292,166,278,205,47,181,29,70,21,2.35268208059415,4.01598368270008,4.20467361232825,0.000907988463229744,0.0957306462137732,-0.467965013609401
"94","GB50423",33518,4397,15792,20807,6659,9417,623,39227,788,2295,525,669,3.97431988948428,9.34962572892297,4.17029608386979,0.000970286445009715,0.0957306462137732,-0.506933023213585
"95","GB51341",229,444,244,169,187,314,691,1006,795,763,808,544,-0.660734648868876,6.02534188617929,-4.19352581311563,0.000927727872316097,0.0957306462137732,-0.521905024810598
"96","GB51673",34,23,126,99,41,151,19,49,31,32,17,13,2.21392844144864,2.56749400143823,4.20257330474849,0.000911674280949341,0.0957306462137732,-0.458114399546148
"97","GB52203",23,31,19,54,17,26,14,16,29,33,15,10,1.4474766479201,1.72922382349689,4.21388006299135,0.000892011509242027,0.0957306462137732,-0.488973509641053
"98","GB53512",69,158,99,38,42,127,428,374,227,318,364,234,-1.04108594068473,4.55540886316837,-4.17154368037357,0.000967950700578348,0.0957306462137732,-0.540204317162672
"99","GB45044",97,190,133,41,81,90,340,506,299,371,435,239,-0.951673025024195,4.78380530868615,-4.14473718649617,0.00101942973702028,0.0967027933671071,-0.599780920184892
"100","GB50962",77,193,45,15,40,89,414,843,313,480,542,144,-1.79681990145266,4.51191405912594,-4.15205034241801,0.00100511346150822,0.0967027933671071,-0.557459946246224
