"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"60","GB50117",24,8,13,56,71,42,14,14,8,16,28,28,1.08757862434523,1.64081365366916,3.81049218334022,0.00206866776385012,0.477015358743173,-1.74588502729598
"61","GB50142",155,165,276,320,371,415,141,139,181,166,179,236,0.942813962808642,4.93149008083058,4.64604779226179,0.000427228913134204,0.477015358743173,0.0510714542327335
"62","GB50415",99,129,206,584,653,714,111,127,164,227,211,185,1.1297526659756,4.99530801986583,4.25783354065422,0.000881331821194823,0.477015358743173,-0.52862410351497
"63","GB50416",17,22,30,68,49,71,14,20,23,21,36,33,0.924736248525929,2.10175810734129,3.40324528415992,0.00455316322236597,0.477015358743173,-2.12662936902593
"64","GB50638",11,8,12,28,43,34,11,15,16,18,14,17,0.654588725215821,1.30731434661281,3.57436404946122,0.00326531975680954,0.477015358743173,-2.10260572537524
"65","GB50733",41,27,47,92,148,118,44,70,51,37,53,31,0.877282574907408,2.99497607802829,3.80789404530048,0.00207904422533714,0.477015358743173,-1.40646180696797
"66","GB52303",13,6,7,23,33,27,8,7,7,8,10,18,1.01213803450101,0.807033056306233,4.23428132829675,0.00092139978055838,0.477015358743173,-1.59256643675596
"67","GB52304",12,16,13,55,72,57,11,12,18,31,14,24,1.10346951899371,1.70162154456547,3.90851625643794,0.00171341730752985,0.477015358743173,-1.61536124074609
"68","GB52308",217,343,240,805,1204,652,1433,1413,751,1347,770,1035,-0.912286424195074,6.68101934558883,-3.44943347125167,0.00416195138755917,0.477015358743173,-1.83104849392211
"69","GB52600",21,32,40,92,96,114,27,51,38,34,44,42,0.81936912148032,2.73412365864648,3.63972999400708,0.00287681472684598,0.477015358743173,-1.68779727870041
"70","GB52611",95,81,91,295,282,206,95,131,121,99,106,178,0.641431652748218,4.26690953642992,4.12182807519237,0.00114017302018637,0.477015358743173,-0.76486425528937
"71","GB52773",33,77,98,131,125,164,29,40,65,43,81,43,1.22687648265777,3.26307219782128,3.65200827071839,0.00280923956677903,0.477015358743173,-1.59228265946308
"72","GB53138",341,259,344,580,1231,648,945,1203,635,1082,732,934,-0.565880608436149,6.5730217955869,-3.40466547790966,0.00454059920009648,0.477015358743173,-1.89344029378847
"73","GB53220",221,193,237,496,696,538,178,229,260,325,383,412,0.600313961364944,5.50386239617425,3.48557183643074,0.00387962821699181,0.477015358743173,-1.73465943221095
"74","GB53374",91,52,108,213,277,246,69,82,104,155,117,183,0.627320356691659,4.16588220634965,3.4972962524418,0.00379225002674004,0.477015358743173,-1.73227474189447
"75","GB53469",22,14,21,44,53,47,16,30,21,26,24,29,0.5924917523266,1.95995732279148,3.66715216934144,0.00272810623233478,0.477015358743173,-1.8236111988421
"76","GB53740",11,5,13,30,38,42,4,14,12,8,7,27,1.14865674473838,1.01016122249647,3.55276873194554,0.00340502582096362,0.477015358743173,-2.21275385296216
"77","GB53751",24,26,37,99,77,83,28,19,48,21,31,35,1.08026606513001,2.45575521853027,3.95625014871068,0.00156362525110916,0.477015358743173,-1.33820994887597
"78","GB53872",35,39,3,100,124,118,136,338,119,230,175,580,-1.91918319592009,3.83100679116133,-3.75263232607871,0.00231275570400159,0.477015358743173,-1.40524751321011
"79","GB53996",45,22,67,171,197,188,49,66,66,91,65,83,0.737687197657574,3.47375581011991,3.57562776457401,0.00325732643065397,0.477015358743173,-1.6650327386424
"80","GB54041",206,118,227,458,642,399,568,629,443,657,407,526,-0.552302913022373,5.8218476761017,-3.79930229988416,0.00211373714292091,0.477015358743173,-1.25313902660249
"81","GB54432",59,43,92,267,294,213,62,107,125,92,90,138,0.698370204593345,4.00274229401997,3.44944234342239,0.00416187959142907,0.477015358743173,-1.81481197807654
"82","GB55088",35,52,69,112,253,139,57,45,50,87,63,86,0.817793240174027,3.42686348267135,3.60134404864573,0.00309889921553788,0.477015358743173,-1.63487941070488
"83","GB55369",376,146,368,791,1188,766,823,1036,664,896,803,1119,-0.550678487218466,6.55818069161766,-3.43119316635782,0.00431222911344638,0.477015358743173,-1.85177032660399
"84","GB55380",10,13,23,35,42,60,11,13,12,16,19,22,1.03217803928086,1.52111779950489,4.02001301459807,0.00138416686512302,0.477015358743173,-1.54886840511407
"85","GB55425",128,183,121,286,371,213,73,73,157,98,147,193,1.05872176740968,4.44490034703709,3.70228302590997,0.00254892916778543,0.477015358743173,-1.40504690890034
"86","GB55443",172,114,202,385,629,512,431,518,361,538,435,611,-0.460668556251963,5.70966371567927,-4.08859322059209,0.00121455237611899,0.477015358743173,-0.802818542113328
"87","GB55480",36,46,17,81,107,90,26,26,27,63,21,36,1.05044628972065,2.55222261190153,3.59869398456778,0.00311485792311892,0.477015358743173,-1.78249017907788
"88","GB55600",344,288,616,1077,1271,1047,369,694,548,431,561,696,0.612728555895035,6.4179898658078,3.47727069241645,0.0039427203287081,0.477015358743173,-1.7705986418008
"89","GB55650",1329,742,1733,4160,4217,4231,1370,1621,1823,1699,1455,2407,0.67223794950518,8.12511050897286,3.87492564055132,0.00182754667147862,0.477015358743173,-1.31582162884787
"90","GB55651",7,7,15,18,18,37,2,10,8,7,11,7,1.30444100163411,0.573701489293702,3.42881276843048,0.00433223998622153,0.477015358743173,-2.45635676405769
"91","GB55810",66,19,40,65,191,122,123,113,109,166,153,255,-0.812995905940113,3.81248459112876,-3.54885979748203,0.00343095295268817,0.477015358743173,-1.67490943443844
"92","GB55851",18,26,28,43,77,72,15,22,16,26,31,34,0.990061539688889,2.10858938569894,4.35172643138759,0.000738606660505974,0.477015358743173,-0.968632531749934
"93","GB44158",9,6,20,70,109,65,16,14,20,17,14,28,1.20481418983366,1.72195210308815,3.33479796457315,0.00520204494609481,0.479730030534756,-2.28972146084129
"94","GB50831",54,28,77,106,177,113,233,160,223,205,107,157,-0.827625683791005,4.08066918398122,-3.38677811617344,0.00470142401367696,0.479730030534756,-1.91011013425762
"95","GB50975",63,34,54,214,265,151,64,97,80,83,46,127,0.701194329012735,3.67519364748405,3.34332786185477,0.00511636207118084,0.479730030534756,-1.99722871387182
"96","GB52250",159,115,105,241,255,266,288,401,227,309,329,397,-0.574491341758763,5.09292688283665,-3.37487394007753,0.00481161895468625,0.479730030534756,-1.91328122786241
"97","GB52846",10,13,13,37,70,57,15,14,26,22,9,17,1.0108916014489,1.57123144580974,3.36708398342183,0.00488513187424877,0.479730030534756,-2.28194113942432
"98","GB54480",35,36,66,62,126,77,122,109,141,92,119,146,-0.735694994995653,3.61937568207064,-3.36909098508511,0.00486608470607566,0.479730030534756,-1.96092908535111
"99","GB54508",506,287,540,792,2185,1312,1129,1742,1057,1613,1212,1454,-0.562421338961805,7.16688960577519,-3.31766972144569,0.00537847526624438,0.479730030534756,-2.04977810564397
"100","GB55350",224,438,441,881,867,903,221,268,487,352,473,454,0.952182797745332,6.00274094638225,3.34141384223589,0.00513546421009297,0.479730030534756,-1.97223368010419
