"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"17","GB43035",58,51,132,130,51,137,23,33,35,60,27,7,1.63004746007637,2.89271523932245,4.82412696853163,0.000271721148842726,0.923266068000677,-4.12819568937525
"18","GB43456",66,32,44,122,35,41,19,52,38,48,6,8,1.16996820667911,2.38164115696594,3.55460783249011,0.00318169688610146,0.923266068000677,-4.30764762547
"19","GB43860",243,204,167,323,158,169,182,190,238,276,90,65,0.379987730824522,4.79842838059986,2.77838928790179,0.0148209864054497,0.923266068000677,-4.16399592385607
"20","GB43930",16,16,17,17,17,11,7,12,11,12,9,3,0.863632890507249,0.890356887313683,3.10387852087116,0.00778965465766853,0.923266068000677,-4.4453208793618
"21","GB44014",48,42,28,23,27,37,47,166,78,89,37,26,-0.935980106057347,2.83350056085368,-2.8603161070546,0.012613842392694,0.923266068000677,-4.34661568289699
"22","GB44090",72,55,129,141,118,61,15,49,47,81,35,27,1.26535013152466,3.19257740021817,3.76911964580894,0.00208097699953685,0.923266068000677,-4.18548216651966
"23","GB44219",88,191,111,19,155,27,293,225,381,387,96,56,-1.59917103623271,4.22569190274415,-2.83406126482107,0.0132836069700051,0.923266068000677,-4.22778140630519
"24","GB44505",94,172,92,26,119,28,282,229,346,349,66,55,-1.4694249750611,4.13470046988593,-2.92400785469838,0.0111236942584635,0.923266068000677,-4.2143270493515
"25","GB44513",86,60,56,248,81,160,185,250,339,656,94,56,-0.995064924948057,4.44740405560594,-3.07537056665829,0.00824295376588278,0.923266068000677,-4.1397074390776
"26","GB44629",30,14,34,49,30,19,3,23,23,28,5,6,1.24729872132655,1.46355574814738,3.13744379522248,0.00728754818628733,0.923266068000677,-4.41574844585538
"27","GB44630",25,12,24,23,9,16,7,12,16,18,4,2,1.01823223650767,0.915415438540052,3.36370548675009,0.00464849326991606,0.923266068000677,-4.42677748393507
"28","GB44738",0,8,5,2,29,3,33,23,58,37,11,5,-2.45961144458462,0.597692632378554,-3.34841240778458,0.00479196032613753,0.923266068000677,-4.44177004127573
"29","GB45278",398,347,239,811,355,403,608,734,786,1207,323,292,-0.569244487096807,6.23709651159117,-3.15985575194908,0.00697031877087433,0.923266068000677,-4.07918318955447
"30","GB45406",65,102,39,73,52,50,162,163,249,211,58,18,-0.969272149764243,3.66367665891641,-2.93329813762762,0.0109213227638665,0.923266068000677,-4.25178323884136
"31","GB45642",12,19,7,26,17,14,1,12,12,21,4,1,1.32740046820713,0.542983053621384,2.80034243022415,0.0141950311464843,0.923266068000677,-4.47824793251189
"32","GB45841",16,9,15,47,13,26,5,14,13,14,0,0,2.22441290952362,0.428341554561803,3.55854002672496,0.00315697684211849,0.923266068000677,-4.43317212664822
"33","GB45967",49,44,88,148,74,56,12,55,50,109,16,17,1.06024147433143,2.89849549791896,2.87841550433699,0.0121715187876977,0.923266068000677,-4.33917430959491
"34","GB46038",27,43,20,24,20,36,60,62,69,76,37,26,-0.919339356885029,2.57269110328799,-3.71571811100213,0.0023125086272166,0.923266068000677,-4.2690522198991
"35","GB46067",130,66,91,134,82,108,112,166,241,316,112,51,-0.552698246621254,4.21868687166616,-3.17032071788773,0.00682693181682778,0.923266068000677,-4.13265631773632
"36","GB46301",5,15,8,3,6,2,14,35,22,35,10,10,-1.75008624309208,0.722951059735325,-3.96881115655549,0.00140477717387817,0.923266068000677,-4.4056336148721
"37","GB46596",29,77,20,22,27,24,71,111,84,73,61,17,-1.08996628169343,2.74566655739703,-2.96872830989479,0.0101822766421053,0.923266068000677,-4.3406826623523
"38","GB46772",1372,799,784,2399,805,1911,1334,2032,4182,4199,1523,922,-0.738845400384723,7.93620104013515,-2.9900424974311,0.00976166022279656,0.923266068000677,-4.23411328153485
"39","GB47037",46,82,51,111,83,91,8,41,53,56,56,22,1.18865330611256,2.96159182490109,2.96756098077539,0.0102058220765636,0.923266068000677,-4.32099586956119
"40","GB47270",142,153,123,152,87,180,363,270,345,298,536,128,-1.16026860441675,4.98234433849715,-3.63994563100636,0.00268657186186774,0.923266068000677,-3.96948450555018
"41","GB47274",63,49,38,177,58,93,35,59,61,67,39,17,0.752260888994403,3.09844641893114,2.79094201828272,0.0144598409770676,0.923266068000677,-4.33121684999323
"42","GB47352",560,494,624,1070,645,654,356,564,751,739,382,250,0.467161816253202,6.44006576810477,2.8984244572501,0.0117002345543832,0.923266068000677,-4.15893754275258
"43","GB47788",28,40,36,61,45,38,15,35,31,27,24,11,0.869962512890926,2.24926259705748,3.27089081772016,0.00559028797988457,0.923266068000677,-4.34670509932674
"44","GB47819",18,23,10,22,9,19,6,15,12,12,7,5,0.839433094972196,0.950070760540274,2.85401011464273,0.0127716244028709,0.923266068000677,-4.46071434834108
"45","GB47954",2,7,3,17,12,6,13,32,22,24,14,5,-1.30287357960882,0.718468286854595,-3.01764039999457,0.00924242828353421,0.923266068000677,-4.4609391341294
"46","GB48130",33,171,68,70,278,21,292,457,87,531,292,166,-1.90003332176898,4.44090838516824,-2.95270784785959,0.0105101411923377,0.923266068000677,-4.19840942473555
"47","GB48147",186,583,308,390,613,113,970,2220,752,2895,559,466,-1.71187804528658,6.47467962860773,-3.64083192255268,0.00268186045034196,0.923266068000677,-4.00239710633614
"48","GB48176",173,118,127,217,128,128,167,202,326,317,155,79,-0.374312844283286,4.6928038612197,-2.80775317125808,0.013989616582213,0.923266068000677,-4.1664351338153
"49","GB48252",95,84,57,112,52,73,111,120,136,182,72,55,-0.437450916759462,3.81289644930196,-2.85350036257645,0.0127844630733022,0.923266068000677,-4.24545273457744
"50","GB48385",137,211,146,270,140,167,100,149,145,194,65,61,0.661955139873608,4.43121795841121,3.84984985553452,0.00177475462118431,0.923266068000677,-3.9592940299811
"51","GB48652",325,216,222,313,217,270,363,452,434,576,262,131,-0.393274170289905,5.52389831822937,-2.88692336464144,0.0119688924114176,0.923266068000677,-4.11756321227662
"52","GB48728",90,74,53,60,47,25,69,229,132,199,132,24,-1.01627844491341,3.5706837426949,-2.81158357464039,0.0138845856567757,0.923266068000677,-4.28563801128042
"53","GB48841",1589,2277,265,63,362,236,5776,2686,7279,3228,1228,537,-2.48603700978039,7.3194651705318,-2.89579889352959,0.0117610393732411,0.923266068000677,-4.22074882577089
"54","GB48842",437,413,113,56,177,113,1025,868,1266,744,270,146,-1.74480204849829,5.60049706387109,-3.22718616151823,0.00609758656194952,0.923266068000677,-4.06614864452711
"55","GB48862",7933,8476,3412,923,2985,2088,24671,14252,54348,23417,4525,3394,-1.95534805523699,10.0484002184299,-3.14652103740373,0.00715737182880373,0.923266068000677,-4.31740110877395
"56","GB49259",237,123,177,334,194,227,134,188,235,312,55,60,0.548796325623981,4.71267762283001,2.75012779979307,0.0156665906383016,0.923266068000677,-4.17860565118602
"57","GB49328",123,72,59,182,52,160,194,152,391,288,102,54,-0.762102375111454,4.29795083221316,-2.88648701368925,0.0119792036669207,0.923266068000677,-4.19084628043201
"58","GB49444",16,16,9,22,18,13,5,7,9,15,13,3,0.969616250533259,0.819519517834928,2.98018926912778,0.00995393083647242,0.923266068000677,-4.45690512701562
"59","GB49504",615,430,216,928,239,768,995,1008,2123,1285,650,228,-0.880961975910804,6.62766299030833,-2.76050540827172,0.01535075700279,0.923266068000677,-4.20177511171505
"60","GB49511",219,406,174,464,346,275,142,202,360,279,167,91,0.664148221763672,5.21216133524063,2.77220706597138,0.0150020718351445,0.923266068000677,-4.15375210164395
"61","GB49541",292,179,198,371,207,267,139,176,262,327,164,81,0.492008139441671,5.0175989509152,3.23470787310666,0.00600711786793438,0.923266068000677,-4.03700037377701
"62","GB49544",2782,1458,9790,9325,3072,3431,281,1261,878,1204,1839,1289,1.89583122654216,8.27214596484831,3.13145296622918,0.00737474796618204,0.923266068000677,-4.22993252267327
"63","GB49708",142,101,217,45,202,13,16,21,16,12,28,24,2.25075758692521,2.66888591116837,2.78425581713029,0.0146511218155776,0.923266068000677,-4.37966080325623
"64","GB49774",87,101,68,259,95,77,36,92,89,91,53,38,0.781580462324478,3.64394452259381,2.94453390870928,0.0106814087184297,0.923266068000677,-4.24660484722921
"65","GB49843",32,30,31,42,30,26,27,75,101,112,36,17,-0.725047752729816,2.64392158123927,-2.86935951744265,0.0123908983577325,0.923266068000677,-4.36008097494955
"66","GB49879",47,31,45,31,34,46,66,108,77,111,43,25,-0.77241727967634,2.96664635081794,-3.25303667110067,0.00579223137639356,0.923266068000677,-4.27886283718526
"67","GB50021",246,185,195,242,140,197,234,313,352,470,170,126,-0.357258383166013,5.13218947959631,-2.84640058351108,0.0129645991255262,0.923266068000677,-4.13282462309405
"68","GB50047",38,49,44,139,79,51,10,44,25,34,33,17,1.35755409245282,2.60419919011454,3.58422119111689,0.00300022499144404,0.923266068000677,-4.28194410240384
"69","GB50117",11,33,61,82,41,17,6,8,10,16,11,6,1.86806898501483,1.48017184379647,3.60197208015673,0.00289649026692044,0.923266068000677,-4.3811283564279
"70","GB50225",74,100,64,80,54,42,44,28,67,44,19,33,0.903366961896802,2.9594366270001,3.1159597926766,0.00760509330077769,0.923266068000677,-4.29832160674942
"71","GB50283",168,197,83,91,123,114,359,215,474,510,146,136,-1.15332190306791,4.83623852107455,-4.11797777371653,0.00104942041738507,0.923266068000677,-3.8864137454212
"72","GB50478",3,13,15,3,12,3,25,30,34,36,6,8,-1.63616790380738,0.864587921543423,-3.20772672473592,0.00633798959223616,0.923266068000677,-4.44284063445902
"73","GB50479",14,114,57,15,40,18,72,134,112,136,48,27,-1.40412408993482,2.95799940741073,-2.90318884279317,0.0115906849325124,0.923266068000677,-4.33266759437523
"74","GB50627",277,175,184,328,201,515,535,536,975,1060,369,146,-0.927730091440138,5.82257416095623,-3.63687971662532,0.00270293449016352,0.923266068000677,-3.94751540266238
"75","GB50827",35,63,58,131,57,58,28,56,41,74,14,16,0.897498425433869,2.81865486366621,3.06497900793243,0.00841460819368432,0.923266068000677,-4.31987025300784
"76","GB51258",352,341,353,479,369,404,128,409,336,448,210,147,0.620208152909199,5.59643797792493,2.8805393313454,0.0121206238020597,0.923266068000677,-4.12595853191966
"77","GB51261",71,80,25,63,30,120,150,112,156,302,48,49,-1.02115763985613,3.6428034551839,-3.00799193557032,0.00942077866348743,0.923266068000677,-4.24325785582426
"78","GB51281",495,344,317,301,354,307,606,1153,769,1113,337,170,-0.674846043587187,6.1258041625198,-2.82810855180253,0.01344023803103,0.923266068000677,-4.15535409492433
"79","GB51344",152,130,170,214,149,133,98,161,174,216,51,59,0.45899466351018,4.36486947853721,2.74756083547853,0.0157456857704369,0.923266068000677,-4.20597982201286
"80","GB51367",164,176,125,207,128,131,237,221,297,273,173,104,-0.433624638358867,4.79919993821143,-2.77003593688261,0.0150661778707161,0.923266068000677,-4.16986834755299
"81","GB51504",266,178,125,286,196,194,229,553,384,997,276,150,-0.82117755191471,5.38774273070344,-3.68601103106983,0.0024524391141123,0.923266068000677,-3.92773007041992
"82","GB51611",28,17,35,50,28,13,9,21,21,28,8,8,0.869125883052582,1.61473482538723,2.81530732432605,0.0137832185653634,0.923266068000677,-4.43371645463732
"83","GB52203",11,18,19,15,26,10,34,98,31,57,54,17,-1.38586918297621,2.03785844634308,-3.29874046548951,0.00528923583127019,0.923266068000677,-4.36439538175575
"84","GB52258",387,199,262,325,194,318,559,422,730,606,521,157,-0.750405466402524,5.78200286131348,-3.40365964373294,0.00429366348941769,0.923266068000677,-3.99597190319894
"85","GB52782",1419,1076,694,1565,637,1193,1340,1700,2380,2275,1256,638,-0.50899753822769,7.59554101483977,-2.80993917551732,0.0139295808338093,0.923266068000677,-4.24972116264875
"86","GB52791",35,37,30,48,33,35,26,23,30,44,11,12,0.693658120889387,2.15767387964617,3.36896818710716,0.00460012474036732,0.923266068000677,-4.34389854284655
"87","GB52927",29,51,35,7,66,7,117,72,87,129,32,29,-1.61210255958666,2.66067055472469,-2.92333661314091,0.0111384580792411,0.923266068000677,-4.35710605063832
"88","GB52979",121,125,123,235,129,150,66,120,153,199,46,41,0.642418264168857,4.13917336120151,3.5767401040715,0.00304505953691357,0.923266068000677,-4.05694882471584
"89","GB53170",197,139,53,153,113,100,156,250,296,410,187,51,-0.726608296681189,4.54422398829934,-2.73876390197166,0.0160197051748239,0.923266068000677,-4.20131351295147
"90","GB53298",13,18,8,15,11,11,4,5,14,16,5,2,0.903307830469076,0.523070951256096,2.83624954011077,0.0132264782467018,0.923266068000677,-4.47680251114261
"91","GB53428",69,50,65,92,51,54,70,126,161,226,59,35,-0.65372466512101,3.58609544246452,-3.47030391471408,0.0037612309445885,0.923266068000677,-4.1657038690628
"92","GB53632",150,71,51,140,68,72,17,72,37,57,56,24,1.20792122040354,3.18511539369062,3.69331440857796,0.00241726221622392,0.923266068000677,-4.19444664933691
"93","GB53746",85,60,136,157,129,81,28,69,78,89,43,35,0.973834226366089,3.5273176347685,3.60478194562231,0.00288040481905243,0.923266068000677,-4.15403088517536
"94","GB54890",155,272,92,79,84,92,300,198,403,279,199,85,-0.978199591154353,4.64695730857638,-2.92777030399139,0.0110412956161521,0.923266068000677,-4.15339486875389
"95","GB54903",13,7,19,3,20,4,16,38,29,28,34,15,-1.47138422228118,1.27350689757803,-2.83925745940852,0.0131483437513874,0.923266068000677,-4.45078286775697
"96","GB54998",541,405,353,316,398,300,132,327,485,388,174,127,0.686785509785195,5.55566928658125,2.88416815327874,0.0120341463285243,0.923266068000677,-4.12531548209935
"97","GB55046",42,18,27,22,40,29,69,130,60,86,20,63,-1.10422923865868,2.73931345207513,-2.84906237199048,0.0128967745021202,0.923266068000677,-4.35753493903192
"98","GB55516",116,30,133,105,130,84,15,39,52,77,34,30,1.30499452467477,3.18364573722905,3.31171804344199,0.0051545382565857,0.923266068000677,-4.24926961797819
"99","GB55591",1148,710,1257,3279,1632,2352,345,1329,1155,1772,321,397,1.14026547716094,7.34465654507162,3.34444602921334,0.00482988844478702,0.923266068000677,-4.12929255767661
"100","GB55781",377,475,285,845,425,684,175,400,440,605,217,130,0.759979772577065,5.85966207765524,3.36094417211947,0.00467407551759915,0.923266068000677,-4.01775207036564
