"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"40","GB45371",7,19,17,24,9,13,14,24,41,28,31,36,-1.04332709519174,1.55475387305971,-4.26650514913506,0.000865251597477942,0.999827870045003,-4.18436830847028
"41","GB45401",5,10,13,74,34,19,2,4,13,10,18,13,1.05286441599087,0.89111263726588,2.22193534303689,0.0441339220880244,0.999827870045003,-4.46483193797641
"42","GB45582",130,254,187,370,259,256,66,185,216,160,234,202,0.394265902575835,4.85054698725018,2.81364103060539,0.014321195695012,0.999827870045003,-3.99987470739494
"43","GB45633",11,17,10,45,26,29,1,10,19,15,8,19,0.966470517842001,1.05195708926752,2.60758397412619,0.021300799568525,0.999827870045003,-4.41149104649115
"44","GB45667",56,97,89,161,126,115,31,57,87,101,111,121,0.310379763622441,3.71805903747211,2.19601787993921,0.0463047975603809,0.999827870045003,-4.28936203948135
"45","GB45851",111,229,175,332,364,227,99,186,401,291,502,552,-0.464252020114858,5.23204849031218,-2.34523486221689,0.0350567717090464,0.999827870045003,-4.16883491213471
"46","GB46013",678,1190,1797,1554,1545,1679,250,1004,894,1310,1090,1777,0.510003216448496,7.35030322969584,2.32246925584632,0.0365871733376216,0.999827870045003,-4.2915739603128
"47","GB46095",63,90,29,74,76,54,34,95,163,126,66,124,-0.686371673444941,3.46029278184739,-2.43217980716079,0.0297542389554446,0.999827870045003,-4.2500084537414
"48","GB46186",7,22,21,14,23,18,3,7,13,7,11,19,0.76422580388711,0.87518670565633,2.74672118876431,0.0162986975885236,0.999827870045003,-4.40438631019446
"49","GB46554",6,30,24,18,20,22,2,14,7,15,5,27,0.898368031544552,0.95472947608436,2.32454630634546,0.036444958379471,0.999827870045003,-4.4500274856687
"50","GB46833",11,30,13,32,31,25,3,12,14,17,23,18,0.672990008373144,1.32949985282824,2.7783581505057,0.0153325691347554,0.999827870045003,-4.37349563105886
"51","GB46880",10,13,11,15,17,18,2,8,6,10,15,17,0.592297315724315,0.701628999732797,2.21834878857441,0.0444285301942585,0.999827870045003,-4.47172963880099
"52","GB47042",153,207,474,545,223,479,59,115,156,246,336,278,0.748374254088398,5.08487723163164,2.56024109690925,0.0233208696345183,0.999827870045003,-4.09452169558905
"53","GB47133",39,39,8,11,21,33,12,26,67,49,34,86,-1.0382274920772,2.10018856692907,-2.37263492834841,0.0332954703416541,0.999827870045003,-4.38211157666982
"54","GB47608",89,234,115,231,191,210,73,242,234,216,255,317,-0.375235441795614,4.77449568413679,-2.55410341059973,0.0235959496279442,0.999827870045003,-4.094693396312
"55","GB47960",826,1167,1223,3377,2017,1719,410,1030,1278,1274,1358,1545,0.441103710494347,7.56524497958158,2.36397542170815,0.0338428004495036,0.999827870045003,-4.29321989088977
"56","GB48330",19,13,22,23,22,20,15,23,30,28,29,47,-0.57338355511623,1.79427241332582,-2.40254118669048,0.0314693819704734,0.999827870045003,-4.3958223035178
"57","GB48543",3,19,20,19,14,19,2,6,8,20,8,7,0.859090308701247,0.600920974382489,2.32500268951324,0.0364137803282637,0.999827870045003,-4.4635594810835
"58","GB48820",1071,2484,12822,3398,2382,1699,302,3218,1048,1513,991,768,1.35205904355746,7.96422692390555,2.43596848043788,0.0295415506758368,0.999827870045003,-4.30120083223544
"59","GB48897",2,13,8,10,8,3,6,22,13,28,5,43,-1.2870817355597,0.583673340676418,-2.5285743376017,0.0247741001795973,0.999827870045003,-4.44418950239074
"60","GB49175",101,116,108,97,103,93,85,100,292,283,94,229,-0.733252747691692,4.23516672974811,-2.37656968288535,0.0330495669046607,0.999827870045003,-4.19312406148002
"61","GB49247",16,13,9,15,12,12,25,20,20,37,39,28,-1.12279654522533,1.49269647061595,-3.36749417667529,0.00487540644188603,0.999827870045003,-4.28917345447418
"62","GB49440",82,231,169,221,93,97,33,141,69,79,31,36,1.31266671913518,3.68763472374635,3.13301367814465,0.00769902336973091,0.999827870045003,-4.04458567501717
"63","GB49442",34,77,207,121,50,34,17,123,26,37,15,12,1.39620253038664,2.68965231196807,2.25686546190433,0.0413592150396443,0.999827870045003,-4.36508799621287
"64","GB49510",9,9,10,19,1,0,223,820,366,125,23,14,-4.39002395831813,1.83458596010669,-2.57249146191049,0.022781065192792,0.999827870045003,-4.40164325973313
"65","GB49613",54,139,86,130,105,112,31,70,91,94,102,107,0.294930171237546,3.69853231222332,2.28819008948306,0.0390115903133256,0.999827870045003,-4.26378855440669
"66","GB49691",23,41,52,37,40,57,44,86,54,39,57,140,-0.703981436801222,2.90754138884851,-2.220758845695,0.0442303594277888,0.999827870045003,-4.35313213680865
"67","GB49890",552,721,741,3926,1334,2850,169,702,703,691,1202,653,0.989344513726503,7.01205614456596,2.73145157049734,0.0167860564212735,0.999827870045003,-4.1612841659619
"68","GB50015",119,164,564,275,295,328,44,139,125,186,279,125,0.882626882340364,4.76326765864998,2.60194375620218,0.0215322654184475,0.999827870045003,-4.08760087166056
"69","GB50250",53,79,79,67,99,69,59,81,70,138,142,145,-0.522700719526771,3.65886400780661,-2.29441247428129,0.0385605009442832,0.999827870045003,-4.26741309683634
"70","GB50313",3,17,4,1,28,11,3,13,19,29,17,51,-1.46503280409587,0.705355805533773,-2.36855524164032,0.0335522712034026,0.999827870045003,-4.45665834654195
"71","GB51232",11,12,15,41,16,10,2,3,2,12,9,13,1.3638781736418,0.491789063780083,3.22097739750582,0.00648619735594731,0.999827870045003,-4.37800648226295
"72","GB51404",10,17,14,18,20,21,9,20,20,25,24,38,-0.454011479118164,1.48000215230883,-2.36806495125942,0.0335832597922628,0.999827870045003,-4.41908155483266
"73","GB51467",641,2412,1817,3458,2513,2375,232,1389,468,1866,1413,1709,0.989250870436772,7.64740704058308,2.71213461903553,0.0174230215874411,0.999827870045003,-4.21547002205087
"74","GB51487",35,56,41,79,86,106,63,49,105,148,132,173,-0.759829009981025,3.56162561277053,-2.97194587096335,0.0105341153106615,0.999827870045003,-4.09522380440398
"75","GB51698",2384,2350,438,2013,2001,1121,1693,2045,7243,5161,1675,4056,-1.13167163155953,8.30957653415827,-2.2948809122944,0.0385267422058849,0.999827870045003,-4.3491424723667
"76","GB51782",260,417,334,513,450,469,97,322,380,469,208,330,0.457243899254123,5.59508918072341,2.29533031419224,0.0384943816224845,0.999827870045003,-4.19785707895601
"77","GB51783",160,808,270,962,992,479,225,568,1685,648,1483,1669,-0.818136933796987,6.58117547569266,-2.29266131381242,0.0386869491921514,0.999827870045003,-4.2508016325856
"78","GB51790",43,91,37,82,58,82,32,47,148,84,107,170,-0.558773984299511,3.41916124568365,-2.32258332965063,0.036579349099352,0.999827870045003,-4.28254126764764
"79","GB51794",102,173,143,223,174,182,36,112,151,127,169,206,0.320237770911856,4.35438661694571,2.58163852939346,0.0223859041181131,0.999827870045003,-4.10800836065254
"80","GB51992",13,21,26,31,25,17,2,18,19,15,19,17,0.595201857998056,1.31199560315516,2.20534850301771,0.0455119609457695,0.999827870045003,-4.450104993261
"81","GB52492",17,37,56,63,68,57,48,48,50,67,163,118,-0.708421033803055,3.09645427896254,-2.27954285301274,0.0396467601923638,0.999827870045003,-4.32429915004999
"82","GB52620",9,13,13,56,22,8,1,10,13,15,7,9,0.971151308480927,0.739050023442685,2.21007245828924,0.0451154335707553,0.999827870045003,-4.47153290780628
"83","GB52630",31,116,161,152,124,90,34,57,46,97,81,106,0.586425266491664,3.57862767499424,2.20862037383599,0.0452369745551325,0.999827870045003,-4.29925767779582
"84","GB53113",332,556,1644,795,245,574,100,421,351,339,170,532,0.960356181721854,5.87482649465646,2.33336725069848,0.0358468145880853,0.999827870045003,-4.20253525420747
"85","GB53120",387,547,874,590,322,426,145,327,233,287,162,689,0.850834313029889,5.74677331269552,2.54269831884436,0.0241154481231512,0.999827870045003,-4.1223491685097
"86","GB53163",78,90,104,102,111,119,31,43,73,79,87,139,0.426109404037289,3.60511706141977,2.21356750003112,0.0448241508366969,0.999827870045003,-4.29512894464979
"87","GB53370",7,8,22,29,26,6,32,26,65,35,58,26,-1.44355425134169,1.76659786137327,-3.1791370269282,0.0070372542453052,0.999827870045003,-4.29018021829045
"88","GB53641",367,147,723,361,90,430,23,97,135,70,418,139,1.3085920928343,4.67163613699495,2.23957124144858,0.0427118000477974,0.999827870045003,-4.23115736119477
"89","GB53768",233,492,477,556,548,482,139,328,398,407,345,637,0.293170092907896,5.85471615689301,2.25606661642568,0.0414207931420661,0.999827870045003,-4.22131323827142
"90","GB53790",186,227,293,270,264,312,256,224,302,381,522,472,-0.515019364265661,5.44980735981726,-2.21079247873297,0.0450552808687451,0.999827870045003,-4.22215804500578
"91","GB53801",4,17,9,9,9,9,12,11,17,13,28,14,-0.755335665984413,0.825299897069853,-2.30053939370858,0.0381211580107015,0.999827870045003,-4.45922900160418
"92","GB54268",603,769,1401,1625,2159,1026,207,560,1029,879,1046,1037,0.664306785292955,7.04672417225726,2.77094308099234,0.0155538536033005,0.999827870045003,-4.15187259186876
"93","GB54316",24,91,39,53,41,54,14,74,154,98,130,122,-0.952109006131737,3.17702587417237,-3.39751187343446,0.00459862637482021,0.999827870045003,-4.0587173807032
"94","GB54325",1,10,5,20,21,17,10,10,22,15,26,32,-0.916057736412416,0.933417071392685,-2.18294866334158,0.0474370969129299,0.999827870045003,-4.46914945197554
"95","GB54541",193,708,2456,3655,2045,1197,122,682,463,914,665,763,1.08593267819235,6.8547242838422,2.24888671628058,0.0419781404816873,0.999827870045003,-4.28531609899733
"96","GB54595",25,30,21,71,34,43,35,38,61,64,49,78,-0.628327473151013,2.65877004433493,-2.65916419825761,0.0192930226661053,0.999827870045003,-4.28129466349935
"97","GB54963",7,9,8,7,4,4,10,7,17,14,9,18,-0.941891187985867,0.425257956397673,-2.55147307422839,0.023714793422217,0.999827870045003,-4.44761683444503
"98","GB55046",85,88,115,53,66,41,13,41,38,26,25,31,1.2200445396071,2.71279634769319,3.20237396339489,0.00672567868913,0.999827870045003,-4.17527636781029
"99","GB55090",45,62,55,106,73,68,7,31,79,57,54,70,0.53295547239886,2.92674242168255,2.26686753268063,0.0405954896371694,0.999827870045003,-4.3412421638162
"100","GB55144",51,80,45,66,80,117,44,144,98,118,152,109,-0.648915728890596,3.65392133316622,-2.67999427187682,0.0185354406933039,0.999827870045003,-4.1592802259009
