"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"65","GB49991",1316,1031,1855,1724,1898,2916,1172,1892,1635,1492,1610,1596,0.558245817983662,7.9039944256193,3.33279430911511,0.00521545272239929,0.557861721340465,-2.63710252373366
"66","GB50000",133,71,114,212,202,318,105,183,182,79,131,133,0.65731947112717,4.40026872813686,3.19977634816891,0.00675881860128607,0.557861721340465,-2.48737291662303
"67","GB50247",160,93,180,249,213,313,138,172,225,160,161,158,0.557096480999029,4.7136705919189,4.76838196787135,0.000340302701071396,0.557861721340465,-0.688306709288289
"68","GB50819",200,206,315,259,339,440,143,217,257,272,243,267,0.696226366327651,5.22821024294513,3.88084172908859,0.00180346435175475,0.557861721340465,-1.63014375916206
"69","GB50820",33,27,56,43,47,63,25,39,34,40,17,31,0.864224829413646,2.42253968050416,3.65966485479449,0.00276332567477644,0.557861721340465,-2.55609688103925
"70","GB51045",749,1979,1774,778,1071,1380,524,606,728,1119,671,634,1.32699191059782,7.07353117914251,3.25738199008569,0.00604102839131802,0.557861721340465,-2.57700840650117
"71","GB51214",20481,9663,20219,21216,22934,39083,13002,16189,16842,13480,22373,15036,0.782293338452767,11.3816507769888,3.47366702357731,0.00396460967277865,0.557861721340465,-3.14001909309375
"72","GB51536",6,4,7,34,21,30,25,35,38,33,40,44,-0.972595064020534,1.67363620909659,-3.38288559612614,0.00473065835909402,0.557861721340465,-3.03186150346871
"73","GB51544",16,15,24,42,59,38,47,48,104,74,81,60,-0.817264291780258,2.70153366891767,-3.6401798978854,0.00286960028755274,0.557861721340465,-2.48596865846234
"74","GB51760",12915,13653,11943,14710,15346,19594,8980,16347,8198,8208,8551,8374,1.07686033107195,10.7536215621879,3.41502110309729,0.00444377263519183,0.557861721340465,-3.07127371324988
"75","GB51905",72,154,62,63,96,99,46,54,29,63,27,24,1.409890475064,3.08999034960569,3.26452599950412,0.00595750157972292,0.557861721340465,-2.71220268359309
"76","GB52266",814,764,920,845,1277,1384,501,624,946,869,685,814,0.896753538998245,6.95337538981812,4.16005797338567,0.00105801519279294,0.557861721340465,-1.62866894726952
"77","GB52325",147,49,116,194,188,390,72,53,111,144,105,157,1.00763280708268,4.18808913247963,3.75040342847895,0.00231864471713807,0.557861721340465,-1.89669204053918
"78","GB52596",292,415,381,206,266,596,162,191,255,308,202,190,1.08819088015155,5.3110294752989,3.27667708617169,0.00581808131453625,0.557861721340465,-2.36064513465242
"79","GB52625",593,904,767,516,785,1114,513,488,567,571,470,544,1.01978090774597,6.53757986804238,3.2931869695924,0.00563387339158263,0.557861721340465,-2.454525489188
"80","GB52767",164,158,236,140,218,230,77,104,108,189,148,99,1.03494781689451,4.44523095626035,3.79089966875466,0.00214436905831261,0.557861721340465,-1.8063668138332
"81","GB53047",747,294,1165,1539,2065,2662,1563,1883,5032,3190,3705,3289,-0.998942166995891,8.06246587557435,-3.63568320064456,0.00289470930649998,0.557861721340465,-2.38805568772564
"82","GB53072",135,143,209,197,225,271,141,160,182,186,139,179,0.588755589925895,4.70778481866052,3.53910933058472,0.00349113920231753,0.557861721340465,-2.04804747871518
"83","GB53141",748,170,1294,1714,1562,1583,1140,1784,5902,3120,3910,4283,-1.29917245240376,7.93676159125539,-3.31434163190254,0.00540636342648487,0.557861721340465,-2.66923288485796
"84","GB53323",522,746,654,804,823,1456,439,668,603,798,733,545,0.811805803626298,6.69138080995686,3.28933435711986,0.00567632874089498,0.557861721340465,-2.48171326585984
"85","GB53779",137,115,132,226,236,347,87,123,174,179,152,172,0.718007327226656,4.5868882321904,4.12962436812657,0.00112095975193108,0.557861721340465,-1.38735616634925
"86","GB54121",80,56,62,199,139,186,69,72,142,68,76,83,0.754478882921275,3.79060764182171,3.35101668838772,0.00503356821552311,0.557861721340465,-2.42179732125166
"87","GB54146",145,90,263,372,318,500,385,508,424,449,412,466,-0.459268926846383,5.5913788732783,-3.25393703593193,0.00608172445731236,0.557861721340465,-2.41206297345286
"88","GB54351",1348,4404,1401,1146,1588,2216,661,971,1018,1027,1126,711,1.55053213771554,7.55321575610955,3.26918149025819,0.00590369373480039,0.557861721340465,-2.64539458019178
"89","GB54480",35,36,141,92,153,95,122,109,325,443,457,238,-1.21960558944714,4.35929654073586,-3.23020205174495,0.00636967011099149,0.557861721340465,-2.49865924470316
"90","GB54511",2204,3071,3656,2834,3588,3715,2159,2378,2788,2762,2115,2241,0.85490508258494,8.65676653985449,3.23203634407717,0.0063469386785078,0.557861721340465,-2.85459783476666
"91","GB54605",203,168,326,550,544,646,563,591,903,789,826,624,-0.583463377477627,6.21538789113894,-4.09964214998606,0.0011867332999597,0.557861721340465,-1.5358586768077
"92","GB54733",9,5,18,15,18,15,12,5,7,7,9,9,1.00459650359874,0.609816960756075,3.45951529133304,0.00407524133721023,0.557861721340465,-3.27820210935115
"93","GB54860",10,6,14,12,11,20,6,11,11,6,4,8,0.986545339259929,0.50427670800252,3.54481379112841,0.00345267808324938,0.557861721340465,-3.26185107479161
"94","GB54963",7,10,8,17,14,18,7,9,7,9,4,4,1.17549311849771,0.425257956397673,3.76339898267783,0.00226120116796694,0.557861721340465,-3.17573524579065
"95","GB55016",1088,941,2355,2791,3512,3581,2789,3429,10022,4229,6449,5645,-0.84554463020206,8.89292450155585,-3.58227754560613,0.003210516695594,0.557861721340465,-2.60402892736112
"96","GB55059",364,659,443,414,561,727,289,282,394,500,297,332,1.05388540137627,5.94814832006173,3.36209860080601,0.00492608592260489,0.557861721340465,-2.29865026071855
"97","GB55378",2852,4445,6456,3768,4199,7377,2029,2366,5721,3021,3378,3653,1.0084451653386,9.14029141588686,3.33744672558856,0.00516839688573663,0.557861721340465,-2.84565624687512
"98","GB55403",1176,1564,1379,1320,1414,1503,571,863,821,1740,890,887,1.11678446702601,7.37092637818318,3.3707630100774,0.00484366011300502,0.557861721340465,-2.50933135239609
"99","GB55929",613,1668,703,976,1240,1216,446,459,1063,780,624,485,1.25500274583129,6.85581398321829,3.25449331940276,0.00607513441096547,0.557861721340465,-2.5457362918898
"100","GB56027",13,5,17,9,12,27,10,4,10,6,11,3,1.22163087634008,0.489406918015698,3.24260846226119,0.00621749698534375,0.557861721340465,-3.42983272765648
