"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"36","GB45013",121,39,10,35,17,42,28,24,19,17,14,17,0.955466990718259,2.01321849834864,2.25690058207201,0.04093158564642,0.999938120045966,-4.4724011538958
"37","GB45159",92,110,44,73,42,69,77,272,64,64,131,121,-0.557054341578156,3.73959881334416,-2.16113181192409,0.0489341662711772,0.999938120045966,-4.39383112015795
"38","GB45275",119,110,54,172,62,90,75,126,58,73,77,75,0.396499784084333,3.76322850545612,2.47692458844929,0.0269727726452738,0.999938120045966,-4.32771747762912
"39","GB45280",288,223,146,373,96,188,277,424,224,267,234,306,-0.373506430253951,5.22666812428986,-2.63992344483532,0.019706820790718,0.999938120045966,-4.21419831071568
"40","GB45554",140,84,70,108,56,56,68,86,49,74,66,54,0.445189647911499,3.52342996703908,2.16920272306766,0.0482070529096154,0.999938120045966,-4.40453253215124
"41","GB45617",909,1073,281,1019,285,481,729,1580,655,780,677,953,-0.458692730366797,6.79157967252204,-2.32451731774913,0.0360413528770752,0.999938120045966,-4.34863274689412
"42","GB45810",291,101,37,198,71,189,192,34,53,26,93,80,1.19770667474036,3.79038385426467,2.16638213985162,0.0484600073624887,0.999938120045966,-4.39264299223624
"43","GB45841",6,44,0,47,0,13,11,97,11,30,15,26,-1.78718004456589,0.897330476237794,-2.10265504594355,0.0545153750528997,0.999938120045966,-4.5208933570222
"44","GB45862",278,187,144,248,88,175,151,249,137,142,138,128,0.333458955389428,4.69254371213052,2.12842877982198,0.0519862744878855,0.999938120045966,-4.35170135392871
"45","GB46069",378,384,199,641,123,238,309,1061,199,531,447,371,-0.423576251506265,5.77710923577401,-2.19531536124232,0.0459230840141486,0.999938120045966,-4.3371826580794
"46","GB46206",49,31,34,68,24,39,31,39,13,30,30,34,0.559829169117508,2.39478100901917,2.35159594009896,0.0342424456933558,0.999938120045966,-4.44335672341939
"47","GB46222",73,234,346,247,27,81,42,36,41,139,19,59,1.60846511607701,3.57246149412089,2.77201671371666,0.0152462695186863,0.999938120045966,-4.30279265529044
"48","GB46318",1101,586,590,1144,498,444,499,626,407,383,472,436,0.668536649010516,6.4656687876049,3.01205516020927,0.00952992438083986,0.999938120045966,-4.18281393105062
"49","GB46668",12,7,17,31,10,7,21,5,1,7,11,0,1.59839283140978,0.238114191401376,2.16218024765466,0.0488391372882206,0.999938120045966,-4.52720209172866
"50","GB46847",195,198,121,275,77,133,194,380,124,243,189,176,-0.284546332786635,4.80866998037888,-2.32350636962271,0.0361102169975937,0.999938120045966,-4.29949543602372
"51","GB47060",16,10,12,20,6,5,8,18,5,4,2,4,0.944946882560316,0.334654843622668,2.42712330711932,0.0296649472037619,0.999938120045966,-4.51105532468869
"52","GB47079",799,740,302,519,275,412,1228,965,1107,969,824,381,-0.790649300997051,6.64215824646239,-2.51508926937453,0.0250697947943548,0.999938120045966,-4.30211496993723
"53","GB47120",17,33,7,38,7,8,9,11,7,10,6,19,0.778944381544291,0.951640277694272,2.11319511863271,0.0534676183751338,0.999938120045966,-4.51873517474339
"54","GB48469",77,70,27,90,26,63,66,178,50,102,71,73,-0.510040098894241,3.38712713249113,-2.781983777846,0.0149528769952171,0.999938120045966,-4.30801298147689
"55","GB48655",9,17,3,16,2,5,11,38,6,17,30,8,-0.959197654324478,0.720694318571291,-2.38322206376889,0.0322493405292566,0.999938120045966,-4.50421383765914
"56","GB48875",1769,598,598,1418,199,181,328,38,58,325,515,48,2.18610233579224,5.4422215975001,2.86772839400712,0.01264694873705,0.999938120045966,-4.2006064789331
"57","GB49311",1610,946,923,1362,679,593,644,1429,605,652,460,805,0.569067867167464,7.02749018440393,2.54297747794778,0.0237615347073496,0.999938120045966,-4.31529587749855
"58","GB49380",59,67,28,70,22,26,88,272,20,129,42,63,-0.82937670693473,3.124478607471,-2.26811640904356,0.0400793109381073,0.999938120045966,-4.41475925139304
"59","GB49493",58,83,36,117,51,42,76,217,42,97,87,73,-0.480448400790586,3.5088256039736,-2.12504706255683,0.05231178709891,0.999938120045966,-4.41435304911627
"60","GB49516",55,35,22,31,27,26,30,27,14,12,17,22,0.785214163506415,1.97978230415931,2.61333746168938,0.0207467707194746,0.999938120045966,-4.4358418905502
"61","GB49523",22,15,13,24,10,14,10,20,8,8,10,17,0.544647139198739,1.12600682061649,2.14896069925063,0.0500500299506162,0.999938120045966,-4.51143801451651
"62","GB49564",5,10,2,10,5,8,10,27,6,9,17,8,-0.774441240768405,0.454285030994021,-2.18132087638708,0.04713423750792,0.999938120045966,-4.52386961593997
"63","GB49703",53,33,37,37,16,40,31,36,22,12,23,22,0.675414704076963,2.16653621028837,2.25402881395527,0.0411525349743873,0.999938120045966,-4.4659033708679
"64","GB50034",175,25,9,83,28,38,27,2,10,26,47,8,1.88772513712402,1.89497051543864,2.32834588359644,0.0357816830019327,0.999938120045966,-4.47206614675434
"65","GB50075",188,153,151,165,73,98,111,139,81,112,88,116,0.435920370305385,4.22293037433514,2.30631448627897,0.0373005380164531,0.999938120045966,-4.33118372517143
"66","GB50685",40,22,13,17,7,15,21,17,8,10,7,8,0.742650359234636,1.13386526031068,2.25806401871727,0.0408423908577733,0.999938120045966,-4.50252314583314
"67","GB50851",89,129,77,198,45,81,84,370,73,190,121,145,-0.479943350758275,4.17360201134205,-2.11140020777838,0.0536447151799107,0.999938120045966,-4.37875396085055
"68","GB51159",85,56,26,57,27,55,31,68,24,18,26,43,0.665208724813667,2.62144148801458,2.54473747007225,0.0236812150883291,0.999938120045966,-4.40565067001165
"69","GB51339",214,165,67,199,50,84,100,158,91,68,48,93,0.554145043918161,3.96761198067722,2.38658853908397,0.0320438023237715,0.999938120045966,-4.33102983963087
"70","GB51408",31,21,20,40,13,17,15,30,9,19,14,13,0.59529346486527,1.58466585076957,2.70544945331835,0.0173549868400881,0.999938120045966,-4.44658143558249
"71","GB51431",49,74,27,93,26,24,52,145,47,95,37,90,-0.576999643397202,3.10785171783564,-2.19964709802856,0.0455541344719543,0.999938120045966,-4.42592854175284
"72","GB51444",69,68,37,80,41,54,43,54,26,28,31,82,0.589766006733206,2.91960116953273,2.29075334701248,0.0384098514403084,0.999938120045966,-4.42227893263132
"73","GB51532",42,52,54,80,20,24,21,53,14,49,16,20,0.780660539819952,2.35431300938255,2.67827776966097,0.0182951116639609,0.999938120045966,-4.40672240460752
"74","GB51597",311,230,316,333,160,188,207,283,160,185,171,199,0.454187772704977,5.12267452322059,2.18873650957663,0.0464887798721972,0.999938120045966,-4.32909049291996
"75","GB51720",51,48,15,54,19,23,19,34,22,16,18,26,0.682245756627925,2.05967282612248,2.74375596980764,0.0161090746921758,0.999938120045966,-4.41717645179381
"76","GB52087",111,80,43,67,22,50,358,218,168,178,33,158,-1.28512483722918,3.85912613507513,-2.63300919991499,0.0199723160172716,0.999938120045966,-4.30319885533219
"77","GB52105",42,57,28,49,14,33,20,43,27,23,31,24,0.488246987313382,2.28078106392259,2.19444598005948,0.0459974684660966,0.999938120045966,-4.46765575424123
"78","GB52173",29,42,11,33,16,25,39,53,26,32,68,44,-0.634954106060891,2.33062893635968,-2.27411189319158,0.0396306076972716,0.999938120045966,-4.45665087609385
"79","GB52326",78,31,38,67,33,47,34,75,31,25,14,28,0.660563403619458,2.57822451722233,2.1162139884636,0.0531709813756774,0.999938120045966,-4.46482722650601
"80","GB52919",108,132,16,56,34,34,38,37,39,25,30,31,0.824153536132651,2.68938262387519,2.12468422433886,0.0523468249392511,0.999938120045966,-4.4585910941728
"81","GB53288",81,118,49,83,35,42,26,59,51,83,16,41,0.774493358283134,2.99348234053618,2.36735178745024,0.0332353000997849,0.999938120045966,-4.40652987767622
"82","GB53540",94,84,65,105,26,57,93,186,61,80,99,82,-0.375806715978061,3.63809168179306,-2.2908141796791,0.0384054547897307,0.999938120045966,-4.37462145247581
"83","GB53566",227,304,60,334,73,135,294,612,175,328,185,327,-0.746323154025799,5.06939186794722,-3.14271441320853,0.0073706157945699,0.999938120045966,-4.10066131644648
"84","GB53620",83,90,62,100,32,64,47,89,32,50,57,52,0.495847431818148,3.23564238339258,3.19917320244418,0.00659528687616927,0.999938120045966,-4.25653273804219
"85","GB53727",236,261,71,284,94,100,572,364,285,156,216,255,-0.779619014081134,5.02626919135145,-2.39395170034726,0.0315985870201279,0.999938120045966,-4.28283893253952
"86","GB54033",140,142,88,191,82,110,150,290,103,161,170,164,-0.354025680465972,4.47603995890918,-2.6497334113536,0.0193359983575747,0.999938120045966,-4.23452889185274
"87","GB54363",125,144,82,123,33,150,148,282,93,222,244,105,-0.632313820202142,4.34303172365655,-2.492502096009,0.0261798689496704,0.999938120045966,-4.28345829047497
"88","GB54441",24,15,10,15,10,9,20,2,4,6,5,15,1.1488998060589,0.62657322490651,2.09506552929668,0.0552815764290319,0.999938120045966,-4.52718067792381
"89","GB54661",147,176,79,208,77,139,148,416,118,177,181,196,-0.431970074245909,4.62366586666157,-2.85412736615552,0.0129879186814832,0.999938120045966,-4.17820393462089
"90","GB54685",304,199,135,210,112,174,192,209,100,156,136,125,0.398666705969442,4.68798888875954,2.21213498800535,0.044505970621408,0.999938120045966,-4.331360780419
"91","GB54752",44,43,21,52,9,30,36,89,37,41,95,52,-0.694396481683945,2.65056383172948,-2.59140435918069,0.0216445231610069,0.999938120045966,-4.39872632525525
"92","GB54753",2475,2974,714,3747,1081,1187,4251,4978,2473,2483,1737,3292,-0.715995415367995,8.48251861469879,-2.50261022372085,0.0256773780390966,0.999938120045966,-4.38886223339623
"93","GB54847",16,6,6,20,2,9,16,43,7,21,20,7,-0.832491046106183,0.871446488434092,-2.15183773488753,0.0497841399386564,0.999938120045966,-4.51755444297413
"94","GB54860",18,19,14,28,7,6,5,13,10,5,1,15,1.16721307855867,0.616502083977751,2.44769377145392,0.0285231684615834,0.999938120045966,-4.50313710922275
"95","GB55505",331,352,149,393,101,128,102,284,165,176,143,193,0.463533140136749,4.89802841708908,2.1962565351123,0.0458426838586289,0.999938120045966,-4.33012333455502
"96","GB55521",45,72,10,69,22,43,68,141,29,66,59,47,-0.620964352028283,2.89823242725531,-2.11767957484182,0.0530275229057277,0.999938120045966,-4.44991119531731
"97","GB55749",34,59,31,46,25,25,22,36,14,18,18,31,0.750831003754636,2.1500181725506,3.08922568142203,0.00818861377290112,0.999938120045966,-4.37545245908723
"98","GB55885",165,191,69,237,63,139,229,352,140,123,270,162,-0.470241023343753,4.65713032703321,-2.09453766385191,0.0553352364681016,0.999938120045966,-4.36272743171753
"99","GB55891",146,119,93,183,44,131,148,248,107,164,193,121,-0.380371346392685,4.37325899730879,-2.17437306031351,0.0477465659211136,0.999938120045966,-4.35370294910472
"100","GB55964",128,405,123,376,272,186,564,807,237,680,191,455,-0.840265108143382,5.60998603393883,-2.27182125059834,0.0398014780239272,0.999938120045966,-4.31782736578972
