"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","logCPM","PValue","FDR"
"35","GB51548",54,39,178,119,36,98,25,4,25,27,30,78,-1.16072060923915,2.99559358699849,0.00179740188252247,0.465523993874677
"36","GB40423",59,40,67,61,36,50,52,45,73,130,64,74,0.799973150993714,3.26532094603358,0.00204807138412711,0.469667663734265
"37","GB45388",219,152,389,327,82,247,51,48,75,98,106,241,-0.864243233696345,4.51184393443882,0.00251847531792682,0.469667663734265
"38","GB45733",119,101,318,268,51,122,47,19,38,57,64,157,-1.00849946353042,3.90289289377798,0.0025169488454952,0.469667663734265
"39","GB47541",208,185,72,113,261,311,276,757,596,358,175,404,1.61075791799821,5.87308652637508,0.0020838537584717,0.469667663734265
"40","GB48134",243,123,525,224,130,255,479,44,356,299,1156,451,1.26612965857484,5.70466081966447,0.00249125977941284,0.469667663734265
"41","GB48262",78,50,330,146,47,133,30,12,55,32,45,106,-1.09057388830468,3.52504260822539,0.00234701611091624,0.469667663734265
"42","GB48335",34,28,103,41,17,29,22,9,34,355,262,35,1.71536550014352,3.46019526781231,0.00244589367208885,0.469667663734265
"43","GB50037",28,21,21,26,11,5,13,12,56,54,60,23,1.21112967212793,2.1024301626948,0.00232493302719233,0.469667663734265
"44","GB51348",50,45,84,45,40,29,12,13,22,22,28,27,-0.908208873772189,2.37269941675662,0.00243694111670399,0.469667663734265
"45","GB55203",85,28,103,41,17,20,4,8,163,128,662,58,2.11252251329709,3.97626199898663,0.00238708491148171,0.469667663734265
"46","GB44710",338,215,1064,2297,355,1453,376,86,225,488,204,371,-1.36424437437259,6.3870029445185,0.00283395045801004,0.517011135730875
"47","GB55585",28,19,82,57,11,49,7,2,14,25,13,32,-1.10239293585731,1.97120322352654,0.00297220508181183,0.530696703118401
"48","GB55813",77,207,162,28,16,148,131,74,208,411,172,291,1.24422088591124,4.54423012982586,0.00309203539001557,0.540590854021056
"49","GB52618",246,326,546,369,275,206,128,75,98,286,135,237,-0.77638383335914,5.10829915814079,0.00326810843256303,0.551336282428898
"50","GB52975",289,195,552,386,105,189,103,47,126,87,142,235,-0.809437525850747,4.77753883278275,0.00328489205450964,0.551336282428898
"51","GB43575",126,137,889,456,98,595,51,25,158,150,114,311,-1.21100734206792,5.02255407578909,0.00345295698871991,0.553993545096155
"52","GB44068",229,199,262,176,169,192,245,330,231,408,240,234,0.928714667770166,5.32613385668072,0.00338237729384725,0.553993545096155
"53","GB55490",158,115,1432,539,152,396,96,36,184,159,148,296,-1.1601314523984,5.23584858506699,0.0034987676227474,0.553993545096155
"54","GB40697",3385,8100,20974,4644,4671,9770,10892,4569,21099,22207,13304,12658,1.06965555838707,10.6775386776308,0.00508081741152879,0.558422800037598
"55","GB41369",49,71,257,198,23,495,9,6,59,31,55,153,-1.63495155011872,3.93944449394422,0.00463366562956547,0.558422800037598
"56","GB41374",48,25,46,22,22,11,47,19,62,27,59,51,0.985806636027808,2.53929938702517,0.0052462394812594,0.558422800037598
"57","GB41895",118,112,304,220,53,125,36,19,65,49,91,141,-0.878106082417516,3.88871595521382,0.00425122495490583,0.558422800037598
"58","GB42017",384,320,422,326,251,250,321,248,432,617,468,435,0.681355118290479,5.82373587660525,0.00529335177624985,0.558422800037598
"59","GB42147",91,68,164,137,38,64,34,21,40,37,49,66,-0.781760964120989,3.23991086157573,0.00536509227949933,0.558422800037598
"60","GB43077",428,333,925,798,181,373,158,63,245,188,276,419,-0.821536312632422,5.59575001761885,0.00449222104908977,0.558422800037598
"61","GB44006",52,41,162,129,49,150,45,17,19,28,15,75,-1.14620253919709,3.20154044881415,0.00462269562597399,0.558422800037598
"62","GB44100",21677,13054,55423,61837,9114,84953,2313,908,17326,12319,9879,31274,-1.59227472854487,11.7226145344307,0.00424766671879041,0.558422800037598
"63","GB44117",58,40,316,184,49,85,43,4,37,26,40,90,-1.19677115413117,3.38839268490834,0.0053899245475507,0.558422800037598
"64","GB44374",76,62,85,78,59,67,44,58,154,192,81,100,0.800062329227691,3.73550915751575,0.00521633605479113,0.558422800037598
"65","GB44775",100,95,152,156,91,127,65,24,55,82,26,79,-0.827260536305929,3.67632961390115,0.00464151308443355,0.558422800037598
"66","GB45138",178,149,762,425,78,202,65,19,117,100,89,286,-1.05159865332007,4.67996570041911,0.00490263879608457,0.558422800037598
"67","GB47042",131,125,168,181,63,95,153,59,115,207,474,156,0.926057919251183,4.58177716789837,0.00512862038642597,0.558422800037598
"68","GB47885",42,19,203,100,33,181,33,5,24,12,4,70,-1.57199938681613,3.01601283177144,0.00430100581541659,0.558422800037598
"69","GB49844",34,39,201,58,15,56,18,6,27,23,15,46,-1.1142688687591,2.55228036815933,0.0040483300731589,0.558422800037598
"70","GB50124",455,256,852,311,275,214,324,235,524,1022,753,462,0.828836186259049,6.08704226262596,0.00409060067543264,0.558422800037598
"71","GB50815",46,29,57,41,18,45,39,35,63,91,49,40,0.802707946539143,2.83340221362142,0.00409870147464239,0.558422800037598
"72","GB51114",214,138,379,393,135,446,30,13,162,171,114,243,-1.08279562728927,4.75561554038708,0.00392978295600319,0.558422800037598
"73","GB51546",52,36,207,157,27,82,33,8,28,38,18,70,-1.12134507226336,3.05874815468295,0.00388061792354634,0.558422800037598
"74","GB51593",320,308,460,433,156,594,100,36,130,131,217,418,-0.937483021506591,5.22904803653594,0.00406621241171253,0.558422800037598
"75","GB52046",41,37,161,117,31,42,22,7,26,39,24,53,-0.965016984239059,2.75788601345204,0.00476363017383779,0.558422800037598
"76","GB53997",248,210,105,118,78,95,48,39,37,54,88,82,-0.975597510357413,3.89206533556168,0.00447572587022214,0.558422800037598
"77","GB54150",92,75,243,296,60,70,29,10,73,59,63,101,-1.02398022557376,3.69956642335899,0.00413486133443735,0.558422800037598
"78","GB54387",147,162,232,155,117,152,120,95,243,269,282,230,0.636645216787141,4.77360338227545,0.00509420507944652,0.558422800037598
"79","GB54496",450,403,902,827,174,633,116,62,197,207,254,635,-0.950657204304345,5.73123717558406,0.00390748402603306,0.558422800037598
"80","GB54935",93,54,275,97,38,71,32,7,29,42,24,105,-1.02867615033057,3.22509582060565,0.00534478337078349,0.558422800037598
"81","GB55429",126,89,290,176,57,115,47,26,82,72,68,100,-0.719194573142509,3.82019977897599,0.00469108128607104,0.558422800037598
"82","GB41727",78,60,308,160,44,134,38,6,48,55,38,122,-1.02569508678302,3.55837866493984,0.005544551104583,0.560600877947717
"83","GB42054",3662,2672,2748,2148,844,1287,582,240,864,1327,1301,1602,-0.945672437519311,7.75639383859969,0.00548423056590905,0.560600877947717
"84","GB40594",58,45,173,98,25,62,18,11,39,47,33,53,-0.821684790603408,2.89550576672548,0.00589438132750799,0.563147938937192
"85","GB41954",46,29,5,14,30,12,34,207,17,25,25,20,2.14899031642562,3.15078843976135,0.00598266851355602,0.563147938937192
"86","GB42011",103,63,65,58,46,46,72,42,99,134,124,66,0.785772615239195,3.55954803183865,0.00646150814778649,0.563147938937192
"87","GB42924",86,51,173,198,34,285,23,12,55,46,33,144,-1.18134729750545,3.67633239340879,0.00584917138024462,0.563147938937192
"88","GB44247",58,54,169,132,33,127,21,16,50,47,43,76,-0.846444622563269,3.23986703549761,0.00644425907652726,0.563147938937192
"89","GB44574",66,49,80,63,24,36,37,54,67,77,100,74,0.779372571547695,3.22651137943411,0.00639963044997158,0.563147938937192
"90","GB46103",28,29,57,56,11,152,4,3,25,20,6,52,-1.45306111072501,2.38406549127694,0.00612040792001745,0.563147938937192
"91","GB46501",81,46,81,76,42,49,55,44,84,132,70,99,0.672630138084087,3.43211780298339,0.00659858593332041,0.563147938937192
"92","GB48114",57,36,133,56,11,47,9,5,22,15,27,50,-1.02946623281727,2.38970340626383,0.00579301347036671,0.563147938937192
"93","GB48238",101,73,341,186,68,121,38,7,61,70,80,127,-0.913374814381368,3.79347501027621,0.00664342778298165,0.563147938937192
"94","GB50686",442,242,260,504,149,345,57,124,113,167,130,245,-0.8566292107887,5.05209369581698,0.00602233458619448,0.563147938937192
"95","GB50761",16270,14313,48069,77899,11063,52459,2490,600,21160,9137,1801,26934,-1.68018103276942,11.5435536343603,0.00617115729531686,0.563147938937192
"96","GB51110",37,39,51,68,20,30,7,9,12,22,22,37,-0.892961779602674,2.12110218351217,0.00662675788157232,0.563147938937192
"97","GB51619",144,112,262,256,77,140,50,42,72,68,106,129,-0.711885431414865,4.08420717234732,0.00654877066506378,0.563147938937192
"98","GB53746",150,100,272,193,70,140,54,17,63,72,120,112,-0.75126272426534,3.95389514982125,0.00566330205227651,0.563147938937192
"99","GB55388",954,989,1974,4260,786,3405,501,142,608,852,231,2152,-1.30643850328494,7.54479733183978,0.00621752298398647,0.563147938937192
"100","GB40083",505,268,556,353,189,219,203,184,301,533,2470,264,1.23793870991316,6.20684246936631,0.0107173963325044,0.572025023804663
"101","GB40158",84,35,60,66,48,98,11,15,38,30,20,64,-0.917764187631628,2.8041288972267,0.00726009885812976,0.572025023804663
"102","GB40504",97,74,284,160,49,99,28,12,55,81,68,113,-0.78441688237092,3.61690773419012,0.0094602359965772,0.572025023804663
"103","GB40871",50,46,96,71,22,47,37,5,10,19,19,38,-0.965117912469517,2.46395934336683,0.00996637432835933,0.572025023804663
"104","GB41137",177,103,151,138,92,105,130,72,147,246,148,196,0.574914062548377,4.40716015790563,0.0119766302906142,0.572025023804663
"105","GB41138",58,38,171,131,33,51,17,6,44,26,43,65,-0.918298777702345,2.93574774218418,0.0102199961840735,0.572025023804663
"106","GB41228",130,143,267,69,55,144,106,49,342,327,97,276,0.830790388631228,4.55497099622825,0.010737369385492,0.572025023804663
"107","GB41284",551,231,201,180,151,154,132,95,159,239,3327,233,1.72288395412222,6.1325963607993,0.00958536097657,0.572025023804663
"108","GB41401",74,67,107,88,21,78,11,10,39,59,30,67,-0.768062710944235,2.9056196444768,0.0128656747100121,0.572025023804663
"109","GB41625",908,486,5613,2372,589,1225,676,179,417,780,498,1292,-1.05128740511997,7.25806176759104,0.013006226346113,0.572025023804663
"110","GB42307",200,130,247,408,104,479,36,23,111,180,85,297,-0.985043545696431,4.69048618599574,0.00984823021541814,0.572025023804663
"111","GB42360",253,211,503,293,151,254,130,72,102,135,183,219,-0.592863519702624,4.87123960099953,0.0129979131876198,0.572025023804663
"112","GB42410",1346,223,1617,1357,509,359,253,291,2827,1988,6710,563,1.5291276763713,7.73405114696283,0.0103732681921885,0.572025023804663
"113","GB42424",373,201,977,501,318,333,103,124,219,278,333,188,-0.712490368843087,5.4957342274077,0.0132412772034327,0.572025023804663
"114","GB42425",283,81,316,617,126,803,32,24,134,147,72,480,-1.23701944981325,5.10202781700624,0.0138629696018851,0.572025023804663
"115","GB42597",107,105,124,96,127,15,39,29,20,56,21,56,-1.09841868969263,3.3446471982017,0.0132996157917471,0.572025023804663
"116","GB42922",256,185,362,233,145,161,171,148,282,425,235,293,0.548715302824013,5.15131209827235,0.0135605160455223,0.572025023804663
"117","GB43095",918,542,1634,1097,440,558,340,93,400,446,475,659,-0.777378753245007,6.39816403369895,0.00777734749308258,0.572025023804663
"118","GB43330",12159,11759,5405,7016,8939,16619,17369,16983,17062,14700,12748,21723,1.07166066221668,11.1595753886326,0.0107813191708596,0.572025023804663
"119","GB43711",45,42,119,101,28,51,27,2,23,32,34,47,-0.908656414989911,2.67166351914025,0.00890208599376129,0.572025023804663
"120","GB43713",14040,3844,14946,20611,7337,22516,6239,1038,3749,4886,1813,12458,-1.20746340452793,10.3259398366208,0.00889304845105617,0.572025023804663
"121","GB44024",2490,137,4887,2347,322,6263,3840,1135,6281,7086,4808,12866,1.4431816891862,9.23495417413992,0.0118931537247588,0.572025023804663
"122","GB44155",82,55,373,141,67,94,32,15,42,56,86,107,-0.875959196595094,3.64165778288746,0.0101914901881253,0.572025023804663
"123","GB44178",47,59,200,137,14,46,16,9,44,24,26,67,-1.02359378307251,2.91438853216241,0.0111325718680778,0.572025023804663
"124","GB44514",426,247,619,319,193,416,307,138,623,595,439,697,0.621625991972202,5.8911905405178,0.0133318773172375,0.572025023804663
"125","GB44796",78,46,177,90,44,64,33,14,35,71,34,49,-0.719098207585208,3.07995662990119,0.00850013342176579,0.572025023804663
"126","GB45131",28,23,109,56,15,63,8,3,15,22,27,42,-1.01164696601575,2.22941114809466,0.00760659013341335,0.572025023804663
"127","GB45387",156,127,449,269,63,184,53,28,88,79,124,203,-0.756743052962661,4.31738221245978,0.0123490168386532,0.572025023804663
"128","GB45434",370,478,240,391,370,169,319,829,379,1378,374,275,1.19005970465587,6.31438243226935,0.0117142925976382,0.572025023804663
"129","GB45645",1527,1311,2212,2149,952,1012,665,403,445,410,612,1303,-0.8579470801759,7.25723008658141,0.0117965482528426,0.572025023804663
"130","GB45685",355,296,598,559,152,204,129,75,177,243,196,284,-0.626931847726576,5.21265895777373,0.0111600097097006,0.572025023804663
"131","GB45967",64,45,315,154,34,113,30,10,55,34,46,106,-0.962382330785764,3.43324975587615,0.0120641682664559,0.572025023804663
"132","GB46129",144,99,181,154,50,65,48,18,44,79,58,96,-0.696426216652587,3.57996539976326,0.009825408418724,0.572025023804663
"133","GB46209",61,77,249,81,38,107,15,10,41,58,36,108,-0.912303998580624,3.27012516626692,0.00870971937641457,0.572025023804663
"134","GB46436",48,50,83,64,29,45,18,14,22,33,37,31,-0.700848340610012,2.53787018953133,0.00962738990466641,0.572025023804663
"135","GB46595",78,102,116,67,89,84,62,194,114,235,100,102,1.03516946307577,4.24157501799834,0.00753280482540315,0.572025023804663
"136","GB46725",21,30,174,99,14,29,11,5,23,21,20,44,-1.13058479855629,2.41814647435663,0.00849623612434757,0.572025023804663
"137","GB47036",65,41,198,132,24,52,20,12,30,35,35,81,-0.870245572632582,2.99954970322148,0.0132664846913596,0.572025023804663
"138","GB47118",82,38,432,262,35,81,48,7,50,68,42,92,-1.14598137296405,3.67788868408024,0.00812636773493161,0.572025023804663
"139","GB47387",49,41,73,56,42,53,30,5,25,25,39,21,-0.806905505317563,2.51959234613056,0.0126138194439362,0.572025023804663
"140","GB47469",80,58,92,76,55,61,74,68,76,108,86,97,0.649695345441388,3.61100545574582,0.013814754216527,0.572025023804663
"141","GB47611",41,36,35,24,16,31,26,30,35,70,46,42,0.767118806201943,2.50507728669756,0.0101951792317498,0.572025023804663
"142","GB47614",70,66,240,156,51,112,27,11,38,45,46,139,-0.904821104604896,3.47284593061179,0.00878045364248817,0.572025023804663
"143","GB48034",114,89,188,163,63,121,58,19,33,75,60,125,-0.699647057201612,3.68861140874857,0.0128921604377337,0.572025023804663
"144","GB48060",139,79,119,103,67,69,37,39,22,40,42,65,-0.819201145483257,3.34992973477521,0.0120916812582011,0.572025023804663
"145","GB48239",238,178,689,274,153,331,82,61,164,190,167,280,-0.637205959582005,4.96598218685007,0.0111606995526979,0.572025023804663
"146","GB48306",85,54,293,100,41,117,26,9,39,43,75,96,-0.896185001200088,3.4111228304727,0.00996839440752628,0.572025023804663
"147","GB48419",66,54,113,145,38,174,4,9,38,58,30,117,-1.08729499065495,3.26528232589509,0.0131872685745347,0.572025023804663
"148","GB48466",31,25,66,58,15,38,9,4,19,26,21,32,-0.771425333816071,2.03875904304671,0.0121485472766846,0.572025023804663
"149","GB48656",434,168,142,296,43,598,18,22,35,188,164,234,-1.24774176189359,4.70947714308674,0.0135877094036816,0.572025023804663
"150","GB48665",162,141,90,74,58,61,35,20,36,52,53,82,-0.835456146093382,3.39916382933065,0.00852999202568412,0.572025023804663
"151","GB48835",286,250,245,233,198,160,254,305,294,471,226,249,0.792475541078221,5.42063333996097,0.011178788310264,0.572025023804663
"152","GB48860",49,46,17,19,21,18,11,3,103,276,53,52,1.46483357363198,2.96395143699692,0.0114427469606575,0.572025023804663
"153","GB49328",132,88,199,78,73,129,78,42,217,208,107,460,0.849113740493224,4.39966844549005,0.0074703013153303,0.572025023804663
"154","GB49533",83,95,334,234,51,155,32,19,84,75,73,140,-0.840318049198276,3.91553271712703,0.00835988684622894,0.572025023804663
"155","GB49872",83,47,200,171,46,110,46,8,45,49,51,89,-0.85135095419766,3.41903642268957,0.0100165136508541,0.572025023804663
"156","GB49952",100,83,97,158,72,33,41,27,33,50,30,50,-0.882373450345708,3.26678864940398,0.0108513176335358,0.572025023804663
"157","GB50011",110,87,414,196,42,204,47,19,85,76,39,166,-0.914968333898452,3.99708847836038,0.00937774208695506,0.572025023804663
"158","GB50020",74,53,291,128,28,111,26,8,51,51,47,91,-0.945400017100584,3.36355543683697,0.00740714299586859,0.572025023804663
"159","GB50116",8749,2071,4101,11668,3308,13857,494,231,5438,3343,2577,3668,-1.37215184834672,9.38105155524914,0.00945410495389552,0.572025023804663
"160","GB50170",70,37,448,218,34,148,42,3,33,72,28,138,-1.23495824178027,3.69796102025905,0.0122902326304198,0.572025023804663
"161","GB50171",175,130,597,323,108,193,112,37,65,147,47,227,-0.865584088548757,4.56300984852533,0.00950151132067956,0.572025023804663
"162","GB50224",1148,755,1629,1360,507,1173,466,237,445,641,469,894,-0.712932163087642,6.80087323795474,0.0112200046894311,0.572025023804663
"163","GB50283",85,155,356,162,44,135,153,102,215,264,174,210,0.710190244624658,4.63765990288192,0.0101411798973861,0.572025023804663
"164","GB50505",58,60,341,186,42,100,27,8,59,61,31,117,-1.03579223104024,3.53204292445032,0.007544376191806,0.572025023804663
"165","GB50681",56,51,203,116,24,73,24,7,49,29,30,80,-0.882785197329344,3.03592953367034,0.0139696365454012,0.572025023804663
"166","GB50690",266,187,691,337,92,272,57,46,143,160,163,310,-0.728365374102837,4.8747447418124,0.0121104040982393,0.572025023804663
"167","GB50827",88,95,283,114,26,52,34,21,18,41,31,91,-1.00546994764318,3.2958159790345,0.00765126741550807,0.572025023804663
"168","GB50880",494,235,377,259,158,132,185,81,478,582,1625,267,1.20178220190907,5.86873834841753,0.00707403947622335,0.572025023804663
"169","GB50930",189,121,299,246,90,113,58,68,67,72,71,122,-0.73636348024033,4.16413205684008,0.0095383333642821,0.572025023804663
"170","GB51005",36,29,30,24,26,16,14,113,27,45,44,27,1.44635713219201,2.77169441084855,0.00765955402961117,0.572025023804663
"171","GB51271",172,132,179,115,106,148,77,187,179,207,238,182,0.738682587030418,4.67142103644857,0.0139734425500424,0.572025023804663
"172","GB51625",181,132,127,134,124,131,138,120,196,227,157,216,0.637367019515456,4.61680698419258,0.0132490245457032,0.572025023804663
"173","GB51668",31,31,95,59,17,49,20,6,19,27,23,32,-0.776096558083567,2.27633351538843,0.0124685832584866,0.572025023804663
"174","GB51783",3767,661,1640,812,1066,1403,160,225,568,808,270,1685,-1.18513169792658,7.19269898436436,0.0079471213194192,0.572025023804663
"175","GB52002",71,44,57,68,18,12,18,6,10,24,28,23,-0.963456803104895,2.20559539059613,0.0118760457471578,0.572025023804663
"176","GB52070",30,15,42,35,18,23,34,18,53,39,33,40,0.78059433643035,2.31567616435874,0.00695981408405105,0.572025023804663
"177","GB52106",32,18,164,96,16,71,10,3,25,27,26,52,-1.12150277175421,2.55847628287388,0.00783551262404043,0.572025023804663
"178","GB52157",101,86,158,119,42,131,19,25,54,87,44,97,-0.694020115642229,3.47903847844993,0.0122633746338388,0.572025023804663
"179","GB52993",148,112,267,234,74,97,39,28,65,95,112,133,-0.671531875925384,3.99746161241207,0.0115463429416999,0.572025023804663
"180","GB52995",240,122,344,386,148,408,81,35,142,164,81,330,-0.784579820760444,4.81917211116381,0.0131916652522765,0.572025023804663
"181","GB53001",369,241,364,260,100,191,94,50,123,160,169,217,-0.592492036131183,4.749293807586,0.0128678806156022,0.572025023804663
"182","GB53014",168,151,526,372,104,384,48,28,199,180,52,244,-0.933215531794013,4.74375880276963,0.00877687387808827,0.572025023804663
"183","GB53015",600,470,727,570,155,675,156,50,190,277,239,625,-0.839329758762681,5.71408669692197,0.00870129137577763,0.572025023804663
"184","GB53016",46,40,313,129,33,86,35,6,46,41,46,68,-0.971359686291054,3.25044958861283,0.0129905180982147,0.572025023804663
"185","GB53139",159,98,285,184,60,114,36,9,88,108,77,131,-0.743005471078034,3.89332506872245,0.013746392065913,0.572025023804663
"186","GB53206",112,91,445,197,58,178,60,23,71,57,72,163,-0.860629686341167,4.05492352263538,0.00775640689192774,0.572025023804663
"187","GB53296",59,32,107,102,34,55,23,9,25,31,43,48,-0.784050482531709,2.74384662719166,0.0089681498603171,0.572025023804663
"188","GB53512",153,132,598,395,153,257,124,13,155,115,87,204,-0.940046552755102,4.72255572844847,0.00836282969638522,0.572025023804663
"189","GB53652",27,37,32,21,22,21,25,27,40,85,46,25,0.900334419028863,2.43885117286716,0.00856362410879294,0.572025023804663
"190","GB53819",211,189,224,170,145,139,180,352,192,275,194,182,0.912260130498247,5.12639635180524,0.0114384545018273,0.572025023804663
"191","GB53931",285,214,748,439,166,202,126,49,175,173,218,251,-0.673784341301697,5.08074678556419,0.00972441845577871,0.572025023804663
"192","GB53935",222,183,133,133,138,109,155,295,184,374,161,154,0.968855883827158,4.97951611631462,0.00987173460968927,0.572025023804663
"193","GB53955",265,227,229,150,173,149,180,211,260,493,243,200,0.729021130531195,5.17972271846216,0.0131655012481962,0.572025023804663
"194","GB53996",124,105,157,87,61,100,45,22,49,66,66,91,-0.606140346664518,3.53720368907867,0.0131450875823379,0.572025023804663
"195","GB54095",117,78,208,133,41,83,47,13,32,33,62,95,-0.845900996599608,3.42375015240395,0.00735401521395305,0.572025023804663
"196","GB54312",321,228,221,214,196,170,222,281,261,587,261,239,0.799694783171198,5.40531495054061,0.00998579291043602,0.572025023804663
"197","GB54502",120,111,17,40,26,4,8,16,9,33,14,11,-1.49338190244414,2.39961742200142,0.0137581402423564,0.572025023804663
"198","GB54723",24,27,214,111,31,35,17,2,32,34,38,34,-1.08966678496393,2.70157600711654,0.0125225236010104,0.572025023804663
"199","GB55046",45,29,87,30,22,47,85,13,41,88,115,38,0.942108234762877,3.01609610485696,0.0117870020986358,0.572025023804663
"200","GB55070",337,187,567,360,174,590,79,53,182,198,111,475,-0.800987493349144,5.21032833755234,0.013421629831696,0.572025023804663
"201","GB55204",1937,7183,5881,6807,16395,2560,996,467,166,5866,176,5327,-1.92864872657938,9.44923586813938,0.00795499728017121,0.572025023804663
"202","GB55375",1424,1053,3380,2895,825,975,928,271,622,719,754,883,-0.87589524170203,7.37016718782476,0.0106786584075628,0.572025023804663
"203","GB55395",423,334,459,361,141,261,142,57,162,317,150,259,-0.592380658838713,5.13565777396339,0.0128673161241429,0.572025023804663
"204","GB55411",326,278,1537,385,240,295,174,88,213,237,254,347,-0.744491490438985,5.55237455953541,0.0138481067543966,0.572025023804663
"205","GB55453",130,125,419,227,71,224,56,35,99,100,89,197,-0.702156768957828,4.30031257934603,0.0116733607251494,0.572025023804663
"206","GB43360",151,116,2303,597,128,713,206,49,166,230,126,429,-1.20048872254178,5.68267833522798,0.0141615832749438,0.574397773936458
"207","GB46312",711,538,983,654,321,496,500,420,901,1179,601,977,0.653148472263127,6.65487697441393,0.0141682959014355,0.574397773936458
