"","ID","NC.1","NC.2","NC.3","NC.6","NP.1","NP.3","NC.4","NC.5","NP.2","NP.4","NP.5","NP.6","logFC","logCPM","PValue","FDR"
"18","GB41000",412,513,445,397,261,270,202,690,130,184,374,182,-1.22045861255741,5.89080436711349,0.015575272440064,0.746909218237621
"19","GB41222",90,16,86,79,21,136,14,5,97,54,264,74,1.39273360571671,3.46408464553582,0.0136456016669035,0.746909218237621
"20","GB41284",551,231,201,180,151,154,132,95,159,239,3327,233,1.64523721181877,6.1325963607993,0.0131711310279007,0.746909218237621
"21","GB41361",472,115,840,76,130,22,49,72,809,434,2747,90,1.73331789043418,6.09915773622203,0.022052213576023,0.746909218237621
"22","GB41467",332,184,582,457,147,173,184,97,137,281,185,198,-0.623210195356284,5.09990263486693,0.0181956851217426,0.746909218237621
"23","GB41630",1060,968,1137,838,464,678,394,805,307,345,631,460,-0.959848628268512,6.7308522086775,0.0210874097477238,0.746909218237621
"24","GB41645",1223,1108,961,973,543,575,473,1159,359,483,713,645,-1.05323414977611,6.9839312370711,0.0180974435855449,0.746909218237621
"25","GB41698",171,111,41,60,32,14,26,20,25,44,32,22,-1.28638951187957,2.90437327331088,0.00540036491671358,0.746909218237621
"26","GB41710",191,86,370,75,32,22,16,25,588,206,3705,83,2.96583972434073,6.02961253248235,0.000841720452000504,0.746909218237621
"27","GB41756",195,78,26,59,18,7,9,74,13,92,28,31,-1.4994092907324,3.05097002147385,0.0223396778666546,0.746909218237621
"28","GB41786",596,537,640,691,344,400,269,298,195,273,273,371,-0.715556732571148,5.9375605543233,0.0214319274191509,0.746909218237621
"29","GB41860",109,56,67,119,45,26,35,111,25,56,51,39,-1.27656794189839,3.37469147749641,0.0100126184853298,0.746909218237621
"30","GB41954",46,29,5,14,30,12,34,207,17,25,25,20,-2.18983822591912,3.15078843976135,0.00518522737451214,0.746909218237621
"31","GB42139",262,128,231,135,73,105,74,98,103,124,90,127,-0.616538751888375,4.25534890470784,0.0292721654132573,0.746909218237621
"32","GB42147",91,68,164,137,38,64,34,21,40,37,49,66,-0.665505640922718,3.23991086157573,0.0181760645817961,0.746909218237621
"33","GB42206",48,40,56,42,18,12,16,13,9,25,26,24,-0.859741577540799,2.05312864892616,0.0166192602036452,0.746909218237621
"34","GB42233",330,245,53,88,78,22,33,78,44,43,83,43,-1.36380988736216,3.89740641348206,0.0131562900282896,0.746909218237621
"35","GB42249",970,952,403,635,326,187,230,810,195,243,344,430,-1.45176852250353,6.33066879560133,0.00654675886772861,0.746909218237621
"36","GB42278",82,70,32,37,19,12,12,26,17,31,25,31,-1.01518052195364,2.36205797701024,0.0208790303341052,0.746909218237621
"37","GB42326",1236,791,1313,1744,549,708,1025,522,545,609,582,774,-0.862875335966446,7.02008947552922,0.0151627478438315,0.746909218237621
"38","GB42410",1346,223,1617,1357,509,359,253,291,2827,1988,6710,563,1.54063270613349,7.73405114696283,0.00982739953293443,0.746909218237621
"39","GB42524",116,79,116,124,36,28,58,44,64,51,73,59,-0.79854199344834,3.4078667804038,0.0174586964669664,0.746909218237621
"40","GB42548",217,225,115,143,108,58,86,340,74,210,134,87,-1.19645146161227,4.74496459978446,0.0192337832795283,0.746909218237621
"41","GB42558",134,43,193,58,26,159,70,15,65,76,480,286,1.18857509873385,4.22122522222136,0.0202207819844213,0.746909218237621
"42","GB42609",31,40,127,66,18,38,35,23,22,33,33,36,-0.787230225845215,2.60801179189077,0.0208397290427467,0.746909218237621
"43","GB42741",1856,1418,1837,3257,1031,6014,263,178,2818,2109,2255,3637,1.16953173882199,8.23564660185205,0.0220129679653705,0.746909218237621
"44","GB42754",24,42,69,36,18,21,8,67,21,33,15,33,-1.11125737848649,2.43725437556976,0.0286174318605507,0.746909218237621
"45","GB42865",644,623,998,695,336,407,376,670,264,229,467,394,-1.06545544368886,6.34133626877043,0.0100360720711802,0.746909218237621
"46","GB42866",83,70,75,57,27,14,7,34,16,22,46,21,-1.09186193387308,2.58916174200442,0.0187239549010135,0.746909218237621
"47","GB42976",508,452,138,316,160,97,97,314,82,161,207,171,-1.2458432263206,5.20819855006471,0.0122257733509489,0.746909218237621
"48","GB42984",875,696,32,375,61,22,8,590,24,95,37,347,-2.58167144515533,5.50479057004614,0.00711648816726625,0.746909218237621
"49","GB43111",594,412,557,472,216,284,218,467,264,341,348,353,-0.782616833692293,5.8897456945074,0.0244006553897463,0.746909218237621
"50","GB43138",3043,3278,2967,2968,1748,1032,1392,2334,1124,1426,2167,1559,-0.920096873558368,8.37360228835708,0.0288472521460645,0.746909218237621
"51","GB43222",315,238,379,302,97,150,97,113,95,153,144,232,-0.72199290502832,4.78302119812288,0.0084779474330766,0.746909218237621
"52","GB43245",879,769,304,506,233,160,137,468,161,171,209,413,-1.34580595703245,5.87450124785723,0.00692712135020966,0.746909218237621
"53","GB43293",1111,953,170,357,157,77,38,206,131,195,209,195,-1.55605888642914,5.55384046733145,0.00551922049805824,0.746909218237621
"54","GB43453",218,120,143,233,109,41,102,52,95,71,72,84,-0.791654436200047,4.07256254961155,0.0268102162118786,0.746909218237621
"55","GB43468",207,212,128,91,96,85,87,171,38,46,110,114,-1.08867344860099,4.27811755697961,0.0212636779685778,0.746909218237621
"56","GB43516",93,84,97,23,41,175,23,13,108,168,291,77,1.43827315252784,3.83186740625099,0.00398406060149747,0.746909218237621
"57","GB43541",43,39,57,33,11,15,24,12,18,21,19,18,-1.01016672639067,1.98207438071355,0.00417783076571222,0.746909218237621
"58","GB43549",54,51,33,27,13,11,31,21,27,42,12,20,-0.957865751479365,2.18758179092122,0.0222019756526805,0.746909218237621
"59","GB43643",1328,1442,1760,1293,912,963,787,1675,597,770,789,996,-0.94254997443601,7.51549497674161,0.0288171917099129,0.746909218237621
"60","GB43689",459,134,521,3131,260,11956,297,248,2241,1144,101,1410,1.85490040202723,7.97499117694406,0.0260753219625385,0.746909218237621
"61","GB43814",68,49,41,61,20,13,22,16,15,32,29,31,-0.879945547206429,2.33429746629877,0.0171464931029571,0.746909218237621
"62","GB44011",92,64,97,99,42,62,64,26,34,45,31,55,-0.714998845436666,3.15425328124832,0.0214595811111962,0.746909218237621
"63","GB44055",101,52,173,109,37,84,36,11,107,125,362,99,0.952689975769764,3.91379660164577,0.0278999042408446,0.746909218237621
"64","GB44072",217,138,209,217,115,74,123,61,62,119,107,90,-0.717062267653999,4.24975545184111,0.0191319795091259,0.746909218237621
"65","GB44159",871,753,588,585,307,179,156,556,187,257,367,206,-1.30447159697946,6.05931933574703,0.0063414346629114,0.746909218237621
"66","GB44174",445,378,372,347,138,166,103,179,113,166,181,259,-0.869658096732007,5.13110777154127,0.00706645808029894,0.746909218237621
"67","GB44197",55,63,53,31,15,21,15,22,11,16,30,10,-1.20451658373229,2.16036502774609,0.00552392272277426,0.746909218237621
"68","GB44225",396,288,564,420,182,883,230,43,301,709,471,835,0.837947186092983,5.90824760696414,0.0264527724653956,0.746909218237621
"69","GB44254",2924,2203,2524,3009,1778,1348,1961,1910,778,1294,1490,1161,-0.972293829042766,8.22122827613782,0.0212855241839921,0.746909218237621
"70","GB44276",312,291,95,192,80,86,54,211,35,46,89,122,-1.54497058433362,4.47948927355573,0.00503024877630937,0.746909218237621
"71","GB44279",91,70,51,61,31,24,21,50,13,52,24,15,-1.23020043166796,2.74889737614073,0.00926109674924863,0.746909218237621
"72","GB44295",316,280,26,97,68,24,28,64,55,86,66,42,-1.26638229194229,3.89001478401289,0.0223962826110755,0.746909218237621
"73","GB44330",423,381,108,207,103,107,34,307,46,93,82,167,-1.55853530327717,4.84793926076019,0.00830782237209365,0.746909218237621
"74","GB44331",508,469,647,670,248,342,239,402,171,282,308,440,-0.831519471384803,5.9124739291586,0.0170730374073225,0.746909218237621
"75","GB44336",873,801,345,446,461,194,343,920,231,307,497,318,-1.18255359253817,6.40829474280231,0.0257179480930375,0.746909218237621
"76","GB44482",2457,2587,1266,1287,1000,615,580,1561,667,748,1052,723,-1.14280752889658,7.62456107873185,0.0184784613841595,0.746909218237621
"77","GB44493",289,251,629,297,193,190,217,81,167,186,136,193,-0.592642522057787,5.06283396208944,0.0256905784016596,0.746909218237621
"78","GB44505",158,73,142,23,61,60,14,9,222,224,177,111,1.22943013206569,3.88091511308714,0.0135671345394911,0.746909218237621
"79","GB44536",202,187,237,244,69,115,37,67,74,74,83,148,-0.731332805405066,4.18659288676564,0.0134803606522985,0.746909218237621
"80","GB44548",447,169,289,227,1169,59,135,20,273,154,664,1400,1.81111713365436,5.99299688845061,0.0101691250041948,0.746909218237621
"81","GB44582",145,102,174,124,66,76,49,215,49,90,70,81,-1.22232204265593,4.13503180226363,0.00876952401016678,0.746909218237621
"82","GB44584",277,175,238,195,100,129,81,107,89,108,107,119,-0.725643501254557,4.42447658909914,0.0118600780132854,0.746909218237621
"83","GB44614",207,138,257,182,111,168,128,54,235,354,189,382,0.531343683593732,4.82044279372713,0.0275557794469678,0.746909218237621
"84","GB44661",353,233,317,316,149,136,146,190,115,160,142,229,-0.824974531629294,4.9848128780333,0.01003430808759,0.746909218237621
"85","GB44802",728,492,691,441,339,365,447,682,285,381,421,387,-0.923679940211552,6.28205296862552,0.0188144151468634,0.746909218237621
"86","GB44860",304,315,273,255,173,159,155,240,70,97,197,158,-0.976528697284413,5.01668054346151,0.016917470864194,0.746909218237621
"87","GB45009",506,551,662,437,293,392,312,715,244,306,440,361,-0.927511631327836,6.18448971419294,0.0247186581111121,0.746909218237621
"88","GB45029",361,333,390,363,117,177,192,140,161,69,321,195,-0.770033255897863,5.12965480600209,0.0282313691225215,0.746909218237621
"89","GB45035",119,85,49,68,27,24,26,46,28,46,65,28,-0.938641553880521,2.99662512708371,0.0254637275849153,0.746909218237621
"90","GB45055",356,251,142,169,94,61,42,155,35,75,145,93,-1.21872096445649,4.40748579258783,0.0123564136724576,0.746909218237621
"91","GB45111",421,332,266,304,169,192,171,341,174,192,264,243,-0.80615328194939,5.37963480798804,0.0295416219007968,0.746909218237621
"92","GB45139",222,210,48,51,31,29,8,32,32,61,38,23,-1.40208927055371,3.28337967208335,0.00845324000366541,0.746909218237621
"93","GB45150",247,246,141,118,81,68,84,114,50,91,103,91,-1.08370273401226,4.2331032379059,0.00676419524799888,0.746909218237621
"94","GB45421",27,37,39,22,24,17,14,69,8,22,22,16,-1.30602342212667,2.27233992429174,0.0212939562175484,0.746909218237621
"95","GB45459",3652,3145,2695,4049,2085,2375,3012,3746,892,1323,1863,2013,-1.18082703912657,8.76384541366534,0.0145174360262677,0.746909218237621
"96","GB45474",645,409,441,416,238,278,239,419,254,331,279,351,-0.760333328678069,5.82356723959301,0.0276931716347789,0.746909218237621
"97","GB45518",716,631,452,583,314,222,267,701,145,166,452,289,-1.28786080052694,6.12738144874922,0.0106708735345564,0.746909218237621
"98","GB45632",157,220,128,106,147,99,95,701,68,203,140,78,-1.62651410079913,5.21989798478104,0.0104516020437391,0.746909218237621
"99","GB45676",138,67,98,83,23,78,28,36,20,27,39,53,-0.899627818405033,3.07690053269595,0.0114084328195736,0.746909218237621
"100","GB45685",355,296,598,559,152,204,129,75,177,243,196,284,-0.544959723813988,5.21265895777373,0.0282720325117513,0.746909218237621
"101","GB45707",17056,13442,17271,23007,8453,3904,5573,8858,6295,7635,10433,7339,-0.92360199048875,10.6568748747671,0.0261697653581413,0.746909218237621
"102","GB45710",32,20,21,36,14,9,16,41,11,11,23,21,-1.17567164870169,1.90189208700676,0.0174348388960608,0.746909218237621
"103","GB45732",386,259,828,562,196,167,227,100,147,211,213,257,-0.821069783677591,5.34684635215671,0.00505059242666606,0.746909218237621
"104","GB45774",120,70,15,60,22,14,10,52,8,27,24,12,-1.73764455734855,2.57734131743411,0.00559630172960532,0.746909218237621
"105","GB45927",151,161,255,303,71,143,52,104,67,65,78,166,-0.811868844363803,4.29838805961376,0.0179595928964388,0.746909218237621
"106","GB45929",299,230,329,322,125,139,137,86,136,188,163,192,-0.544405275827389,4.81722674596147,0.0234780980056512,0.746909218237621
"107","GB45972",546,476,151,322,218,77,109,301,118,180,208,160,-1.11323227230246,5.28735669867215,0.0219043429843537,0.746909218237621
"108","GB46091",186,184,75,120,57,38,33,114,42,66,95,73,-1.10774622941219,3.86383202848576,0.017330994444458,0.746909218237621
"109","GB46113",276,207,264,208,123,107,105,346,97,147,163,121,-1.17983842298604,4.93905600836437,0.00821490914194522,0.746909218237621
"110","GB46129",144,99,181,154,50,65,48,18,44,79,58,96,-0.598272944290701,3.57996539976326,0.0296378419534232,0.746909218237621
"111","GB46188",212,146,143,211,88,80,132,104,110,133,126,108,-0.675251941738919,4.36754466430192,0.0285855771498833,0.746909218237621
"112","GB46203",46,23,18,22,26,22,18,10,41,41,75,78,0.968991641619234,2.42746525357035,0.0114991633441209,0.746909218237621
"113","GB46306",127,99,248,112,102,182,93,65,203,193,228,276,0.643168296169842,4.54158375120853,0.0103718062043951,0.746909218237621
"114","GB46330",337,459,630,546,219,273,175,353,196,236,315,245,-0.833842223943693,5.67525668508251,0.0180568495810534,0.746909218237621
"115","GB46362",639,650,582,435,335,232,212,586,189,210,324,271,-1.1406422195871,6.00349286635383,0.011817559063951,0.746909218237621
"116","GB46513",239,279,25,56,86,15,29,59,33,33,60,37,-1.3212403880009,3.67455814771454,0.0293630281615011,0.746909218237621
"117","GB46581",443,411,598,475,240,325,260,222,166,245,268,297,-0.663296693842955,5.61730275487173,0.0196234501700454,0.746909218237621
"118","GB46757",190,188,213,213,89,75,82,105,109,113,132,89,-0.737043556751763,4.33797999641772,0.0178440854447316,0.746909218237621
"119","GB46760",224,144,221,189,154,186,135,68,306,422,223,327,0.657657644975571,4.96650840538862,0.00811097182474435,0.746909218237621
"120","GB46978",134,91,104,122,109,147,64,22,126,114,142,190,0.663221068978321,4.05879545626833,0.0255826765910921,0.746909218237621
"121","GB46981",103,121,65,78,63,62,47,256,33,82,54,84,-1.38899955985566,4.04665056064882,0.0127505035920059,0.746909218237621
"122","GB47009",784,995,1545,1390,566,587,358,878,339,303,660,632,-0.993749012117434,6.86519893730255,0.0212606781267339,0.746909218237621
"123","GB47037",120,129,161,171,91,80,70,80,31,53,72,43,-0.955847307193452,3.83965030500087,0.0133714393967638,0.746909218237621
"124","GB47057",534,551,856,776,322,453,257,592,204,232,433,341,-0.958287565283292,6.19002495739292,0.018970251784213,0.746909218237621
"125","GB47058",461,491,321,511,283,213,238,504,133,211,320,190,-1.11278051134785,5.77244947708698,0.0150075319875744,0.746909218237621
"126","GB47059",122,115,182,157,65,91,50,156,54,48,100,63,-1.05342585170298,4.02819645447389,0.0148110583187396,0.746909218237621
"127","GB47062",263,234,201,197,154,104,76,283,72,75,148,96,-1.13464293319824,4.76005589699854,0.0189118262803153,0.746909218237621
"128","GB47065",103,81,62,55,54,32,61,122,44,32,75,39,-1.10835337970566,3.49237197274826,0.0231318462848091,0.746909218237621
"129","GB47348",79,61,69,66,35,34,26,44,25,36,40,40,-0.776328127608448,2.8586421596501,0.0269606178890776,0.746909218237621
"130","GB47499",303,300,397,224,79,144,214,145,79,118,140,230,-1.11194964279378,4.88705840135793,0.00182416250286777,0.746909218237621
"131","GB47513",456,495,177,201,178,97,85,427,105,149,168,111,-1.44052668314766,5.26569384184927,0.00998056058873919,0.746909218237621
"132","GB47516",209,147,33,44,41,21,24,30,25,40,40,33,-1.25080433290803,3.12991959932561,0.0115930426802083,0.746909218237621
"133","GB47543",377,305,241,267,164,143,182,435,156,383,217,218,-0.879171357641644,5.43485416558774,0.0294973351125418,0.746909218237621
"134","GB47545",115,37,428,72,29,39,111,51,321,453,882,106,1.2782174941559,4.94084638199431,0.0147775602436065,0.746909218237621
"135","GB47566",429,287,685,462,177,209,200,105,159,290,206,328,-0.574178043952564,5.34989925924383,0.0216855606224196,0.746909218237621
"136","GB47696",159,129,106,160,65,71,56,131,65,80,78,79,-0.95037664662767,3.99076571436257,0.0142147076746661,0.746909218237621
"137","GB47729",170,136,66,92,52,50,58,53,42,64,63,56,-0.88930555520353,3.54661055040801,0.015558496618891,0.746909218237621
"138","GB47788",83,82,99,68,32,27,50,53,18,17,56,34,-1.29446102719947,3.03637847065922,0.00441525632532104,0.746909218237621
"139","GB47932",48,44,147,77,31,42,48,16,11,31,26,31,-1.00499026330371,2.72639286191285,0.00748430025864684,0.746909218237621
"140","GB47946",1510,2740,1004,1645,1264,553,1137,3930,614,1317,2016,748,-1.3375115033192,8.18861463379227,0.0240760435010203,0.746909218237621
"141","GB47947",4337,9487,4055,7017,4077,2400,3167,13354,1716,3306,5980,2464,-1.4759390177748,9.91652975240875,0.0163330307090685,0.746909218237621
"142","GB47977",9552,18192,19013,19254,7002,8385,6885,15172,4062,3709,9268,12015,-1.16074158108236,10.792073798968,0.0180174915918249,0.746909218237621
"143","GB48002",2771,2744,1284,1831,1179,1035,749,2817,780,954,1456,991,-1.20432869430706,8.05972963539877,0.0205314445521903,0.746909218237621
"144","GB48055",143,113,107,88,37,41,18,41,26,33,23,70,-1.12203223276743,3.18214514494732,0.00398416344311848,0.746909218237621
"145","GB48056",59,45,30,34,18,19,21,15,8,18,17,24,-1.00287392871525,2.02275192958911,0.00969157113949345,0.746909218237621
"146","GB48097",494,420,122,127,130,75,96,254,122,105,181,117,-1.22526277982577,4.95134085516705,0.0168599013555101,0.746909218237621
"147","GB48140",874,738,1655,1302,464,674,529,542,464,473,655,677,-0.717041944958965,6.78552295838071,0.0291604213752554,0.746909218237621
"148","GB48149",39,26,88,29,16,18,8,23,13,18,21,13,-0.99245581848704,1.96770933554862,0.0135318557574468,0.746909218237621
"149","GB48152",195,198,298,177,126,238,101,91,249,358,330,293,0.542782373352825,4.99348025977917,0.0243290383582229,0.746909218237621
"150","GB48247",368,323,560,506,186,208,135,938,239,283,314,311,-1.32003562045986,6.02107845614928,0.00947921694306771,0.746909218237621
"151","GB48270",174,127,18,79,24,15,13,60,13,41,69,31,-1.41605401225073,3.13648661379858,0.01992811061904,0.746909218237621
"152","GB48325",278,193,19,62,49,13,11,124,29,60,41,57,-1.67203036995428,3.69550028957289,0.0155945280703572,0.746909218237621
"153","GB48335",34,28,103,41,17,29,22,9,34,355,262,35,1.6838151824335,3.46019526781231,0.00285915454532028,0.746909218237621
"154","GB48385",298,229,355,421,138,198,136,92,89,138,144,196,-0.701920123936921,4.86550017236533,0.00799712459502805,0.746909218237621
"155","GB48447",18,14,36,33,4,68,16,5,36,25,110,23,1.17304631014897,2.28680605422901,0.0278202920212787,0.746909218237621
"156","GB48452",1221,1198,1161,1111,743,714,834,1461,481,632,992,667,-0.98048496259703,7.30348022303245,0.0268191778245773,0.746909218237621
"157","GB48474",1251,909,2541,1574,695,934,739,871,490,1087,495,899,-0.807301449034968,7.24993200276287,0.0250422428753287,0.746909218237621
"158","GB48521",177,289,201,170,123,126,98,269,70,83,154,177,-0.998603650925291,4.77185584765821,0.0250880396308208,0.746909218237621
"159","GB48552",321,155,369,231,167,295,118,99,410,356,599,386,0.8011891719571,5.38865139702181,0.00594600455630081,0.746909218237621
"160","GB48573",481,213,770,450,185,668,279,123,543,591,884,1060,0.78664423012596,6.16582591842936,0.0157373494387392,0.746909218237621
"161","GB48746",31,16,39,27,10,9,17,13,6,31,10,17,-0.840484743473577,1.56506805720827,0.0286223183750665,0.746909218237621
"162","GB48812",208,135,469,225,127,308,99,58,337,278,291,390,0.653783816891196,5.06834391552955,0.0189665307753251,0.746909218237621
"163","GB48820",2463,1055,4050,1153,1164,799,1071,302,3218,2484,12822,1048,1.32180198145169,8.54502349804904,0.0208152442973057,0.746909218237621
"164","GB48840",1385,1324,1056,1110,717,545,577,1762,401,401,929,669,-1.25210080503859,7.30298383463926,0.0157676626166197,0.746909218237621
"165","GB48850",37,17,99,36,23,52,14,0,37,152,12,233,1.47846338486998,2.95567667853298,0.0184842614707341,0.746909218237621
"166","GB48854",750,528,235,330,161,130,87,180,164,238,199,214,-0.958756243918221,5.31396375069742,0.0142084633622994,0.746909218237621
"167","GB48860",49,46,17,19,21,18,11,3,103,276,53,52,1.7435047665173,2.96395143699692,0.00249449823427851,0.746909218237621
"168","GB48868",46,33,69,61,18,7,21,14,12,20,36,19,-1.01415318831151,2.15447940932788,0.0146387701152099,0.746909218237621
"169","GB48889",556,542,620,527,236,259,253,307,314,426,343,310,-0.651067936126898,5.87644388216391,0.027223235172038,0.746909218237621
"170","GB48919",86,59,19,34,17,10,15,54,7,10,17,18,-1.96123543798533,2.32091823877536,0.0023724210977075,0.746909218237621
"171","GB48960",172,107,100,127,59,83,46,52,27,61,59,58,-0.80002607633936,3.57903472125697,0.0160279507030411,0.746909218237621
"172","GB49026",71,114,90,56,48,65,43,123,30,44,53,52,-1.08156671700599,3.50339281978339,0.0214241194824259,0.746909218237621
"173","GB49223",4136,4427,887,1742,1255,475,564,1683,925,1010,1669,809,-1.20142060918132,8.02596908608815,0.0287887122046848,0.746909218237621
"174","GB49239",201,132,111,113,67,61,48,70,48,72,78,77,-0.779010031413615,3.77827279988331,0.0214694101471713,0.746909218237621
"175","GB49248",420,249,55,174,61,44,13,198,42,117,34,139,-1.60503572264758,4.37043822949356,0.0121401984599145,0.746909218237621
"176","GB49270",101,75,106,57,22,14,30,20,29,50,49,55,-0.787636872651951,2.86875643545254,0.0286490297461146,0.746909218237621
"177","GB49328",132,88,199,78,73,129,78,42,217,208,107,460,0.8894465805863,4.39966844549005,0.00521069901136433,0.746909218237621
"178","GB49386",98,66,1049,44,69,25,11,19,57,84,21,48,-1.43503118927478,3.86736358048386,0.0156128658946887,0.746909218237621
"179","GB49397",1350,961,870,857,473,455,582,681,356,506,507,546,-1.02053764391973,6.73329972460304,0.00957571259503034,0.746909218237621
"180","GB49504",957,728,1341,551,632,1183,540,244,849,1417,1003,3722,0.958584778900789,7.23258291886005,0.0129246686683994,0.746909218237621
"181","GB49511",426,248,567,302,135,141,196,130,99,210,199,162,-0.931226855677758,5.06968973443765,0.00223830987548374,0.746909218237621
"182","GB49535",392,456,430,636,175,206,137,199,134,206,158,417,-0.839811817783959,5.43166181083817,0.0129269032352806,0.746909218237621
"183","GB49548",826,857,978,982,509,462,405,785,340,411,556,526,-0.915960367711945,6.66584083420969,0.0222019215095265,0.746909218237621
"184","GB49567",1023,870,1695,1469,570,866,532,877,408,413,613,777,-0.88962781805063,7.00557448054212,0.0227384040544748,0.746909218237621
"185","GB49626",412,147,675,457,233,570,207,68,576,1159,511,1614,1.2861232942577,6.19374668271337,0.00150641043268728,0.746909218237621
"186","GB49696",209,215,250,296,119,133,127,403,140,141,168,184,-1.1250174972628,5.10229012378315,0.00967616231329057,0.746909218237621
"187","GB49767",162,116,78,86,38,46,20,61,27,38,78,51,-0.958698283043187,3.36130749612519,0.0238700200815298,0.746909218237621
"188","GB49774",218,153,407,132,70,149,97,64,29,66,89,129,-0.906443530400783,4.22085563519501,0.00804179236192185,0.746909218237621
"189","GB49778",84,84,98,58,42,36,39,91,23,18,54,31,-1.30494094000784,3.20501767824755,0.00893746220469628,0.746909218237621
"190","GB49794",193,193,636,355,134,215,123,295,132,154,117,231,-0.967626176663486,5.13713775821564,0.0134936912814526,0.746909218237621
"191","GB49799",149,202,175,222,72,115,77,173,74,60,114,128,-1.02120942144313,4.38879856853356,0.0113391348946234,0.746909218237621
"192","GB49853",347,238,37,221,46,35,19,138,34,73,77,121,-1.55341808937457,4.17562318116725,0.00937768876400791,0.746909218237621
"193","GB49857",927,771,38,287,116,31,37,402,74,233,99,187,-1.98550864185467,5.44394232604049,0.00794595384808385,0.746909218237621
"194","GB49858",266,214,8,72,41,8,9,98,14,52,30,37,-2.02095600753761,3.53311412552629,0.00913210938693231,0.746909218237621
"195","GB49887",113,47,168,120,26,542,19,4,61,143,27,233,1.3142952229062,4.04689855268736,0.0294907788960803,0.746909218237621
"196","GB49900",36,28,105,61,10,25,17,9,27,13,10,27,-1.01529835921445,2.11157367557966,0.00800963257601137,0.746909218237621
"197","GB49952",100,83,97,158,72,33,41,27,33,50,30,50,-0.787606696577759,3.26678864940398,0.0227315906729747,0.746909218237621
"198","GB49960",488,284,312,276,112,161,158,140,173,244,212,227,-0.615394633547105,5.09145084847839,0.0254778980918951,0.746909218237621
"199","GB49969",398,348,183,301,136,125,143,325,106,181,238,195,-1.05399870632487,5.20362612075685,0.013521594175073,0.746909218237621
"200","GB49981",26,43,49,27,18,16,24,8,19,18,14,9,-0.85246953020903,1.83206779516345,0.0263308505355022,0.746909218237621
"201","GB50003",268,312,310,199,157,108,115,101,72,197,128,114,-0.724949524307657,4.6909597805465,0.0209328196951238,0.746909218237621
"202","GB50007",131,88,110,92,62,44,80,57,56,60,62,70,-0.720958715491642,3.56855143568817,0.0269239756081825,0.746909218237621
"203","GB50043",713,530,311,380,132,133,66,293,193,278,228,310,-0.981558073160699,5.48711816022129,0.0211925834658837,0.746909218237621
"204","GB50048",18519,19297,19312,26762,12333,12290,7325,26707,4369,5355,11580,10481,-1.27142529910854,11.2723464084626,0.0198562094405143,0.746909218237621
"205","GB50065",291,415,30,75,106,22,37,164,41,58,78,45,-1.64188247482522,4.27986701673087,0.0157097454613633,0.746909218237621
"206","GB50074",419,200,29,132,58,22,25,107,57,129,45,73,-1.37508898470795,4.05411957450312,0.0195376819320014,0.746909218237621
"207","GB50090",217,183,221,216,82,114,91,104,94,114,146,123,-0.663321153968332,4.41430732311025,0.0184424014309698,0.746909218237621
