"","ID","NC.1","NC.4","NP.1","NP.4","NP.5","NP.6","NC.2","NC.3","NC.5","NC.6","NP.2","NP.3","logFC","logCPM","PValue","FDR"
"21","GB43456",48,46,170,96,25,113,15,8,22,24,19,87,1.24445478872487,2.90720155172506,0.00147716655544432,0.231773105536592
"22","GB43549",54,51,33,27,13,11,31,21,27,42,12,20,-1.34983022384208,2.18758179092122,0.00144194083195882,0.231773105536592
"23","GB43575",126,137,889,456,98,595,51,25,158,150,114,311,1.54700804845102,5.02255407578909,0.000222791641578919,0.231773105536592
"24","GB43576",83,84,262,230,59,224,39,14,81,91,60,171,1.03813819625267,3.96300112471051,0.00249630545906237,0.231773105536592
"25","GB44100",21677,13054,55423,61837,9114,84953,2313,908,17326,12319,9879,31274,1.70725224917427,11.7226145344307,0.00224820595319225,0.231773105536592
"26","GB44117",58,40,316,184,49,85,43,4,37,26,40,90,1.40994871944818,3.38839268490834,0.00115193956854767,0.231773105536592
"27","GB44155",82,55,373,141,67,94,32,15,42,56,86,107,1.21126692556087,3.64165778288746,0.000439138938834168,0.231773105536592
"28","GB44252",18,20,132,49,8,57,11,5,19,12,24,76,1.51185330560232,2.26841166928503,0.0023132443531657,0.231773105536592
"29","GB44552",2328,4217,223,1288,1882,117,399,2444,213,46973,808,452,-3.21737359823869,9.39355769918963,0.00206047289186666,0.231773105536592
"30","GB44561",152,297,36,103,112,30,64,129,31,2083,79,89,-2.45754143062074,5.18887770476703,0.00159660535472048,0.231773105536592
"31","GB44710",338,215,1064,2297,355,1453,376,86,225,488,204,371,1.37210731007364,6.3870029445185,0.00268442979366706,0.231773105536592
"32","GB45131",28,23,109,56,15,63,8,3,15,22,27,42,1.29950192426151,2.22941114809466,0.000671328041293697,0.231773105536592
"33","GB45138",178,149,762,425,78,202,65,19,117,100,89,286,1.12026104440022,4.67996570041911,0.00278119457377139,0.231773105536592
"34","GB45408",167,136,807,483,144,298,85,36,136,234,180,292,1.10850012873134,5.00549556004422,0.000632403433046176,0.231773105536592
"35","GB45434",370,478,240,391,370,169,319,829,379,1378,374,275,-1.40675950197538,6.31438243226935,0.00303801735093245,0.231773105536592
"36","GB45655",24,19,143,70,19,62,16,3,30,19,21,50,1.27667927706028,2.42021643593748,0.00199061796623036,0.231773105536592
"37","GB45812",49,59,321,214,42,82,33,12,47,54,77,152,1.35876128494126,3.62293847907449,0.000845511803857177,0.231773105536592
"38","GB45967",64,45,315,154,34,113,30,10,55,34,46,106,1.22856151357519,3.43324975587615,0.00148315737629755,0.231773105536592
"39","GB46251",41,32,127,90,21,50,17,7,21,23,33,73,1.07794425432599,2.60889665001771,0.0030218297706848,0.231773105536592
"40","GB46700",308,312,1474,950,185,616,241,52,216,231,235,844,1.20085108643733,5.90931809448074,0.00289448596639665,0.231773105536592
"41","GB46749",570,239,958,1440,397,2031,99,28,462,310,111,1404,1.72597517604963,6.45746401974482,0.00298308669769259,0.231773105536592
"42","GB47417",80,60,280,125,42,179,28,13,50,60,87,110,1.14399346613848,3.61994796097181,0.00088797558303044,0.231773105536592
"43","GB47452",53,38,294,162,49,123,22,12,87,40,61,277,1.53213435135306,3.72113403273677,0.00149772217406257,0.231773105536592
"44","GB47614",70,66,240,156,51,112,27,11,38,45,46,139,1.16096489319265,3.47284593061179,0.000931630468274965,0.231773105536592
"45","GB47823",215,194,509,545,93,1131,65,49,200,163,184,499,1.44221433257604,5.4194609106417,0.00137598629756207,0.231773105536592
"46","GB47885",42,19,203,100,33,181,33,5,24,12,4,70,1.65815333810464,3.01601283177144,0.00277970690058231,0.231773105536592
"47","GB48066",362,148,488,433,330,596,90,44,174,283,148,570,1.06631346964296,5.39060957813365,0.00289822170930276,0.231773105536592
"48","GB48079",14614,4330,12370,32119,7106,36498,992,569,6171,5059,3030,13026,1.63474212308273,10.543263952154,0.00244848160499905,0.231773105536592
"49","GB48105",294,1209,444,197,162,226,264,129,2123,746,270,555,-1.65114306072301,6.34322727861599,0.00295215030483267,0.231773105536592
"50","GB48136",19,20,196,64,8,46,14,5,13,16,19,45,1.52509853106504,2.3123858299754,0.00165178374536731,0.231773105536592
"51","GB48238",101,73,341,186,68,121,38,7,61,70,80,127,1.065441021293,3.79347501027621,0.00165154062460005,0.231773105536592
"52","GB48262",78,50,330,146,47,133,30,12,55,32,45,106,1.21072887839554,3.52504260822539,0.000770143448034957,0.231773105536592
"53","GB48305",29,20,198,68,20,82,11,0,24,25,34,93,1.82158862038789,2.69264335117128,0.000936517697826625,0.231773105536592
"54","GB48306",85,54,293,100,41,117,26,9,39,43,75,96,1.11807371016656,3.4111228304727,0.00146939560775856,0.231773105536592
"55","GB48310",40,17,144,47,16,62,5,4,22,39,279,38,2.07311274127733,3.0409469337997,0.00190282709428149,0.231773105536592
"56","GB48391",13506,3674,18666,15636,2926,37712,3251,1404,3566,6676,45119,17044,1.94258704509534,10.8939803160164,0.0025282402999697,0.231773105536592
"57","GB48658",26,16,201,58,16,60,15,3,20,33,39,41,1.43361764210107,2.50802525681496,0.0013240744210362,0.231773105536592
"58","GB48936",77,100,724,675,69,529,15,3,174,54,16,394,2.16729932091475,4.85525376178976,0.00204825048352848,0.231773105536592
"59","GB49391",55,32,235,105,33,102,36,12,29,54,86,124,1.23708327721773,3.32639603863601,0.00160200904121759,0.231773105536592
"60","GB49525",20,21,191,68,10,79,10,6,23,30,16,82,1.53382757823324,2.57545483074817,0.00215149801711825,0.231773105536592
"61","GB49533",83,95,334,234,51,155,32,19,84,75,73,140,0.952023147806365,3.91553271712703,0.00299454240113947,0.231773105536592
"62","GB49826",236,168,1200,663,214,1311,222,60,339,239,218,528,1.30174873041527,5.8918537610851,0.00202453729587006,0.231773105536592
"63","GB50170",70,37,448,218,34,148,42,3,33,72,28,138,1.55193110616346,3.69796102025905,0.00183939755986557,0.231773105536592
"64","GB50204",119,99,523,298,46,225,47,20,102,76,105,267,1.23238599690472,4.35118716904177,0.00170491813881966,0.231773105536592
"65","GB50406",84,60,282,178,48,123,44,10,56,47,62,135,1.06073438708544,3.63827163886659,0.00237178603507677,0.231773105536592
"66","GB50434",40,19,100,40,15,78,12,3,16,18,50,121,1.59185481224292,2.54433901331772,0.00172934493313586,0.231773105536592
"67","GB50441",21,26,300,64,16,53,12,6,13,25,19,44,1.66915195732704,2.60957885303531,0.000526458731584964,0.231773105536592
"68","GB50482",1195,731,6628,4565,1124,3189,931,298,1556,1374,1568,2062,1.23716944467373,8.07767231301569,0.00241063687838321,0.231773105536592
"69","GB50505",58,60,341,186,42,100,27,8,59,61,31,117,1.1576783145199,3.53204292445032,0.00298863161916731,0.231773105536592
"70","GB50662",18,10,107,96,13,215,16,18,16,24,12,82,1.81369370590521,2.86787477501032,0.00290137843153531,0.231773105536592
"71","GB50828",112,78,860,288,50,94,58,24,44,50,40,123,1.34942079479174,4.16788398281457,0.00213077013333491,0.231773105536592
"72","GB51134",68,63,275,158,37,109,23,17,44,36,56,139,1.17825088942767,3.48924210827183,0.00142971581151035,0.231773105536592
"73","GB51163",88,91,471,254,30,328,50,9,50,49,60,300,1.66443741829877,4.22397951996948,0.00117106519056077,0.231773105536592
"74","GB51207",23,25,131,53,13,54,8,4,28,17,29,62,1.27457292750973,2.32863043368808,0.00303187342733041,0.231773105536592
"75","GB51210",18,20,129,96,20,73,16,10,27,27,31,91,1.43209428885287,2.67037947919168,0.00114413333186844,0.231773105536592
"76","GB51273",119,86,358,232,56,513,70,20,105,105,99,221,1.21252964956644,4.46650603923566,0.00250760184327995,0.231773105536592
"77","GB51406",359,321,1340,854,237,664,187,79,373,316,486,783,1.03823538694103,6.03191973161658,0.00235198179305339,0.231773105536592
"78","GB51545",63,70,368,237,64,124,34,40,59,57,76,228,1.23243388109108,3.97629962691332,0.00158122811467562,0.231773105536592
"79","GB51548",54,39,178,119,36,98,25,4,25,27,30,78,1.26408978327741,2.99559358699849,0.000715551416810127,0.231773105536592
"80","GB51642",100,89,887,313,99,267,47,38,117,138,58,115,1.21073462516022,4.54844111161183,0.00119914462437602,0.231773105536592
"81","GB51650",35,20,415,156,32,131,16,6,78,48,43,108,1.67250872439153,3.47856646701362,0.00120679539602853,0.231773105536592
"82","GB52106",32,18,164,96,16,71,10,3,25,27,26,52,1.49948582128995,2.55847628287388,0.00049832544012449,0.231773105536592
"83","GB52348",201,125,841,433,217,1079,83,68,336,271,786,441,1.54188322443757,5.78659133790672,0.00115731172262363,0.231773105536592
"84","GB52779",282,174,906,735,116,397,105,31,219,114,231,409,1.20893987535559,5.30675995149459,0.00161850654598357,0.231773105536592
"85","GB52895",82,37,205,121,43,208,54,9,96,79,251,359,1.45518030373624,4.12757130809452,0.00245554039877656,0.231773105536592
"86","GB53016",46,40,313,129,33,86,35,6,46,41,46,68,1.17433411359871,3.25044958861283,0.00290166478340327,0.231773105536592
"87","GB53110",37,21,267,80,31,65,22,7,39,30,64,154,1.62026075035612,3.13140264551044,0.000858083006959046,0.231773105536592
"88","GB53315",34,32,246,99,43,98,25,24,33,32,35,221,1.47537506049949,3.35814585356161,0.00219112015122956,0.231773105536592
"89","GB53710",54,25,186,120,25,104,20,11,43,42,37,106,1.17273734694761,3.09968248193225,0.0026473266884588,0.231773105536592
"90","GB53729",276,229,1926,880,189,686,145,85,451,342,344,812,1.20659140157229,6.04974357077343,0.00294749395889135,0.231773105536592
"91","GB53787",309,254,1201,845,176,507,192,76,186,140,277,553,1.13713007175187,5.67608813586033,0.00146148264373494,0.231773105536592
"92","GB53935",222,183,133,133,138,109,155,295,184,374,161,154,-1.18765600774781,4.97951611631462,0.0016672564969149,0.231773105536592
"93","GB53978",112842,101682,345830,511566,120943,386640,35967,10035,122019,101703,49501,404429,1.67123388448831,14.5980303144299,0.00216356045261205,0.231773105536592
"94","GB54076",45,27,173,241,56,53,37,23,24,47,58,96,1.27284609543559,3.35016690479846,0.00286686767514148,0.231773105536592
"95","GB54163",61,64,490,253,61,221,81,20,60,63,42,174,1.28001804927522,4.10047374169636,0.00223039049726058,0.231773105536592
"96","GB54347",263,173,1140,480,128,510,114,41,169,225,192,551,1.20402214533123,5.38300299949624,0.00123021441511033,0.231773105536592
"97","GB54396",201,243,4343,542,255,820,197,102,312,413,182,747,1.58785598340083,6.31110273774161,0.00187553679455526,0.231773105536592
"98","GB54404",103,110,1523,391,32,595,30,27,27,42,22,589,2.6233688478234,5.04751325751829,0.000395815485049683,0.231773105536592
"99","GB54549",19636,16148,74052,81963,25115,84797,9883,1990,17688,17173,8281,79092,1.82309898265181,12.1994873913617,0.000982744014460938,0.231773105536592
"100","GB54722",39,26,158,91,20,70,8,7,20,18,24,50,1.38995598484147,2.55840463474169,0.000286340877613054,0.231773105536592
"101","GB54723",24,27,214,111,31,35,17,2,32,34,38,34,1.34490399214646,2.70157600711654,0.0022948628569443,0.231773105536592
"102","GB54735",160,166,544,577,88,975,23,60,148,160,227,445,1.67027408834917,5.30060456729145,0.000699182329457035,0.231773105536592
"103","GB54778",105,89,249,182,65,215,22,9,62,59,104,174,1.26099666951456,3.89632414303946,0.000820159191630979,0.231773105536592
"104","GB54884",28,16,460,188,20,80,21,16,25,31,29,131,2.04934188518406,3.38533427844704,0.000446086516523165,0.231773105536592
"105","GB54970",241,249,203,146,85,107,91,291,431,165,190,67,-1.38218798602697,4.97982128935457,0.00228380931614666,0.231773105536592
"106","GB55301",87,129,1365,366,91,408,73,36,131,250,100,330,1.41342194796371,5.06500718411455,0.00159924784444069,0.231773105536592
"107","GB55426",501,340,2483,1568,341,725,228,76,342,344,384,480,1.28166323619336,6.34207771982074,0.000418116881561682,0.231773105536592
"108","GB55490",158,115,1432,539,152,396,96,36,184,159,148,296,1.49084519748436,5.23584858506699,0.000204469766492349,0.231773105536592
"109","GB55516",39,24,157,98,22,86,26,12,28,21,261,50,1.79353000614099,3.27601025842013,0.00180617771874056,0.231773105536592
"110","GB55809",128,94,453,216,87,189,47,21,107,78,137,175,1.03462974188402,4.24944324528985,0.000956462470757643,0.231773105536592
"111","GB41888",35,33,214,79,24,71,19,9,41,23,35,112,1.25205101965975,2.93005775584894,0.00316232567509909,0.23908321680569
"112","GB44537",164,169,580,395,74,547,87,25,179,158,180,437,1.15459282987307,5.02795722710141,0.00351886113063228,0.240083598441188
"113","GB47933",716,318,1853,2481,450,2202,71,19,783,425,381,1483,1.74366142161532,6.89001747696009,0.00344375914116156,0.240083598441188
"114","GB50962",217,203,793,396,135,286,106,27,143,109,118,258,0.884369057706351,4.91231421989749,0.00349820746191771,0.240083598441188
"115","GB51165",133,134,347,375,34,318,60,8,53,86,155,268,1.34227964075344,4.4215123411083,0.00347687198951738,0.240083598441188
"116","GB51441",413,150,3147,1092,274,672,203,132,280,601,250,721,1.28017235849011,6.30790298692279,0.0033619906867287,0.240083598441188
"117","GB51724",176,132,545,820,173,686,54,19,318,157,80,434,1.42373917129464,5.30151230495659,0.00330320356384835,0.240083598441188
"118","GB51734",71,79,442,249,44,233,73,27,104,67,109,334,1.23679199352312,4.32059144515417,0.00331456893588107,0.240083598441188
"119","GB52251",165,114,315,691,136,1005,124,58,245,191,217,341,1.28175318240106,5.38404147908013,0.00326590719655265,0.240083598441188
"120","GB52810",41,15,276,91,23,116,18,5,48,68,47,131,1.4454295483639,3.21219563179697,0.0034102996304681,0.240083598441188
"121","GB53206",112,91,445,197,58,178,60,23,71,57,72,163,0.953053126330605,4.05492352263538,0.00332003201576164,0.240083598441188
"122","GB54941",62,35,317,138,41,108,27,10,74,26,37,98,1.19317842714194,3.39028398471046,0.00344853008629492,0.240083598441188
"123","GB55766",286,196,435,792,102,1178,43,26,243,265,223,646,1.49982055067981,5.60451792548307,0.00343060205930181,0.240083598441188
"124","GB40312",199,163,724,449,93,320,105,36,177,224,158,394,0.854027177994626,5.03244723498764,0.00874162684785077,0.24140093246622
"125","GB40498",516,387,1512,1101,298,525,252,124,403,417,566,1048,0.875768194054016,6.29551998328746,0.00779631887702993,0.24140093246622
"126","GB40504",97,74,284,160,49,99,28,12,55,81,68,113,0.812733994066568,3.61690773419012,0.00737011009859379,0.24140093246622
"127","GB40511",126,108,309,456,87,534,27,18,198,137,102,351,1.3513384187222,4.76454127950955,0.00374286549347966,0.24140093246622
"128","GB40827",73,110,57,40,51,30,59,62,101,101,73,77,-0.956502176029372,3.4867323708008,0.0073595831745884,0.24140093246622
"129","GB40967",1213,1270,1125,3737,1104,1621,436,382,1171,861,8721,1652,1.57057093879271,8.13781535325359,0.00715491425030082,0.24140093246622
"130","GB40977",337,247,1514,502,203,1003,167,90,433,377,376,874,1.0450537071993,6.0437082424882,0.00606831297062194,0.24140093246622
"131","GB41036",56,45,114,117,26,103,22,8,44,44,47,103,0.906332763698132,3.06905056371687,0.00910107783108892,0.24140093246622
"132","GB41097",99,196,279,447,122,654,30,9,162,83,46,209,1.38117783552661,4.72642304948222,0.00364643072272883,0.24140093246622
"133","GB41138",58,38,171,131,33,51,17,6,44,26,43,65,1.02158661049687,2.93574774218418,0.00452621201103814,0.24140093246622
"134","GB41287",153,120,466,231,66,236,52,35,119,133,225,234,0.894017711446997,4.51486897784889,0.00487648532202536,0.24140093246622
"135","GB41338",138,84,588,118,132,196,28,29,159,116,160,203,0.996868494204163,4.41225127606531,0.00695414772518078,0.24140093246622
"136","GB41412",365,364,240,253,265,171,264,270,284,796,290,274,-0.892793534443738,5.64085440356327,0.00788161944724569,0.24140093246622
"137","GB41625",908,486,5613,2372,589,1225,676,179,417,780,498,1292,1.21555173685773,7.25806176759104,0.00422054551490553,0.24140093246622
"138","GB41646",436,367,859,794,293,908,198,82,283,398,225,832,0.854063126692141,5.99613728342142,0.00863357595534086,0.24140093246622
"139","GB41680",97,108,528,231,42,192,36,40,67,73,58,207,1.03850469700756,4.16070797057909,0.005748868929092,0.24140093246622
"140","GB41701",188,133,710,313,89,356,87,31,176,167,167,307,0.923296274022141,4.87303904942315,0.00468585927539918,0.24140093246622
"141","GB41756",195,78,26,59,18,7,9,74,13,92,28,31,-1.76336179085642,3.05097002147385,0.00797224278843389,0.24140093246622
"142","GB41757",180,122,29,66,32,16,22,88,47,183,85,34,-1.51001386192294,3.56918370822701,0.00662969016675111,0.24140093246622
"143","GB41894",82,67,235,162,24,93,23,8,39,39,70,108,1.04901929269214,3.37315263355227,0.00523003713186841,0.24140093246622
"144","GB41895",118,112,304,220,53,125,36,19,65,49,91,141,0.843776906217433,3.88871595521382,0.00620505170975652,0.24140093246622
"145","GB41912",226,64,551,2018,180,3754,472,92,163,117,61,1914,2.34700771734052,6.76359336651107,0.00443568364348452,0.24140093246622
"146","GB41945",522,365,311,243,216,159,355,84,368,486,216,182,-0.928400432214638,5.44361646318118,0.00704211171470606,0.24140093246622
"147","GB42138",60,44,182,120,31,89,26,6,48,39,55,125,1.07546132772392,3.20323114406814,0.00420942396829031,0.24140093246622
"148","GB42200",35,26,208,66,36,62,28,9,26,26,22,105,1.23173376177358,2.8527183701763,0.00373897950611303,0.24140093246622
"149","GB42241",42,37,222,76,30,91,19,19,43,47,58,98,1.01093740729816,3.13140861392097,0.00509373214535222,0.24140093246622
"150","GB42307",200,130,247,408,104,479,36,23,111,180,85,297,1.07366241669434,4.69048618599574,0.00505871609188928,0.24140093246622
"151","GB42431",756,605,535,589,286,241,679,275,736,632,437,530,-0.854800245691805,6.32355152608657,0.0082675366830383,0.24140093246622
"152","GB42548",217,225,115,143,108,58,86,340,74,210,134,87,-1.3830280344694,4.74496459978446,0.00708004390673298,0.24140093246622
"153","GB42616",2514,1121,4198,3890,1032,4246,556,312,1192,1775,1067,3535,1.01836046986133,8.1091902053692,0.00895240811573027,0.24140093246622
"154","GB42764",134,95,643,430,77,155,44,53,135,154,95,349,1.03935055372323,4.65281888909076,0.00725445790389853,0.24140093246622
"155","GB42804",387,244,1981,1182,275,453,288,94,359,340,362,627,1.02436091072746,6.12946694218911,0.00509731223357115,0.24140093246622
"156","GB43099",195,119,475,254,87,252,84,42,103,150,167,276,0.750202075716642,4.61855297706147,0.00668871663939352,0.24140093246622
"157","GB43188",187,118,376,473,111,415,98,22,171,150,167,269,0.99479698755805,4.84924879452606,0.00377341090301152,0.24140093246622
"158","GB43301",24,30,213,49,16,96,7,15,34,31,23,88,1.24786718826594,2.77395561256847,0.00822165908567769,0.24140093246622
"159","GB43308",276,403,111,142,229,51,156,202,152,1233,218,99,-1.50813520769526,5.37020212825863,0.00600973420009579,0.24140093246622
"160","GB43537",666,590,478,422,419,329,423,383,672,1464,509,555,-0.850719263140695,6.44246623454808,0.00876518529357886,0.24140093246622
"161","GB43579",193,82,1198,314,108,286,46,28,179,233,109,313,1.20443931790142,4.94549804351196,0.0042613581476873,0.24140093246622
"162","GB43688",1060,2888,3007,7385,1886,11191,709,207,1010,1707,239,3701,1.6315120601259,8.627244604252,0.00407838061028922,0.24140093246622
"163","GB43709",41,36,242,76,29,118,25,9,65,51,62,105,1.06617757022248,3.24304218307784,0.00678830058814429,0.24140093246622
"164","GB43783",13,10,147,26,1,60,6,2,25,21,58,31,1.64343310621269,2.13850940609147,0.00903396071686061,0.24140093246622
"165","GB43784",64,25,334,59,33,192,21,9,89,76,250,80,1.46151998142291,3.7584182589782,0.00659786879350475,0.24140093246622
"166","GB43825",11176,6622,30003,39284,7868,32743,3894,2053,11616,11751,3397,27732,1.29304665296286,10.9897496141203,0.00695464696212484,0.24140093246622
"167","GB44006",52,41,162,129,49,150,45,17,19,28,15,75,1.06074991168284,3.20154044881415,0.00901372203048502,0.24140093246622
"168","GB44031",100,88,503,261,48,188,55,13,139,106,135,211,1.026561338445,4.30008582891751,0.00777741207054687,0.24140093246622
"169","GB44068",229,199,262,176,169,192,245,330,231,408,240,234,-0.852770415405956,5.32613385668072,0.00703419076960588,0.24140093246622
"170","GB44183",155,113,594,291,86,216,69,40,140,179,122,307,0.808080417334472,4.64546042858219,0.00889615287104307,0.24140093246622
"171","GB44213",203,181,875,736,120,304,169,18,219,153,186,515,1.11213774388887,5.29891221546897,0.00870328481903725,0.24140093246622
"172","GB44247",58,54,169,132,33,127,21,16,50,47,43,76,0.862050334073233,3.23986703549761,0.00593012968496765,0.24140093246622
"173","GB44311",2091,1535,6382,4087,826,8379,893,184,1739,1796,1694,5775,1.43250001611758,8.56182200050938,0.00451453252227219,0.24140093246622
"174","GB44513",197,87,785,249,112,326,84,31,208,211,145,551,1.03676231452832,4.98517228422214,0.00848402201433807,0.24140093246622
"175","GB44586",483,456,200,261,344,189,250,396,292,953,303,262,-1.06814213342067,5.87548460835917,0.00891544257984753,0.24140093246622
"176","GB44643",60,46,265,108,23,119,27,11,48,52,35,111,0.995216624246842,3.29179581201086,0.00835886426612093,0.24140093246622
"177","GB44712",53,50,63,45,24,38,38,28,54,148,30,40,-0.917850535012761,2.92592348292212,0.00568584367344269,0.24140093246622
"178","GB44888",162,106,813,359,142,399,93,45,263,203,133,343,0.925077160889322,5.05391591699613,0.00754111317939071,0.24140093246622
"179","GB44917",181,131,33,49,37,21,14,40,59,56,43,37,-1.29015378030389,3.16806573847461,0.00857091898421847,0.24140093246622
"180","GB44966",273,184,775,522,123,670,145,46,208,259,151,552,0.96835799114546,5.41420216633068,0.00699191517975724,0.24140093246622
"181","GB45028",1255,717,2549,3284,773,2330,632,233,825,1072,621,2367,1.01070285519242,7.52848713443008,0.00885228565332006,0.24140093246622
"182","GB45073",1725,1043,5700,3635,1347,1689,791,256,1020,886,663,1499,0.948446231061206,7.76994383821047,0.00659046675921114,0.24140093246622
"183","GB45139",222,210,48,51,31,29,8,32,32,61,38,23,-1.51672965802899,3.28337967208335,0.00443554400366479,0.24140093246622
"184","GB45216",61,50,267,94,42,113,27,11,61,61,51,99,0.904174863386605,3.3674378249054,0.00668216217465111,0.24140093246622
"185","GB45298",23,14,152,80,17,69,7,1,39,38,27,53,1.38002102899058,2.50996885140014,0.00458444429473314,0.24140093246622
"186","GB45387",156,127,449,269,63,184,53,28,88,79,124,203,0.878027741571849,4.31738221245978,0.00381977139744689,0.24140093246622
"187","GB45388",219,152,389,327,82,247,51,48,75,98,106,241,0.746130913051516,4.51184393443882,0.00900717767971336,0.24140093246622
"188","GB45400",307,184,819,677,118,837,76,18,308,270,230,535,1.22180854923627,5.54907297114971,0.00577588056635457,0.24140093246622
"189","GB45414",383,170,1002,423,196,361,168,64,163,207,308,349,0.801066965474338,5.38250629898305,0.00580907971510463,0.24140093246622
"190","GB45602",20,14,159,44,10,55,6,5,26,31,22,40,1.24333223843847,2.23843103953674,0.00614612318205724,0.24140093246622
"191","GB45612",64,30,204,92,39,59,35,14,35,36,97,75,0.987994662262903,3.15775249354894,0.00667104789205697,0.24140093246622
"192","GB45632",157,220,128,106,147,99,95,701,68,203,140,78,-1.81018641630518,5.21989798478104,0.00459463768364598,0.24140093246622
"193","GB45681",37,23,189,67,16,58,21,5,35,44,47,100,1.11378984060181,2.81047875040648,0.00786941584992626,0.24140093246622
"194","GB45733",119,101,318,268,51,122,47,19,38,57,64,157,0.953072430981857,3.90289289377798,0.00440093385790683,0.24140093246622
"195","GB45911",917,570,314,271,153,141,94,147,328,575,208,280,-1.12866909391889,5.5615850602995,0.00488007509693344,0.24140093246622
"196","GB46196",133,69,398,215,46,177,62,22,71,105,93,171,0.845513254986678,4.08668169961094,0.00821837930062122,0.24140093246622
"197","GB46262",57,36,244,116,17,69,21,11,37,47,42,96,1.02617717735321,3.09238504319346,0.008244844632811,0.24140093246622
"198","GB46296",14,13,80,35,15,35,16,3,22,12,27,43,1.11014703034408,1.92253182781242,0.00796019430033518,0.24140093246622
"199","GB46307",56,38,226,93,22,121,28,16,45,58,64,98,0.942261491684305,3.26597887676685,0.00827798885855353,0.24140093246622
"200","GB46453",289,244,109,155,242,86,266,322,205,514,235,166,-1.17275812669584,5.33066740581064,0.00650794411331222,0.24140093246622
"201","GB46478",123,102,325,182,65,137,47,29,75,65,114,155,0.750217393183237,4.00209640219048,0.00693000197118785,0.24140093246622
"202","GB46523",201,141,548,372,98,272,69,52,149,152,165,282,0.798098787464534,4.79138962320754,0.00423027509973323,0.24140093246622
"203","GB46638",151,111,43,48,37,21,28,72,49,75,60,34,-1.30043725026831,3.29449289851534,0.00657545388890864,0.24140093246622
"204","GB46703",98,97,194,321,61,197,26,34,82,105,73,179,0.890189611491237,4.06870041016795,0.0085095537996052,0.24140093246622
"205","GB46725",21,30,174,99,14,29,11,5,23,21,20,44,1.26541663400791,2.41814647435663,0.00358274669723487,0.24140093246622
"206","GB46886",412,276,53,103,63,39,29,79,72,171,96,72,-1.40711310168596,4.18888915935813,0.0057738074821378,0.24140093246622
"207","GB47036",65,41,198,132,24,52,20,12,30,35,35,81,0.927904175685067,2.99954970322148,0.00874556374436689,0.24140093246622
"208","GB47052",52,32,115,63,25,51,13,5,18,30,44,56,0.927693876628427,2.53659968507367,0.00502108775023342,0.24140093246622
"209","GB47118",82,38,432,262,35,81,48,7,50,68,42,92,1.21835471610576,3.67788868408024,0.0049319039787443,0.24140093246622
