"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"15","GB43988",9,4,12,12,7,17,11,11,23,11,32,16,-0.781091745958272,1.18717206891638,-2.20174582265132,0.0451241151379939,0.999857355459685,-4.50710630708248
"16","GB44019",428,425,472,547,311,459,561,182,287,265,410,357,0.326255265897152,6.077022530644,2.13396962700539,0.051194390508618,0.999857355459685,-4.32408299333467
"17","GB44102",73,30,73,185,61,140,160,57,84,69,207,133,-0.482718038374193,4.05866595018191,-2.12583697387509,0.0519717784594308,0.999857355459685,-4.37650246613107
"18","GB44249",14,10,9,11,11,16,7,4,7,6,4,11,0.780571973095106,0.689972208241193,2.18691896923124,0.0463916332038201,0.999857355459685,-4.5200907773823
"19","GB44256",6,9,22,15,9,8,8,3,6,1,9,6,0.938543105908189,0.430890322876848,2.31303724539472,0.0365965207527332,0.999857355459685,-4.51653369266339
"20","GB44280",5,1,8,11,5,17,19,6,12,13,21,10,-1.03840856463185,0.729965918870218,-2.83952393200981,0.0132173939490809,0.999857355459685,-4.47493764171176
"21","GB44549",7399,6136,3966,29409,7852,4598,24770,11254,8539,25549,26647,7712,-1.14559986513299,10.9185349962132,-2.44501093551236,0.0284578488090761,0.999857355459685,-4.45885641982474
"22","GB44942",13,22,46,39,16,36,36,9,8,11,19,15,0.715091383392159,1.82704699188908,2.32237006848958,0.0359551297257186,0.999857355459685,-4.47518281329546
"23","GB45013",14,10,17,28,15,43,35,17,42,28,40,28,-0.7192085123992,2.1346626689021,-2.74056502851546,0.0160472521479324,0.999857355459685,-4.41642443591278
"24","GB45092",119,135,128,216,139,133,181,42,96,55,133,65,0.579959822768333,4.3031815862934,2.74614430118863,0.0158730600978633,0.999857355459685,-4.21290918053199
"25","GB45255",14,14,11,31,10,19,12,3,2,4,14,10,1.12919535995869,0.866681317107798,3.35838729217401,0.00473956125182142,0.999857355459685,-4.43496204464729
"26","GB45275",77,54,75,131,65,140,172,62,90,61,152,105,-0.322779658092088,4.05117777484221,-2.25667212771715,0.0407056378811416,0.999857355459685,-4.34649248595655
"27","GB45422",12,6,15,33,12,15,34,10,18,18,32,28,-0.730797133289117,1.67082750122519,-2.93117024125387,0.0110362173885665,0.999857355459685,-4.42447549176465
"28","GB45581",6,2,9,20,12,26,28,10,16,14,24,19,-0.87422609514553,1.27830068813393,-2.50188271331693,0.0255111627342591,0.999857355459685,-4.47972970352573
"29","GB45746",529,1850,302,3882,1419,2727,1006,204,418,345,2364,215,1.30390469879718,7.16784548389877,2.30335182990439,0.0372735671895025,0.999857355459685,-4.336866402254
"30","GB45796",943,681,468,5928,908,251,4713,2413,936,11287,8904,706,-1.95703210886722,8.18098204006852,-2.52198933986966,0.0245411700472653,0.999857355459685,-4.34587003098002
"31","GB45797",292,4,37,200,52,21,888,127,140,541,375,147,-2.61168549647892,4.37111336379038,-3.52101824355024,0.003434850870457,0.999857355459685,-4.12874152659235
"32","GB45810",93,37,80,87,102,198,198,71,189,150,165,161,-0.831101152036291,4.37343534292536,-3.17104126437219,0.00686954283165096,0.999857355459685,-4.11072815688186
"33","GB45935",297,270,421,418,347,528,830,224,431,496,519,367,-0.375010836958051,6.19028973335992,-2.06746217334331,0.0578810186882657,0.999857355459685,-4.34499626730605
"34","GB46038",20,37,36,68,75,63,24,26,20,24,50,18,0.753057830129281,2.6330136188847,2.08347172226363,0.0562014272753074,0.999857355459685,-4.4693790394499
"35","GB46305",73,98,124,365,146,273,143,59,55,78,237,54,0.68732222936384,4.39221888087673,2.12107974063261,0.052431579977046,0.999857355459685,-4.35717542676598
"36","GB46458",11,1,9,14,11,13,14,15,12,16,29,16,-0.991776054583055,1.10271973955916,-2.3127309341187,0.0366177539569698,0.999857355459685,-4.50102908450216
"37","GB46480",12,4,18,34,13,27,41,12,17,15,38,24,-0.625843844223757,1.74701393586234,-2.16034410100869,0.0487470218726896,0.999857355459685,-4.49367505639374
"38","GB46487",79,33,81,108,79,184,157,49,107,95,157,126,-0.449002166587491,4.09819075589236,-2.15434234086377,0.0492941781445507,0.999857355459685,-4.36691438893195
"39","GB47137",15,11,18,36,12,28,30,13,22,26,54,22,-0.544556116420318,1.98595898953253,-2.19904596082212,0.0453524829340677,0.999857355459685,-4.48125101505521
"40","GB47270",123,536,180,398,570,322,152,128,87,34,417,68,1.4002973113591,5.04777588734724,2.63109025905979,0.019866458489435,0.999857355459685,-4.20429287361937
"41","GB47303",799,3346,1692,7531,900,2753,2092,629,616,388,3478,656,1.04870634864984,7.9858899443628,2.2028561359753,0.0450305117560712,0.999857355459685,-4.39368710231098
"42","GB47432",501,481,515,1403,404,531,667,190,396,294,754,389,0.410151222757758,6.44389833235504,2.13599682465652,0.0510023024276949,0.999857355459685,-4.33827483777077
"43","GB47496",156,166,258,447,173,394,205,89,121,91,342,127,0.629825000729427,5.0738134070314,3.14623874242143,0.00721532067343722,0.999857355459685,-4.04254957892754
"44","GB47538",323,152,446,444,246,517,665,237,285,315,557,533,-0.416912706801627,6.03109050083652,-2.34081020214558,0.0347189795964631,0.999857355459685,-4.26261277503881
"45","GB47752",6,9,12,14,6,12,6,8,2,3,8,3,0.882998951982002,0.326566110984941,2.26814518722398,0.0398355321943921,0.999857355459685,-4.52140441187062
"46","GB47967",16,19,24,26,21,24,17,8,11,7,16,19,0.658083898556957,1.58355713763084,2.63082066754756,0.019876872729411,0.999857355459685,-4.45601347117551
"47","GB48065",27,53,71,97,34,67,56,20,28,14,62,13,0.850258276185858,2.78141098626718,2.58460554673346,0.0217423769875937,0.999857355459685,-4.39390308124727
"48","GB48140",492,635,851,890,365,694,972,241,434,313,636,366,0.406905134445333,6.56521373401632,2.06329366654819,0.0583258793319632,0.999857355459685,-4.36225403497169
"49","GB48193",111,95,132,258,98,163,220,32,78,40,163,78,0.515520320797498,4.23491058710001,2.32125929405951,0.0360309058200836,0.999857355459685,-4.31916372207421
"50","GB48373",25,16,31,46,27,66,58,20,37,29,66,64,-0.482613577375046,2.73233984730996,-2.21943525828099,0.043654269702062,0.999857355459685,-4.44553786619702
"51","GB48492",211,1780,600,955,642,271,747,150,228,224,385,141,1.12654714269159,6.12823170835126,2.18282143222414,0.0467477453760536,0.999857355459685,-4.31962819107889
"52","GB48633",15,1,5,3,7,18,14,10,20,11,10,22,-1.21957651400568,0.770846823208535,-2.27291874379116,0.0394786918887108,0.999857355459685,-4.513033479456
"53","GB48897",7,5,19,13,6,14,38,6,11,6,28,15,-0.678764493211637,1.10463638115817,-2.08610945604346,0.0559290557950655,0.999857355459685,-4.51827146583857
"54","GB48903",6,11,11,24,8,27,19,2,2,3,13,7,0.977061824949388,0.66181476044867,2.46706433023731,0.0272784748836494,0.999857355459685,-4.50118893391741
"55","GB49066",73,96,107,104,79,113,85,38,93,28,80,73,0.491429881581068,3.77453460222553,2.11595546023142,0.0529310773590235,0.999857355459685,-4.39865796538178
"56","GB49380",42,28,63,80,46,108,70,22,26,31,46,53,0.460087411350609,3.06600940423455,2.14720136772732,0.049952638070928,0.999857355459685,-4.4380386495553
"57","GB49400",496,541,1620,880,540,728,688,309,378,235,906,413,0.637538959952615,6.67007029031002,2.42450600015956,0.0295979923042906,0.999857355459685,-4.27713062877437
"58","GB49416",12,9,21,17,12,22,18,3,6,10,16,4,0.728027917867703,1.01826791484576,2.28812707162941,0.0383617870524316,0.999857355459685,-4.50489101418825
"59","GB49454",8,8,10,3,3,9,27,9,8,8,12,13,-1.020475295194,0.695427227668125,-2.5302653746417,0.0241522926834106,0.999857355459685,-4.49681677886437
"60","GB49580",58,32,12,44,17,28,33,13,10,1,12,5,1.50457448861099,1.51569410639734,2.68603793762373,0.0178506316997789,0.999857355459685,-4.45730028894897
"61","GB49712",55,77,90,114,62,80,65,28,51,51,67,46,0.535494795690692,3.48948910463174,2.62888050805589,0.0199519765119551,0.999857355459685,-4.32481046126761
"62","GB49784",420,452,482,1153,464,1227,559,200,307,259,1006,462,0.523589427462836,6.49543185373015,2.44723374582353,0.0283368037037388,0.999857355459685,-4.2603113853873
"63","GB49879",45,43,46,73,46,169,31,25,34,5,71,25,1.16430329100249,2.83300977113709,2.829571941759,0.0134783093010141,0.999857355459685,-4.3583900956777
"64","GB50201",26,9,7,34,13,47,51,14,33,18,46,40,-0.821042640995813,2.11061072425418,-2.48228323359012,0.0264920240861794,0.999857355459685,-4.44578096354445
"65","GB50627",184,369,515,605,555,633,328,146,201,78,631,257,0.884770505274373,5.82172363696611,2.61756827089619,0.0203953726031944,0.999857355459685,-4.18752814736243
"66","GB50704",9,9,11,20,12,14,34,8,14,11,21,16,-0.504599294140704,1.3532737469592,-2.17342696485966,0.0475738613956549,0.999857355459685,-4.50439213519988
"67","GB50788",55,29,32,53,23,41,37,7,27,14,25,44,0.582051193077503,2.38383503613607,2.0718095050608,0.057420408931029,0.999857355459685,-4.48093154516471
"68","GB51029",52,10,48,55,31,83,139,17,87,38,64,115,-0.784475699903633,3.16737865090574,-2.16391343885755,0.048424307608442,0.999857355459685,-4.43001903288817
"69","GB51172",36,36,46,43,30,29,60,39,47,31,71,72,-0.616237180182847,2.96641511862413,-2.40763401997708,0.0305686779180935,0.999857355459685,-4.40463339342175
"70","GB51558",62,41,79,213,69,203,66,38,58,55,113,40,0.670243068108835,3.72043022566508,2.30444565502853,0.0371965163504404,0.999857355459685,-4.3651480820658
"71","GB51596",150,56,132,229,114,226,266,92,144,126,257,213,-0.404325113123361,4.78455596250968,-2.38141435200212,0.0321375522564738,0.999857355459685,-4.2611825249432
"72","GB51602",5,0,16,5,4,14,18,5,5,7,18,18,-1.19833526290065,0.396463912562088,-2.07872665354149,0.0566944884855653,0.999857355459685,-4.53289077400307
"73","GB51832",9,1,13,5,10,19,21,9,11,10,19,18,-0.974420078803985,0.92684547298761,-2.25966477536063,0.0404769709806425,0.999857355459685,-4.50981996389077
"74","GB51904",99,102,89,204,83,95,113,39,90,60,48,61,0.646922325936329,3.9033971688241,2.36314741699916,0.0332754907605,0.999857355459685,-4.33801562223302
"75","GB51947",48,46,32,87,33,53,56,23,30,13,34,29,0.613369694005886,2.73200471522885,2.38715883313309,0.0317874098915127,0.999857355459685,-4.42323334466154
"76","GB51972",10,11,8,10,10,15,4,6,5,5,6,8,0.777613675903469,0.552632796671008,2.09695701318296,0.0548217181963211,0.999857355459685,-4.5289012695177
"77","GB52729",521,563,654,765,330,565,610,207,394,267,528,474,0.404009735665621,6.37479983802784,2.35508399846626,0.0337898777076715,0.999857355459685,-4.27682648643062
"78","GB52748",21,13,25,34,22,33,39,24,26,30,54,37,-0.580847166267335,2.36720711748884,-2.71538353805664,0.0168568956154227,0.999857355459685,-4.40426523519329
"79","GB52894",8,3,17,12,7,5,31,3,17,9,17,11,-0.818313602072452,0.846771600082805,-2.09861427901526,0.0546543385234887,0.999857355459685,-4.52335801235512
"80","GB53148",181,29,8,356,16,82,5,3,5,2,72,9,2.75270472996095,1.84588989617553,2.72584627359161,0.0165157764461596,0.999857355459685,-4.4448787355265
"81","GB53261",21,98,57,100,142,55,36,15,14,10,68,8,1.58135854166354,2.69884968090335,2.87388496012367,0.0123540362683271,0.999857355459685,-4.36809951688501
"82","GB53370",32,60,87,37,68,16,32,22,7,10,13,23,1.23470028786899,2.26657350035908,2.12423784251128,0.0521259203882361,0.999857355459685,-4.48103170004715
"83","GB53604",67,24,50,101,80,114,103,45,84,87,125,123,-0.524759390889699,3.78923050886956,-2.1410289708283,0.0505283697509259,0.999857355459685,-4.39254158031443
"84","GB53665",32,22,42,55,42,35,20,14,30,5,27,16,1.02681560157428,2.16840926867412,3.13908101868169,0.00731828830921861,0.999857355459685,-4.37449537976254
"85","GB53779",76,171,240,337,114,165,196,46,109,67,125,65,0.727654752985215,4.46036531439641,2.49977587893848,0.0256149054532398,0.999857355459685,-4.25915734290198
"86","GB54030",27,41,31,77,35,65,36,14,45,15,37,32,0.540361177679048,2.63885385588146,2.07538182440557,0.0570444473502006,0.999857355459685,-4.46986329846773
"87","GB54146",252,111,249,415,209,387,489,150,210,293,518,310,-0.38551619802297,5.62034301923948,-2.17186658433201,0.0477123875640528,0.999857355459685,-4.30141989676956
"88","GB54395",444,442,183,525,264,196,135,92,264,143,301,189,0.776869373326837,5.39568209279012,2.10059988325446,0.0544544202757464,0.999857355459685,-4.32744180121653
"89","GB54477",334,508,430,841,343,535,681,191,271,210,583,200,0.523529474487948,6.10634637386079,2.29819742459744,0.0376386843931596,0.999857355459685,-4.28091610483595
"90","GB54773",13,16,32,38,10,21,24,7,14,7,17,8,0.625756375081512,1.47687714242945,2.08363965886943,0.0561840497361293,0.999857355459685,-4.50913050947149
"91","GB55204",3039,2742,472,9373,2883,2051,7820,6320,3482,18142,19263,1295,-1.57632029938872,9.49354434951715,-2.16123401038965,0.0486663756062257,0.999857355459685,-4.45293548241095
"92","GB55206",2461,827,498,7728,2982,1053,7360,3003,1398,7858,10439,1734,-1.3816527445964,8.88572662825564,-2.14761722544509,0.0499140690644736,0.999857355459685,-4.43613603714969
"93","GB55208",1697,405,324,5432,1537,599,9530,1094,1369,6073,3333,814,-1.40586138862228,8.16193639995045,-2.07697226382668,0.0568777967855023,0.999857355459685,-4.42428076017153
"94","GB55211",488,205,92,1656,457,122,3275,2090,442,2124,1549,491,-2.26716691010418,6.83460637539443,-3.09871781383812,0.00792686051277031,0.999857355459685,-4.14410385574059
"95","GB55213",348,833,350,779,549,636,2409,769,324,958,979,908,-0.806817611475629,6.9806883668686,-2.09640539530961,0.0548775353335516,0.999857355459685,-4.37199899683022
"96","GB55364",422,437,333,687,241,401,433,93,281,230,350,218,0.608247560045181,5.80810730130239,2.84855891182349,0.0129848104520656,0.999857355459685,-4.11799368365599
"97","GB55377",20,5,2,11,3,8,20,8,20,10,10,19,-1.12319954115196,0.811848751682178,-2.46269773488958,0.0275082169125015,0.999857355459685,-4.4984377209174
"98","GB55467",34,19,55,72,29,80,78,21,57,50,110,59,-0.478861091369735,3.15011738227028,-2.13721467978908,0.0508872261856926,0.999857355459685,-4.43459289280543
"99","GB55498",450,506,541,951,370,617,703,207,436,283,624,342,0.359722060165681,6.38912739187878,2.25404227745748,0.0409075857149626,0.999857355459685,-4.30422611626445
"100","GB55930",262,172,234,557,246,402,235,72,285,136,262,174,0.575984098817126,5.3471941669473,2.87981569437728,0.01221072685062,0.999857355459685,-4.10363958582108
