"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"17","GB41065",651,463,1626,1173,3310,1413,111,422,776,224,562,1027,1.23516683599122,6.63595919170482,4.08686416447672,0.00118117293743544,0.551076434252947,-1.01125974042529
"18","GB45911",94,208,280,329,606,357,147,328,575,455,522,906,-0.962098698393715,5.60297623543861,-4.10395052699741,0.00114306508909112,0.551076434252947,-0.868798255797163
"19","GB47303",2170,1701,4736,5810,3587,3535,316,1142,2745,815,1610,1975,1.25659564925148,8.13469249935828,4.04982298796756,0.00126831808469216,0.551076434252947,-1.26613550914389
"20","GB48560",86,85,167,184,360,169,16,39,121,28,82,141,1.10663874422605,3.71779110255544,4.04874139124198,0.00127095938290857,0.551076434252947,-1.08918027018503
"21","GB48853",417,498,1136,753,1800,1293,179,467,588,245,531,860,0.718664273024999,6.42966125737908,4.0829260077847,0.00119013928531644,0.551076434252947,-0.984251004936153
"22","GB52587",72,121,117,123,172,143,101,135,259,153,182,224,-0.755896410040001,4.35051029273862,-4.15954800400179,0.00102755990705704,0.551076434252947,-0.804622211551406
"23","GB48966",54,103,103,121,218,95,19,27,71,9,14,100,1.58657977443088,2.97851216265078,4.00171302049741,0.0013914179865945,0.56224204184925,-1.35529927649104
"24","GB51428",3,11,14,38,39,21,30,29,43,37,49,54,-1.41653573026003,1.86650640640987,-3.99314416560542,0.00141459366855876,0.56224204184925,-1.70995533017621
"25","GB48790",1619,1170,1928,1785,2487,2318,188,704,1165,271,825,2406,1.26650675086848,7.29758345701507,3.95538900033647,0.00152150140969799,0.580544077884364,-1.2682762967882
"26","GB40114",83,119,112,77,178,143,7,49,96,8,24,113,1.41504704598989,3.08385439626998,3.63469207202483,0.00283662470020742,0.587513511703195,-1.78921255349824
"27","GB40392",44,79,124,188,261,195,25,61,97,26,56,101,0.974553457126158,3.55950832519516,3.82106596377389,0.00197344640517486,0.587513511703195,-1.41539900911022
"28","GB42586",332,343,614,568,1050,1079,43,263,497,82,155,540,1.31507572167219,5.56889442751428,3.72172572996959,0.00239390297080975,0.587513511703195,-1.45095985052076
"29","GB42917",42,89,77,115,159,92,63,86,131,94,196,224,-0.715387737709205,3.88774742843931,-3.69102348312073,0.00254145980948619,0.587513511703195,-1.5273136751575
"30","GB43877",179,251,730,677,1003,1291,45,243,368,86,145,427,1.32194107998394,5.44456417381871,3.62420474627348,0.00289529916406923,0.587513511703195,-1.59168482451916
"31","GB43892",2019,5743,3298,4053,17416,8765,545,4079,2128,1071,1127,2953,1.41087095605905,8.71077217112189,3.68917158933566,0.00255064981189095,0.587513511703195,-1.79398777113016
"32","GB43988",3,8,7,13,6,5,6,12,14,22,24,18,-1.43503002226479,0.54703532074598,-3.85991040641773,0.00183021572708622,0.587513511703195,-2.28370892852673
"33","GB44903",93,150,251,175,438,247,151,241,373,161,302,381,-0.6102710440213,5.01028132207781,-3.90700137269614,0.00167068629696158,0.587513511703195,-1.13870770865888
"34","GB45000",308,163,465,396,523,479,25,88,259,52,139,361,1.3398145518206,4.82325203155785,3.89835019065981,0.00169889271262553,0.587513511703195,-1.19165157575232
"35","GB45627",36,61,56,58,77,93,46,121,101,43,103,112,-0.706404781560792,3.33792366081834,-3.73730609816858,0.00232237975638227,0.587513511703195,-1.55339035429783
"36","GB46029",7,27,20,23,26,25,15,26,39,22,38,44,-0.816345576339106,1.79588924875483,-3.73572213426151,0.00232955090653125,0.587513511703195,-1.98642413990252
"37","GB47503",688,832,2661,2394,4637,1937,169,1002,1080,207,1018,1100,1.32933964306246,7.2005066702588,3.77081248381785,0.00217582943789254,0.587513511703195,-1.50432819388562
"38","GB47767",9,45,36,62,105,54,29,60,110,93,92,149,-1.12580571257394,3.05183036610622,-3.7417950537379,0.00230217828534338,0.587513511703195,-1.62277802428958
"39","GB48199",96,228,217,188,342,222,117,195,373,172,360,341,-0.528262026036877,4.97263673232223,-3.60979412910314,0.00297793382359924,0.587513511703195,-1.58307201773223
"40","GB48520",18,30,34,31,46,30,27,44,58,37,57,48,-0.773771864386478,2.40226951015158,-3.84105116175945,0.00189838317010415,0.587513511703195,-1.67378740825639
"41","GB50891",3238,2248,4902,3126,4968,4676,572,1779,2800,542,1266,4102,1.13993475568013,8.35560154993152,3.60296167474241,0.00301794339799314,0.587513511703195,-1.85555485617646
"42","GB51165",60,155,268,202,946,408,8,53,86,65,50,242,1.67541157154394,4.05812818880335,3.61728969115283,0.00293465837080628,0.587513511703195,-1.66898271252027
"43","GB51833",295,1192,714,1593,2972,931,151,179,774,121,387,775,1.43426760857484,6.31050677436533,3.64036031667068,0.00280541484406563,0.587513511703195,-1.60998059084238
"44","GB52724",423,1067,1536,1516,4212,1940,119,716,806,247,749,1422,1.19554067498202,6.93725335202356,3.61237730081183,0.00296294747186799,0.587513511703195,-1.69473010870725
"45","GB52885",7,7,6,4,17,14,6,11,25,6,36,37,-1.26571956682227,0.751381945711316,-3.73866269161601,0.00231625581788048,0.587513511703195,-2.3279716737337
"46","GB53104",790,911,1703,1483,2904,1925,261,1070,1067,344,1039,1385,0.739482930546593,7.20946105737102,3.68113673440721,0.00259091472337659,0.587513511703195,-1.62384962007447
"47","GB53125",1780,2689,5273,4924,9967,7068,746,2392,2788,837,2627,4891,0.925725425003678,8.73003502342331,3.64993541363045,0.00275348149606139,0.587513511703195,-1.84179640116977
"48","GB53565",648,319,2670,1329,1541,1347,186,392,519,200,189,707,1.44134806947968,6.38305905791295,3.61042420770006,0.00297427134311947,0.587513511703195,-1.65775104363639
"49","GB54376",72,115,116,115,288,144,74,140,178,106,236,257,-0.518411733900145,4.32390163924764,-3.6548065970756,0.00272743611940757,0.587513511703195,-1.5367022711276
"50","GB40972",375,1040,483,448,787,604,60,139,323,145,507,575,1.11802453120207,5.68449021752959,3.56545330549984,0.00324747535692855,0.59354458480473,-1.67844853847932
"51","GB41757",22,85,34,63,90,41,88,47,183,83,175,116,-1.31193324245504,3.37264821532186,-3.58180826960537,0.00314529610004324,0.59354458480473,-1.77427842368307
"52","GB42894",594,640,968,960,1903,1263,189,318,628,292,656,1417,0.781152101799226,6.59084996815671,3.52943637683774,0.0034844844060242,0.59354458480473,-1.7794760539838
"53","GB47663",11,28,24,22,51,29,15,29,45,20,46,62,-0.658247679711236,2.04741258579363,-3.55709921284342,0.00330095664639925,0.59354458480473,-2.10569088455833
"54","GB49067",682,405,1074,874,1373,924,128,425,573,158,572,900,0.910898245237661,6.30934872947965,3.53672211875465,0.00343517036251055,0.59354458480473,-1.7499338810524
"55","GB54076",37,58,96,165,129,157,23,24,47,5,95,31,1.45252304676869,2.87177518970845,3.55052554200456,0.00334366511513305,0.59354458480473,-1.9369768792551
"56","GB55054",10,45,38,69,106,40,31,66,78,66,91,194,-1.10081339818326,3.01598787234556,-3.54221820953933,0.00339843656564297,0.59354458480473,-1.88989468929292
"57","GB40166",153,83,306,277,574,197,16,82,94,51,165,158,1.16058369252746,4.20682562103454,3.47581376761371,0.00387010983964883,0.615282962673503,-1.83467375182365
"58","GB40168",3113,2629,3830,5373,5886,3470,810,1589,2606,1116,3700,3354,0.770274081471962,8.60072676989556,3.4775960697796,0.00385662570835169,0.615282962673503,-2.04120695821136
"59","GB53651",50,80,98,115,122,113,64,80,213,120,156,184,-0.720109253658368,3.94720005603249,-3.47728571250747,0.00385897032809788,0.615282962673503,-1.83084345075191
"60","GB54866",11,17,22,27,43,37,25,33,33,48,52,53,-0.896034237256772,2.14897604002655,-3.48664632547372,0.00378888268423608,0.615282962673503,-2.16346795056433
"61","GB49283",71,220,295,175,864,386,14,93,61,91,169,193,1.28603966245391,4.34591491169005,3.45985054199622,0.00399301939550812,0.624416590389376,-1.85233933996649
"62","GB53611",323,314,671,471,1008,626,97,246,398,178,446,618,0.600267280850606,5.77098847059417,3.43274410253604,0.00421080326595728,0.647852457322041,-1.8717091081379
"63","GB41225",424,1033,1038,924,2507,1074,181,546,857,358,822,962,0.624527965500151,6.72742881788774,3.38260612511026,0.00464563586262926,0.650014084249069,-1.99911415077342
"64","GB41714",37,52,71,71,136,87,56,69,97,77,157,122,-0.611100218718701,3.51623827399996,-3.39078763767641,0.00457171380291248,0.650014084249069,-2.0032147136792
"65","GB47185",4,2,13,19,22,13,7,14,25,19,27,45,-1.30901033876848,1.01003336359316,-3.40402276922913,0.00445462587556702,0.650014084249069,-2.5641006128262
"66","GB48022",247,620,526,693,1258,758,100,365,367,182,550,669,0.667518480609575,5.96587030011184,3.37647129522243,0.00470185258551061,0.650014084249069,-1.96449638713819
"67","GB48321",1076,470,2544,1921,2136,2651,173,628,966,189,461,1738,1.37739428901335,6.98047602229069,3.42179393825186,0.00430213704044319,0.650014084249069,-1.96622974908755
"68","GB48917",47,50,83,56,157,107,3,42,44,18,54,67,1.01237464704374,2.71299560271195,3.40921710778661,0.00440950099801468,0.650014084249069,-2.13870571231339
"69","GB51834",252,660,443,821,1660,635,96,63,456,55,230,653,1.56683272781966,5.54766417993503,3.37997619587008,0.00466965213657025,0.650014084249069,-1.96059524391973
"70","GB42558",70,480,286,182,863,115,15,65,76,113,66,102,1.63620778238707,4.12198924862771,3.36177741523533,0.00483929488895027,0.65016949219291,-2.0196127598403
"71","GB50892",307,180,290,343,766,197,30,105,186,60,128,330,1.12659146747324,4.69935292754478,3.36336669067284,0.00482423672498321,0.65016949219291,-1.97628400825945
"72","GB52538",83,113,148,109,283,221,85,146,297,122,223,240,-0.511056461056976,4.49561729059165,-3.34585646907354,0.00499277252750215,0.652411741641684,-1.99253539953951
"73","GB55629",337,335,625,598,698,875,49,347,372,81,196,622,1.10016373285198,5.55959128012934,3.35076128361901,0.0049449765123069,0.652411741641684,-1.99555117059898
"74","GB48765",43,103,200,138,337,210,21,62,95,31,91,170,0.854960356388623,3.76831668008675,3.31717153411013,0.00528172807110665,0.655570553086624,-2.09135101577723
"75","GB52756",646,1062,2472,1925,4404,3712,225,676,1703,393,1143,2020,1.02680257252895,7.46485835676089,3.3175946515107,0.00527734627597845,0.655570553086624,-2.14694387124494
"76","GB55482",415,1483,1092,870,3383,1177,207,650,655,409,843,805,0.761004234373836,6.81655140098205,3.31619572649914,0.00529184742506238,0.655570553086624,-2.10121707626509
"77","GB55837",508,767,1186,975,3094,1474,221,619,837,392,788,1233,0.611809867401305,6.87099266978011,3.32289903592399,0.00522272242934178,0.655570553086624,-2.09457699519671
"78","GB40169",156,115,191,139,207,201,27,77,106,58,63,189,0.816623106468213,3.97880449686606,3.26689869421619,0.00582916865427437,0.668582546587963,-2.14598952915688
"79","GB42231",49,72,70,53,152,80,42,77,123,57,129,131,-0.511010252734604,3.51155247519628,-3.2862424862947,0.00561210358385376,0.668582546587963,-2.1508554975758
"80","GB42427",919,729,3119,5494,6798,2926,182,187,1608,54,220,2551,2.57230776192646,7.04549291908737,3.28758401921266,0.00559735325440906,0.668582546587963,-2.17164600763264
"81","GB44697",12,35,29,48,77,50,20,38,66,52,75,95,-0.757079255536221,2.64582154972265,-3.24982869190795,0.00602768623614266,0.668582546587963,-2.33809960489131
"82","GB47623",8,25,14,25,37,17,12,25,31,31,49,39,-0.868059103330469,1.76516986806173,-3.26872226270847,0.00580835180706467,0.668582546587963,-2.50640114559791
"83","GB48768",257,143,382,392,450,369,32,100,262,52,194,317,0.994403333870072,4.78181294859282,3.2517403271447,0.00600512257811708,0.668582546587963,-2.14051716996719
"84","GB51917",13,28,29,30,26,26,23,24,35,36,56,62,-0.86779939366311,2.1234579896342,-3.25670545962453,0.00594691133175638,0.668582546587963,-2.43779824246404
"85","GB54675",289,489,798,671,932,1021,143,422,559,200,461,706,0.533419639234732,6.10949778446166,3.28450257466607,0.00563129213213768,0.668582546587963,-2.1061869973258
"86","GB55810",66,109,166,153,191,255,19,123,113,40,65,122,0.780166674292084,3.81248459112876,3.25802496874507,0.0059315365495716,0.668582546587963,-2.17107765461257
"87","GB40727",108,227,258,291,407,309,152,303,427,218,287,443,-0.508142882378747,5.25303820495562,-3.1929875455229,0.00673874007743521,0.675396512972825,-2.2196488080501
"88","GB40873",5,12,12,19,21,17,18,16,30,18,23,26,-0.880572378898568,1.29952541042436,-3.191842929559,0.00675388751406825,0.675396512972825,-2.70081742289423
"89","GB41766",12,23,34,26,110,33,3,18,17,7,20,26,1.00492681841285,1.52974995867004,3.17417814193199,0.00699201035843587,0.675396512972825,-2.67216346796341
"90","GB42230",278,293,618,561,787,693,108,315,391,207,432,501,0.471301688210673,5.76771829162418,3.16831369425556,0.00707290018770535,0.675396512972825,-2.26849200581002
"91","GB42482",1148,884,2561,2333,4419,2729,289,1134,1576,463,1270,2278,0.855691144444821,7.6323585833923,3.19219309791366,0.00674924990863168,0.675396512972825,-2.3309954365788
"92","GB44641",125,135,256,206,389,212,66,142,153,87,135,157,0.528567768549046,4.47647759457425,3.22549781673235,0.00632238575346197,0.675396512972825,-2.17849776834939
"93","GB45423",9,25,15,25,34,27,9,33,35,20,37,45,-0.673268491194353,1.77703760656427,-3.16777550094981,0.00708037019575244,0.675396512972825,-2.61483693507056
"94","GB45633",11,10,19,23,31,29,1,10,17,2,8,18,1.13713434156012,0.722572008868764,3.20194026298652,0.00662142664475167,0.675396512972825,-2.81456094021664
"95","GB45969",48,47,98,166,122,99,6,39,60,12,87,39,1.12879325293771,2.86633803266209,3.22658512644558,0.00630891382872855,0.675396512972825,-2.34736513405487
"96","GB46102",42,89,168,119,409,147,77,167,219,168,237,399,-0.794780838875653,4.48127429399282,-3.21540972240837,0.00644875696505479,0.675396512972825,-2.19325489114102
"97","GB46812",9,24,21,28,55,26,4,15,9,14,14,13,0.920925907090865,1.23472418391721,3.17204211818705,0.00702136574159372,0.675396512972825,-2.73629882457869
"98","GB51494",276,348,766,568,895,494,45,444,306,134,198,465,0.96873415831573,5.54216843677942,3.17724072831127,0.00695013459302511,0.675396512972825,-2.25489979030283
"99","GB54410",2350,1550,4017,3046,3813,2303,268,1501,2618,396,1050,2654,1.19773779576564,7.89635152282326,3.22924878447053,0.00627603178915472,0.675396512972825,-2.30086258040125
"100","GB55207",2495,2626,5889,16506,5860,6777,152,678,883,749,7931,4078,2.08686385000807,8.47455554070533,3.17573720897993,0.00697066137345217,0.675396512972825,-2.42203875656788
