"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"51","GB45547",125,103,173,207,290,289,302,250,200,266,433,334,-0.367980304956652,5.04591050683893,-2.83664492919864,0.0135711531739551,0.957900037719049,-3.90373150878573
"52","GB45884",102,56,632,434,297,438,754,430,513,422,935,1066,-1.08146979305483,5.82126433666047,-3.05948439891046,0.00878522716340261,0.957900037719049,-3.87639102911287
"53","GB45986",74,74,109,91,112,230,100,70,19,86,149,68,0.788283221269537,3.62946322997229,2.86547067016666,0.0128307238230085,0.957900037719049,-4.01225062509664
"54","GB45987",35,7,53,35,47,58,30,24,11,24,44,31,0.701590112121807,2.07120566060219,2.82141005643364,0.0139792661576353,0.957900037719049,-4.24737525641921
"55","GB46365",308,314,5006,1512,1035,2711,5568,3827,3909,2731,6164,7725,-1.8439672266093,8.36397385658422,-3.5634352478386,0.00327675126103052,0.957900037719049,-3.99564529006938
"56","GB46612",13,11,202,158,115,206,216,193,231,152,366,609,-1.3684456790441,4.27925630218994,-2.89624692786109,0.0120840204764322,0.957900037719049,-3.96706807784072
"57","GB46642",74,59,140,243,213,219,261,147,158,222,402,313,-0.436361082662003,4.69236906995823,-2.82703313865953,0.0138272514539511,0.957900037719049,-3.91496320860007
"58","GB46663",2,0,6,11,2,18,15,14,10,9,79,43,-2.14525880831459,0.384601947037323,-3.68736348027385,0.00257364906461588,0.957900037719049,-4.28328872741162
"59","GB46767",315,363,278,443,538,695,367,271,165,398,520,413,0.651556288110744,5.74141952186686,2.83044332163764,0.0137358516729122,0.957900037719049,-3.93172083496302
"60","GB46786",60,45,78,130,131,147,141,114,87,125,246,208,-0.377553369790767,4.03152519208225,-3.08363526608912,0.00837976385996994,0.957900037719049,-3.87384520024546
"61","GB47133",39,12,26,67,64,55,39,8,15,25,43,34,0.965686832943125,2.12141772897735,3.1950655032538,0.00673724070000168,0.957900037719049,-4.16991475362346
"62","GB47301",998,290,1089,1087,899,1048,527,239,225,847,768,1067,1.01259349067723,6.55299177597672,3.26907260660818,0.00582808607835529,0.957900037719049,-3.86243122138783
"63","GB47903",211,104,333,272,268,304,136,85,207,203,317,177,0.776702720788128,4.85091822135629,2.8150611755054,0.0141528728381954,0.957900037719049,-3.9115763712817
"64","GB47928",14,38,30,61,93,145,130,142,39,177,297,120,-1.07761033713731,3.51227232384276,-3.01786074889553,0.00953022532044868,0.957900037719049,-4.00111581557493
"65","GB47942",88,62,1134,394,300,867,951,960,1378,708,1655,2244,-1.794962284815,6.42092964248035,-3.3518028857112,0.00495633840736184,0.957900037719049,-3.85087429936259
"66","GB48307",17,9,41,40,45,44,65,33,27,54,109,66,-0.588666185662883,2.49036810026338,-3.07598792610383,0.00850610086817392,0.957900037719049,-4.14115430886551
"67","GB48472",124,175,380,210,309,427,472,455,547,451,625,769,-0.881973683827756,5.71295137960669,-3.19755917647052,0.00670441493743457,0.957900037719049,-3.8088475088205
"68","GB48697",19,15,290,122,69,204,256,241,324,188,287,464,-1.51130672777553,4.36077792310189,-3.21277506191545,0.0065075501465998,0.957900037719049,-3.85230830279209
"69","GB48841",128,74,2685,363,753,993,4414,1498,1231,1168,4637,2469,-2.08058136496799,7.12734986481548,-3.24593395235715,0.00609831305293685,0.957900037719049,-3.95280680919109
"70","GB48843",74,42,1723,495,923,791,3818,1106,919,1057,4310,3492,-2.22741788173021,6.90724275728592,-3.19901448374404,0.00668533165123897,0.957900037719049,-3.94922915988748
"71","GB48862",452,409,15063,4494,5434,7783,31366,9465,9051,10872,33501,26848,-2.41060714150576,9.96818628606839,-3.40466610708245,0.00446910660186514,0.957900037719049,-4.15721829312904
"72","GB48924",214,333,359,614,586,523,405,324,159,295,334,372,0.747288570058629,5.65785076154845,3.28259446312142,0.00567575244291197,0.957900037719049,-3.75279486081606
"73","GB49401",53,36,63,76,72,91,62,44,29,45,71,79,0.516265634924934,3.04227884518941,3.12523583936209,0.007724477747163,0.957900037719049,-4.03048201753791
"74","GB49539",106,87,231,231,256,251,327,241,235,270,368,433,-0.482386192108253,5.05985483724871,-3.05893666150168,0.00879464537085698,0.957900037719049,-3.8173300652551
"75","GB49647",8,2,18,6,15,12,17,16,16,15,30,34,-0.902471973746872,0.95487744353628,-2.86211698637157,0.0129147842479777,0.957900037719049,-4.34848498921014
"76","GB50063",9,6,17,31,42,41,40,34,28,40,112,67,-0.919413162904707,2.1400612705392,-3.78770330448572,0.00211780806678094,0.957900037719049,-4.06958091949927
"77","GB50095",253,148,1556,625,564,1227,1778,1235,1883,1197,1807,2305,-1.39224826503015,7.08234135088353,-3.53527013438436,0.00346198329006345,0.957900037719049,-3.86040464467534
"78","GB50098",32,24,861,298,155,615,587,514,747,492,1469,2085,-1.91359867751652,5.7273408546284,-2.9132969077586,0.0116889387634433,0.957900037719049,-3.95845683507438
"79","GB50423",1204,527,13968,1346,623,788,29258,112815,33518,4397,39227,2295,-3.5290941785392,9.48820769816943,-3.405902022553,0.00445831065412515,0.957900037719049,-4.13122858453013
"80","GB50538",56,47,447,203,252,441,388,396,692,294,1122,1268,-1.43220977444988,5.52274046141658,-3.29406260018959,0.00554968459327441,0.957900037719049,-3.78669289291904
"81","GB50586",8,6,29,25,61,38,41,41,40,36,148,112,-1.09678448687854,2.34914909793428,-3.23195070946199,0.00626765636458817,0.957900037719049,-4.13876052573206
"82","GB51068",329,363,4663,1703,1057,2839,2900,4093,4567,2275,3970,7262,-1.51309844017409,8.26922282677955,-2.9093885055391,0.0117783644569695,0.957900037719049,-4.13770978843619
"83","GB51113",166,87,217,372,364,325,205,198,87,165,391,288,0.481529767645994,4.93714118082156,3.34734480725395,0.00499979089050635,0.957900037719049,-3.69534336942585
"84","GB51211",0,3,28,14,15,35,42,26,61,47,51,103,-2.05532957601335,1.58012514935594,-3.21924709948897,0.00642557425026354,0.957900037719049,-4.25400537232585
"85","GB52785",30,20,365,135,128,303,365,292,386,246,573,768,-1.54240352969338,4.87169555444547,-3.49522299663806,0.00374372521232473,0.957900037719049,-3.72138171991785
"86","GB52953",2,12,27,23,88,39,76,30,47,52,133,104,-1.29623157355047,2.38692199667681,-2.82163529228592,0.0139731457229017,0.957900037719049,-4.2226432564406
"87","GB53013",198,251,2608,1000,1679,2436,2736,2451,3016,2315,6021,7342,-1.79144175590231,8.00235749417487,-3.6586136954669,0.00272178471516724,0.957900037719049,-3.9372488112158
"88","GB53197",39,32,36,43,55,66,43,27,16,31,38,54,0.653563058346256,2.45160220645545,2.86360614001222,0.0128773918441553,0.957900037719049,-4.19046745101965
"89","GB53431",20,16,93,76,99,71,86,110,76,84,292,140,-0.828936851563575,3.46165875221248,-3.07320918698293,0.00855247378290144,0.957900037719049,-3.98596162709109
"90","GB53668",129,75,228,206,209,262,195,106,74,177,233,183,0.477523748939571,4.52344983222154,3.17262423294747,0.00703995928586167,0.957900037719049,-3.78026447965771
"91","GB53986",57,5,522,156,145,135,300,388,238,209,814,982,-1.66642660835128,4.77272032618468,-2.95207992191722,0.0108370729214249,0.957900037719049,-3.93070259892768
"92","GB54258",1069,707,1991,2435,2151,2332,1587,1160,353,1760,1408,1531,0.806803780170601,7.61904018085753,3.22740727371067,0.00632368502079962,0.957900037719049,-3.99854361440942
"93","GB54418",100,81,849,371,354,597,767,814,796,709,672,1055,-1.23035024954673,6.09072109336473,-3.04025954272484,0.00912185853687404,0.957900037719049,-3.90815044621064
"94","GB54541",193,122,682,463,497,515,708,2456,1255,548,4259,444,-1.44441694358107,6.50657482569166,-3.06574273556886,0.00867832465240522,0.957900037719049,-3.94158359257413
"95","GB54548",3,3,17,12,12,7,21,15,14,14,22,41,-1.01909063785518,0.85263123843459,-3.01879817619569,0.00951277683006363,0.957900037719049,-4.33500243296677
"96","GB55080",2,2,7,6,9,11,16,8,7,8,39,17,-0.994442048563612,0.325967798132572,-3.25919682893309,0.0059419240045565,0.957900037719049,-4.34200274639991
"97","GB55144",51,44,144,98,305,161,80,45,52,80,174,81,0.812182881359783,3.71324826009419,2.98769236184359,0.0101089938107196,0.957900037719049,-3.95593044009253
"98","GB55263",1906,1490,5193,6444,5226,5502,2941,2082,930,3837,3742,4461,0.788189704257443,8.820762516999,3.21209230965341,0.0065162586843177,0.957900037719049,-4.1061392962643
"99","GB55370",40,65,89,131,278,162,253,120,210,263,374,413,-0.927936795511061,4.5491777428148,-3.26062926329946,0.00592527540205086,0.957900037719049,-3.7740978831498
"100","GB55965",518,585,1710,577,674,720,596,266,196,467,368,905,1.20068119774064,6.28828895891819,3.26699749800279,0.00585182326833735,0.957900037719049,-3.83126417893039
