"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"91","GB54554",10,16,11,10,13,14,2,4,7,9,4,10,0.758199785585707,0.183097579756913,2.63406532057861,0.0206184891615521,0.999935665555608,-4.44330161398779
"92","GB54743",84,68,64,63,64,82,66,50,90,88,98,81,-0.496568002286763,3.29590801411916,-3.23180087480855,0.00654907215545015,0.999935665555608,-4.0340497899351
"93","GB55190",450,538,531,467,598,591,226,171,254,532,401,430,0.405479436748495,5.74665759529044,2.70827652922685,0.0179007138994068,0.999935665555608,-3.96566521520182
"94","GB55325",1893,2921,2822,1957,2015,3276,1171,887,1531,1608,1197,1729,0.500084592099798,7.88970593254302,3.15075296078889,0.00765528810832008,0.999935665555608,-4.04107321438304
"95","GB55375",1424,3380,2895,1534,1414,2915,1053,825,975,1841,1063,1193,0.530245732469535,7.67193020378412,2.61717275708541,0.0212911373239396,0.999935665555608,-4.16691012225837
"96","GB55510",11,32,16,14,14,16,6,4,6,13,15,7,0.659500682799627,0.630021396096413,2.62299896660312,0.0210567665576215,0.999935665555608,-4.42800280547617
"97","GB55561",238,249,183,202,272,273,207,147,229,267,287,282,-0.345440097567385,4.94727270516258,-2.80788548261831,0.0147969837335175,0.999935665555608,-3.90248781033005
"98","GB55891",146,248,119,155,186,191,148,107,164,214,206,166,-0.301687758720194,4.46826605880066,-2.61324623102917,0.0214505177069519,0.999935665555608,-4.02316388546851
"99","GB55912",1658,2521,2534,1669,1812,2720,1170,802,1269,1963,1302,1384,0.362323410826538,7.76144794120266,2.63813110690678,0.0204597055589684,0.999935665555608,-4.16765739342789
"100","GB56027",25,18,24,12,11,27,11,7,2,10,6,3,1.25683678961146,0.510054752484873,3.02193438768032,0.00980989136493007,0.999935665555608,-4.39092503662893
