"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"12","GB41786",269,195,273,273,663,703,298,371,933,732,540,957,-0.814860370656097,5.85391326962804,-3.08465814054339,0.00844674540477736,0.999064149729163,-4.13653623238929
"13","GB41945",355,368,486,216,489,400,84,182,266,286,392,285,0.712963922182774,5.21557030536174,2.85863847368255,0.0131096394689532,0.999064149729163,-4.16520047752151
"14","GB42145",12,16,23,24,62,72,15,46,71,47,59,78,-0.72159120376002,2.23592720431712,-3.02593009055684,0.0094705117828645,0.999064149729163,-4.34458465540174
"15","GB42276",46,9,19,19,39,89,33,53,62,52,89,135,-1.17651754927806,2.46786679824345,-2.97835876697828,0.0103892665325072,0.999064149729163,-4.33389630855098
"16","GB42356",445,380,571,833,1727,1382,571,732,1542,1258,1459,1580,-0.6439013659319,6.87807019367928,-2.52979759059485,0.0246941437537194,0.999064149729163,-4.31035231583821
"17","GB42553",79,34,66,36,44,82,9,74,2,17,37,14,1.63680191951627,1.91075336470134,2.58917202277059,0.0220443285310894,0.999064149729163,-4.42109066535398
"18","GB42596",28,259,214,255,692,151,17,126,24,97,22,297,1.68928564970826,3.72763479189975,2.5366617009033,0.0243727618036152,0.999064149729163,-4.31759114480516
"19","GB42764",44,135,154,95,287,570,53,349,319,434,425,335,-0.796635173526578,4.71186028676696,-2.69876591390477,0.0178585126701317,0.999064149729163,-4.21344549406397
"20","GB42787",352,243,410,177,635,797,182,456,778,844,847,1175,-0.720931503650098,5.95895687332524,-2.77166185148441,0.0155144947976505,0.999064149729163,-4.21128815790843
"21","GB42836",215,391,621,356,652,581,153,350,300,419,395,411,0.425742042717458,5.58683421130265,2.55106443634814,0.0237114790794159,0.999064149729163,-4.24793736763303
"22","GB43036",12,3,10,13,18,37,10,24,111,29,62,19,-1.33320791436497,1.36615069216654,-2.5362880044053,0.0243901542044833,0.999064149729163,-4.45092016948687
"23","GB43089",42,32,68,66,183,206,57,123,139,112,182,209,-0.637523391654991,3.6803658215276,-2.56622827617085,0.023033979325112,0.999064149729163,-4.29737313654173
"24","GB43717",58,42,64,46,73,109,27,122,137,131,83,120,-0.659081399696359,3.28139689158534,-2.70462197247426,0.0176580919751378,0.999064149729163,-4.30266399257599
"25","GB43733",141,144,658,122,292,249,122,91,80,114,151,154,1.02475567647591,4.36057577188948,2.61218441233011,0.0210931135976577,0.999064149729163,-4.24520317014858
"26","GB43780",5,10,19,4,20,23,16,34,58,38,15,54,-1.41440458427293,1.30391925691614,-3.35308841257112,0.00500484611513293,0.999064149729163,-4.37885723790249
"27","GB43904",116,108,116,131,314,288,92,194,276,249,356,330,-0.555027764424443,4.6224044940829,-3.21712332969448,0.00652417560954077,0.999064149729163,-4.09097934362489
"28","GB44089",10,9,8,20,40,51,34,35,54,30,39,58,-1.05949147057936,1.80485937599503,-2.79544706166316,0.0148169139347973,0.999064149729163,-4.4017061078054
"29","GB44134",101,111,129,103,235,249,28,79,110,121,100,183,0.585537517414082,3.87196248225904,3.33587737686151,0.00517559163003991,0.999064149729163,-4.12605766889816
"30","GB44189",176,239,394,277,570,899,408,522,486,680,654,786,-0.750103454267952,5.87548640749642,-3.16081830641332,0.00728134028537136,0.999064149729163,-4.12027004192498
"31","GB44331",239,171,282,308,772,644,402,440,603,585,600,918,-0.807947533520612,5.83480886357572,-2.96095811025915,0.0107469219829405,0.999064149729163,-4.16289548474427
"32","GB44501",2122,1919,2155,2187,4953,3988,733,1691,2038,2700,2277,2378,0.518370404672949,8.14852331378334,2.76651090152253,0.015669747135195,0.999064149729163,-4.33019742826182
"33","GB44506",110,174,198,187,306,163,52,126,95,138,83,194,0.756407236487075,4.15189350621837,2.90232314960218,0.0120440355187699,0.999064149729163,-4.1900303511271
"34","GB44631",14,17,40,20,44,47,8,19,18,22,23,25,0.561876103057762,1.5372336889993,2.75030777206191,0.0161680950714758,0.999064149729163,-4.4192325268099
"35","GB44724",2,3,8,8,28,12,4,13,16,18,31,17,-0.925091016956257,0.456795110485151,-2.73540615952766,0.0166400712826559,0.999064149729163,-4.46505863536486
"36","GB45336",88,68,71,64,160,84,107,222,119,156,171,127,-0.805221036606821,3.83604723961971,-2.61409351623538,0.0210160125324152,0.999064149729163,-4.27691789494743
"37","GB45413",51,72,103,58,390,305,62,219,184,244,292,435,-0.783259595395432,4.32280690782666,-2.82393669028415,0.0140217502066737,0.999064149729163,-4.19972142660524
"38","GB45778",3,8,2,4,12,16,1,16,26,13,24,25,-1.15832369921199,0.240798702088534,-2.62244396937294,0.0206819709258066,0.999064149729163,-4.47858695472741
"39","GB45927",52,67,65,78,162,286,104,166,254,175,408,297,-1.11000249078644,4.20547335725756,-4.25432692976569,0.000882533716046948,0.999064149729163,-3.9435101448998
"40","GB46095",63,95,90,29,78,107,34,163,95,127,159,151,-0.727181046915888,3.50006830729511,-2.60911825844303,0.0212175174447615,0.999064149729163,-4.30223608412734
"41","GB46310",337,93,225,393,346,378,48,228,111,154,197,147,0.958934468276145,4.59480601987449,2.62879543251604,0.0204313487708414,0.999064149729163,-4.23200729195132
"42","GB46362",212,189,210,324,607,470,586,271,504,531,782,798,-0.941252985662663,5.70531722754863,-2.56026718882894,0.0232980517911406,0.999064149729163,-4.25275301582832
"43","GB47009",358,339,303,660,1617,1739,878,632,1342,1085,1410,2482,-1.0475376842092,6.8036395388689,-2.73594389449367,0.0166228079268731,0.999064149729163,-4.26534609583077
"44","GB47109",189,295,452,264,739,560,85,291,286,365,373,382,0.42831326391084,5.34365921074178,3.34316677003572,0.00510257276510583,0.999064149729163,-4.05418349631289
"45","GB47358",11,18,13,11,22,27,12,22,37,41,43,40,-0.937504909064163,1.51853349915333,-4.13716506710489,0.00110198105951722,0.999064149729163,-4.29773100180541
"46","GB47451",144,237,400,230,454,406,73,187,144,237,254,197,0.754965593178534,4.8254967902753,4.72787812506423,0.000365173875970561,0.999064149729163,-3.79723326475738
"47","GB47493",99,28,28,46,94,95,49,154,98,100,100,282,-1.07957144963082,3.36364000939478,-2.85394219861486,0.0132295775543625,0.999064149729163,-4.27225118512104
"48","GB47506",79,154,155,146,208,452,39,131,121,117,132,196,0.593768103173929,4.15109815799207,2.96760574058577,0.0106088706268711,0.999064149729163,-4.1736294835486
"49","GB47545",111,321,453,882,520,187,51,106,44,205,323,169,1.49685604668234,4.67104601626688,2.94430700348869,0.0111005587996311,0.999064149729163,-4.16723236011526
"50","GB47678",222,389,499,332,996,648,76,388,264,451,426,538,0.521245635042515,5.58298449009529,2.99830626825126,0.00999373460234231,0.999064149729163,-4.14208012156991
"51","GB48029",282,342,273,129,400,822,169,392,727,827,1029,919,-0.880618368991819,5.79105912212577,-2.88916867045966,0.0123556043054817,0.999064149729163,-4.17873060613183
"52","GB48216",494,718,1045,616,977,1128,238,762,543,774,449,602,0.564079117406395,6.36898366256549,2.55993620670329,0.0233127994852913,0.999064149729163,-4.27989603748469
"53","GB48222",35,60,81,49,104,115,8,55,38,57,71,67,0.612884147695689,2.77100075258787,3.17172746292851,0.00712808439488715,0.999064149729163,-4.2785374539638
"54","GB48229",471,497,393,572,2039,2498,868,832,1023,1093,3223,3913,-0.99746379036968,7.12196713024608,-2.52307626048322,0.0250127969735301,0.999064149729163,-4.32356736593461
"55","GB48584",10,8,9,17,33,39,1,9,8,13,21,11,0.876953675894377,0.605607607899069,2.53210419575861,0.0245856939068591,0.999064149729163,-4.47593206573706
"56","GB48937",1597,5759,4902,1685,4623,13375,1804,7163,17808,11949,13306,13348,-1.13703725990487,9.59183634855293,-2.91960652531831,0.0116464200407636,0.999064149729163,-4.36999659854619
"57","GB49188",22,19,21,24,23,27,19,31,41,34,45,56,-0.747569259015595,1.88698013380928,-2.69970677405459,0.0178261633405543,0.999064149729163,-4.40635031314089
"58","GB49416",7,7,45,8,44,27,4,7,5,16,9,8,1.15384522784058,0.583127250024689,2.77063191804031,0.0155454166258325,0.999064149729163,-4.45743155501635
"59","GB49476",100,147,194,109,444,332,63,288,258,284,404,437,-0.452748624136815,4.79860020665177,-2.5186102741551,0.025226713010334,0.999064149729163,-4.25043148503351
"60","GB49580",14,13,25,3,15,28,9,40,31,40,25,36,-1.04738476559269,1.33852132690289,-2.69132604187476,0.018116338530376,0.999064149729163,-4.43579534692958
"61","GB49775",5599,8426,10342,8425,9568,9017,1800,4855,6522,6621,7562,5191,0.753078706750012,9.6914097795105,3.17003551071562,0.00715164096327492,0.999064149729163,-4.34505328352097
"62","GB50048",7325,4369,5355,11580,19574,22078,26707,10481,34349,21315,19351,33609,-1.35566656866953,10.8921213533598,-2.82583131861487,0.0139703809058907,0.999064149729163,-4.42148946087135
"63","GB50108",291,523,489,421,674,707,116,457,388,500,547,385,0.435740172888343,5.75930745535135,2.66019661733801,0.0192349882136474,0.999064149729163,-4.22810114680701
"64","GB50111",42,66,73,59,104,71,16,50,56,64,38,34,0.689893671941516,2.72925668828857,2.65101784755057,0.0195774670253279,0.999064149729163,-4.35852718116354
"65","GB50238",86,152,233,247,447,267,85,130,95,228,206,129,0.665599755931496,4.44636695960483,2.6840228296757,0.0183729540797614,0.999064149729163,-4.21960184812957
"66","GB50247",160,138,172,180,271,329,93,249,296,331,313,390,-0.427448350857519,4.8522358298969,-2.68654727579952,0.0182838538648169,0.999064149729163,-4.20770095292198
"67","GB50660",5,5,7,12,22,15,5,13,18,27,29,29,-0.903067511491963,0.77512010178759,-3.41927415960514,0.00439934997814527,0.999064149729163,-4.40110806513115
"68","GB50686",57,113,167,130,342,641,124,245,771,535,407,583,-1.10002264297792,5.05530685825134,-3.49180944036186,0.00382008596072274,0.999064149729163,-4.03688222232396
"69","GB50858",9,14,13,20,23,25,13,17,38,28,32,37,-0.666458560005446,1.42464660665774,-2.58834859676228,0.0220791232615992,0.999064149729163,-4.44142913394696
"70","GB50930",58,67,72,71,218,257,68,122,166,196,258,353,-0.734236834744074,4.08285525790122,-3.17575775069781,0.00707228328811711,0.999064149729163,-4.13861426869244
"71","GB50931",295,288,278,315,709,952,375,388,602,690,867,1128,-0.670809965293053,6.02547789691169,-2.59572205150031,0.0217694343320578,0.999064149729163,-4.25419065090387
"72","GB50965",6,16,19,12,29,17,8,27,21,26,34,37,-0.667708895392436,1.28847772642969,-2.92904095047721,0.0114348679030917,0.999064149729163,-4.41462133930952
"73","GB51089",187,466,2553,319,980,514,171,220,206,372,392,290,1.12329360129907,5.6375762080885,2.59878501077094,0.0216420286457635,0.999064149729163,-4.24361644411921
"74","GB51258",276,202,241,364,736,1164,282,455,667,703,846,995,-0.677154658669926,5.98525474902891,-2.56254637959345,0.0231967414813586,0.999064149729163,-4.26026799912377
"75","GB51354",139,75,117,122,229,254,122,138,344,279,235,357,-0.700135691340435,4.53264533762398,-2.60650352653213,0.0213241671660584,0.999064149729163,-4.23873745486652
"76","GB51369",326,617,939,690,1816,803,122,550,386,579,522,1194,0.685835621518837,6.24055411117572,2.78040410018941,0.015254438590124,0.999064149729163,-4.22578882679193
"77","GB51532",38,14,13,21,28,38,18,74,48,32,61,80,-1.09519805814911,2.09544114714224,-3.07696677709908,0.00857429610260592,0.999064149729163,-4.35014372235608
"78","GB51567",1,8,10,6,11,20,3,9,44,18,27,21,-1.10686952575105,0.500812803107364,-2.55198650372692,0.0236697386085568,0.999064149729163,-4.47814048221593
"79","GB51787",10112,12964,16769,10761,29648,23432,3310,12197,13329,17698,12210,13932,0.527560218984243,10.7169449901318,2.56553719330327,0.0230644450102685,0.999064149729163,-4.44262598395666
"80","GB51938",5,12,19,26,27,21,7,32,29,21,44,58,-0.789489186367027,1.4436552338928,-2.61250642430617,0.0210800896251468,0.999064149729163,-4.43825872235915
"81","GB52352",24,54,49,43,109,101,24,72,95,98,104,111,-0.465337722441867,3.06775328071908,-2.97090167368302,0.0105410757459674,0.999064149729163,-4.27663647520856
"82","GB52504",7,12,22,17,55,42,23,27,28,51,41,72,-0.766471722798054,1.8501117352047,-2.65165705583963,0.0195534260674166,0.999064149729163,-4.41433927509558
"83","GB52984",20,18,30,17,40,40,5,12,13,12,27,34,0.735050618249933,1.34283374121465,2.77281428188868,0.0154799666011781,0.999064149729163,-4.42645594066516
"84","GB53262",86,139,209,103,252,315,28,162,129,153,185,138,0.446264972393418,4.14709573287435,2.52126049687217,0.0250995584774456,0.999064149729163,-4.27328542457871
"85","GB53271",41,91,119,91,188,143,27,78,83,86,126,81,0.440674986132943,3.47266931339093,2.58345976845988,0.022286803004714,0.999064149729163,-4.30946611474467
"86","GB53550",998,1837,2389,1556,3115,3064,517,1501,1242,1939,2429,1698,0.469517046553769,7.74836414825924,2.91728338271426,0.0116991026343333,0.999064149729163,-4.28657459270702
"87","GB53986",57,522,300,388,397,227,5,156,31,214,82,284,1.64750962519901,4.13148648406747,2.71418096293213,0.0173356431052329,0.999064149729163,-4.25930201774612
"88","GB54118",53,69,46,62,102,107,26,83,105,102,150,164,-0.512304561622682,3.35967959026109,-2.54150786714168,0.0241482945218753,0.999064149729163,-4.32548239583409
"89","GB54396",197,312,413,182,390,520,102,747,383,786,607,862,-0.635483583173512,5.63267756807901,-2.53409778839153,0.0244923310744021,0.999064149729163,-4.25511985058814
"90","GB54404",30,27,42,22,247,190,27,589,194,236,119,171,-1.39840533669266,3.61254987403312,-2.62301865813119,0.0206591721312766,0.999064149729163,-4.3023938317333
"91","GB54422",1,7,7,6,14,13,9,16,10,14,29,18,-1.13084471694698,0.396844322205677,-3.27116147250265,0.00587162587401952,0.999064149729163,-4.42723908533601
"92","GB54497",4,14,16,17,48,46,36,29,39,39,37,54,-0.896922810671088,1.78608753328633,-2.5917550185412,0.0219355253749321,0.999064149729163,-4.42507144455273
"93","GB55020",239,236,209,463,726,1043,361,444,889,704,969,1022,-0.851032654632115,6.06453232507378,-2.9232870348453,0.0115634348282602,0.999064149729163,-4.1832074952132
"94","GB55364",140,198,183,271,651,1247,431,547,1236,794,1061,972,-1.40351415748731,6.01275000444898,-4.2922299292706,0.000821598346686491,0.999064149729163,-3.92799692966195
"95","GB55514",367,313,414,457,1536,1366,347,617,1143,979,1263,1777,-0.670812435563633,6.55574951724345,-2.69736057075277,0.0179069387774337,0.999064149729163,-4.25885986453926
"96","GB55546",20,30,30,20,46,65,17,35,80,51,81,103,-0.767500277400547,2.40859888699033,-3.08025088940257,0.0085196010411439,0.999064149729163,-4.32365501415866
"97","GB55576",237,204,248,364,800,888,661,491,942,755,773,1192,-1.15639455979373,6.12143996435624,-3.45830608344745,0.00407741715033642,0.999064149729163,-4.07801684258152
"98","GB55622",12,21,28,16,54,55,8,50,36,49,59,102,-0.682668696974318,2.0887101773584,-2.66073915784279,0.0192149282707786,0.999064149729163,-4.39926049427772
"99","GB55805",176,488,451,438,1037,510,89,388,241,341,355,555,0.618143619277059,5.5357780970308,2.83621013190773,0.0136922408281041,0.999064149729163,-4.17871890073612
"100","GB55929",613,446,459,703,1042,1518,1668,976,1343,1319,1461,1542,-1.0832951088643,6.9894206043716,-2.68027402044586,0.0185060487846808,0.999064149729163,-4.28646175206336
